Datum und Uhrzeit;Energie | PowerMeter;Energie | Symo GEN24 10.0 Plus;Energie | Wattpilot_33051782;Direkt verbraucht;Energie aus Batterie bezogen;Energie in Batterie gespeichert;Energie ins Netz eingespeist;Energie vom Netz bezogen;PV Produktion;Verbrauch;Energie vom Netz an Wattpilot;Energie von Batterie an Wattpilot;Energie von PV an Wattpilot;Batteriespannung;Batteriestrom;Batterietemperatur minimum;State of Charge;Eingestellte Stromstärke | PowerMeter;Eingestellte Stromstärke | Symo GEN24 10.0 Plus;Eingestellte Stromstärke | Wattpilot_33051782;Energie Wattpilot | PowerMeter;Energie Wattpilot | Symo GEN24 10.0 Plus;Energie Wattpilot | Wattpilot_33051782;Energie Ohmpilot;Temperatur Ohmpilot;Energie ins Netz eingespeist | PowerMeter;Energie ins Netz eingespeist | Symo GEN24 10.0 Plus;Energie ins Netz eingespeist | Wattpilot_33051782;Energie vom Netz bezogen | PowerMeter;Energie vom Netz bezogen | Symo GEN24 10.0 Plus;Energie vom Netz bezogen | Wattpilot_33051782;Unnamed: 32
2024-12-01 00:50:00;;23,33869;;0,0;24,32;0,0;0,0;2,0;0,0;26,32;0,0;0,0;0,0;415,1;-   0,60   ;7,0;21,8;;;14,0;;;0,0;0,0;118,0;2,0;;;2,0;;;
2024-12-01 00:55:00;;26,45263;;0,0;26,45;0,0;0,0;3,99;0,0;30,44;0,0;0,0;0,0;414,7;-   0,50   ;7,0;21,6;;;14,0;;;0,0;0,0;145,2;3,0;;;4,0;;;
2024-12-01 01:00:00;;31,95802;;0,0;33,2;0,0;0,0;3,0;0,0;36,2;0,0;0,0;0,0;413,5;-   1,10   ;7,0;21,2;;;14,0;;;0,0;0,0;107,5;2,0;;;3,0;;;
2024-12-01 01:05:00;;33,57944;;0,0;33,61;0,0;0,0;2,99;0,0;36,6;0,0;0,0;0,0;413,9;-   0,90   ;7,0;20,8;;;14,0;;;0,0;0,0;134,3;3,0;;;3,0;;;
2024-12-01 01:10:00;;30,84581;;0,0;30,86;0,0;0,0;3,0;0,0;33,86;0,0;0,0;0,0;413,9;-   0,60   ;7,0;20,5;;;14,0;;;0,0;0,0;148,5;3,0;;;3,0;;;
2024-12-01 01:15:00;;28,96308;;0,0;28,99;0,0;0,0;3,0;0,0;31,99;0,0;0,0;0,0;413,9;-   0,70   ;7,0;20,2;;;14,0;;;0,0;0,0;163,5;3,0;;;3,0;;;
2024-12-01 01:20:00;;28,33926;;0,0;28,44;0,0;0,0;2,99;0,0;31,43;0,0;0,0;0,0;413,9;-   0,60   ;7,0;19,9;;;14,0;;;0,0;0,0;129,3;3,0;;;3,0;;;
2024-12-01 01:25:00;;26,0437;;0,0;28,24;0,0;0,0;2,0;0,0;30,24;0,0;0,0;0,0;413,9;-   0,70   ;7,0;19,6;;;14,0;;;0,0;0,0;128,0;1,0;;;2,0;;;
2024-12-01 01:30:00;;30,23423;;0,0;28,27;0,0;0,0;3,99;0,0;32,27;0,0;0,0;0,0;413,5;-   0,90   ;7,0;19,3;;;14,0;;;0,0;0,0;141,2;5,0;;;4,0;;;
2024-12-01 01:35:00;;33,5901;;0,0;35,73;0,0;0,0;2,0;0,0;37,73;0,0;0,0;0,0;413,1;-   0,80   ;7,0;18,9;;;14,0;;;0,0;0,0;159,4;1,0;;;2,0;;;
2024-12-01 01:40:00;;34,77994;;0,0;32,97;0,0;0,0;3,99;0,0;36,96;0,0;0,0;0,0;412,3;-   1,10   ;7,0;18,5;;;14,0;;;0,0;0,0;146,0;5,0;;;4,0;;;
2024-12-01 01:45:00;;38,71699;;0,0;40,94;0,0;0,0;3,0;0,0;43,94;0,0;0,0;0,0;411,9;-   1,40   ;7,0;18,1;;;14,0;;;0,0;0,0;206,4;1,0;;;3,0;;;
2024-12-01 01:50:00;;31,37409;;0,0;30,56;0,0;0,0;2,97;0,0;33,53;0,0;0,0;0,0;412,3;-   0,80   ;7,0;17,7;;;14,0;;;0,0;0,0;133,5;4,0;;;3,0;;;
2024-12-01 01:55:00;;28,1629;;0,0;28,16;0,0;0,0;2,0;0,0;30,16;0,0;0,0;0,0;412,7;-   0,50   ;7,0;17,4;;;14,0;;;0,0;0,0;127,5;3,0;;;2,0;;;
2024-12-01 02:00:00;;23,40793;;0,0;23,46;0,0;0,0;3,98;0,0;27,44;0,0;0,0;0,0;412,7;-   0,80   ;7,0;17,2;;;14,0;;;0,0;0,0;146,6;3,0;;;4,0;;;
2024-12-01 02:05:00;;27,4257;;0,0;27,43;0,0;0,0;3,99;0,0;31,42;0,0;0,0;0,0;411,5;-   1,40   ;7,0;16,9;;;14,0;;;0,0;0,0;122,2;3,0;;;4,0;;;
2024-12-01 02:10:00;;19,99267;;0,0;21,43;0,0;0,0;6,0;0,0;27,43;0,0;0,0;0,0;413,5;   0,00   ;7,0;16,6;;;14,0;;;0,0;0,0;163,5;1,0;;;6,0;;;
2024-12-01 02:15:00;;22,66806;;0,0;23,29;0,0;0,0;7,99;0,0;31,29;0,0;0,0;0,0;412,3;-   0,70   ;7,0;16,4;;;14,0;;;0,0;0,0;153,2;2,0;;;8,0;;;
2024-12-01 02:20:00;;25,50783;;0,0;26,33;0,0;0,0;2,0;0,0;28,33;0,0;0,0;0,0;411,9;-   0,50   ;7,0;16,1;;;14,0;;;0,0;0,0;189,1;2,0;;;2,0;;;
2024-12-01 02:25:00;;25,48428;;0,0;25,29;0,0;0,0;3,98;0,0;29,27;0,0;0,0;0,0;411,1;-   0,80   ;7,0;15,9;;;14,0;;;0,0;0,0;104,3;3,0;;;4,0;;;
2024-12-01 02:30:00;;26,46501;;0,0;28,27;0,0;0,0;2,0;0,0;30,27;0,0;0,0;0,0;411,5;-   0,70   ;7,0;15,6;;;14,0;;;0,0;0,0;141,5;1,0;;;2,0;;;
2024-12-01 02:35:00;;29,47292;;0,0;29,3;0,0;0,0;3,98;0,0;33,28;0,0;0,0;0,0;411,1;-   0,70   ;7,0;15,2;;;14,0;;;0,0;0,0;132,3;3,0;;;4,0;;;
2024-12-01 02:40:00;;24,01459;;0,0;23,92;0,0;0,0;2,0;0,0;25,92;0,0;0,0;0,0;411,1;-   0,60   ;7,0;15,0;;;14,0;;;0,0;0,0;119,0;3,0;;;2,0;;;
2024-12-01 02:45:00;;23,70324;;0,0;23,53;0,0;0,0;2,98;0,0;26,51;0,0;0,0;0,0;411,1;   0,00   ;7,0;14,7;;;14,0;;;0,0;0,0;143,1;3,0;;;3,0;;;
2024-12-01 02:50:00;;21,46071;;0,0;23,42;0,0;0,0;2,0;0,0;25,42;0,0;0,0;0,0;411,1;-   0,60   ;7,0;14,5;;;14,0;;;0,0;0,0;110,1;1,0;;;2,0;;;
2024-12-01 02:55:00;;31,05537;;0,0;29,89;0,0;0,0;4,99;0,0;34,87;0,0;0,0;0,0;409,9;-   0,80   ;7,0;14,2;;;14,0;;;0,0;0,0;71,3;4,0;;;5,0;;;
2024-12-01 03:00:00;;30,7293;;0,0;29,63;0,0;0,0;3,98;0,0;33,61;0,0;0,0;0,0;409,5;-   0,80   ;7,0;13,8;;;14,0;;;0,0;0,0;124,4;4,0;;;4,0;;;
2024-12-01 03:05:00;;28,61204;;0,0;29,48;0,0;0,0;2,0;0,0;31,48;0,0;0,0;0,0;409,5;-   0,60   ;7,0;13,5;;;14,0;;;0,0;0,0;139,7;2,0;;;2,0;;;
2024-12-01 03:10:00;;29,88992;;0,0;29,86;0,0;0,0;3,98;0,0;33,85;0,0;0,0;0,0;408,7;-   1,00   ;7,0;13,2;;;14,0;;;0,0;0,0;97,9;3,0;;;4,0;;;
2024-12-01 03:15:00;;34,79749;;0,0;35,75;0,0;0,0;2,0;0,0;37,75;0,0;0,0;0,0;408,3;-   0,90   ;7,0;12,8;;;14,0;;;0,0;0,0;159,5;2,0;;;2,0;;;
2024-12-01 03:20:00;;34,47328;;0,0;34,37;0,0;0,0;3,99;0,0;38,35;0,0;0,0;0,0;408,3;-   0,80   ;7,0;12,5;;;14,0;;;0,0;0,0;151,9;3,0;;;4,0;;;
2024-12-01 03:25:00;;30,96647;;0,0;30,87;0,0;0,0;2,0;0,0;32,87;0,0;0,0;0,0;408,3;-   0,80   ;7,0;12,1;;;14,0;;;0,0;0,0;129,4;3,0;;;2,0;;;
2024-12-01 03:30:00;;27,21073;;0,0;27,16;0,0;0,0;2,99;0,0;30,16;0,0;0,0;0,0;408,3;-   0,30   ;7,0;11,8;;;14,0;;;0,0;0,0;82,6;3,0;;;3,0;;;
2024-12-01 03:35:00;;21,05985;;0,0;23,03;0,0;0,0;2,0;0,0;25,03;0,0;0,0;0,0;408,7;-   0,50   ;7,0;11,6;;;14,0;;;0,0;0,0;121,7;1,0;;;2,0;;;
2024-12-01 03:40:00;;27,42807;;0,0;26,2;0,0;0,0;3,99;0,0;30,18;0,0;0,0;0,0;407,9;-   0,80   ;7,0;11,3;;;14,0;;;0,0;0,0;107,2;4,0;;;4,0;;;
2024-12-01 03:45:00;;27,49184;;0,0;28,34;0,0;0,0;2,0;0,0;30,34;0,0;0,0;0,0;407,5;-   0,70   ;7,0;11,0;;;14,0;;;0,0;0,0;160,9;2,0;;;2,0;;;
2024-12-01 03:50:00;;30,04524;;0,0;28,96;0,0;0,0;2,99;0,0;31,94;0,0;0,0;0,0;407,1;-   0,70   ;7,0;10,7;;;14,0;;;0,0;0,0;69,3;4,0;;;3,0;;;
2024-12-01 03:55:00;;33,84904;;0,0;33,84;0,0;0,0;3,97;0,0;37,81;0,0;0,0;0,0;405,5;-   1,90   ;7,0;10,3;;;14,0;;;0,0;0,0;66,5;3,0;;;4,0;;;
2024-12-01 04:00:00;;27,49959;;0,0;28,37;0,0;0,0;2,0;0,0;30,37;0,0;0,0;0,0;406,7;-   0,70   ;7,0;10,0;;;14,0;;;0,0;0,0;74,4;2,0;;;2,0;;;
2024-12-01 04:05:00;;27,42224;;0,0;26,28;0,0;0,0;2,99;0,0;29,27;0,0;0,0;0,0;406,7;-   0,50   ;7,0;9,7;;;14,0;;;0,0;0,0;121,0;4,0;;;3,0;;;
2024-12-01 04:10:00;;23,98077;;0,0;24,87;0,0;0,0;3,0;0,0;27,87;0,0;0,0;0,0;406,7;-   0,60   ;7,0;9,5;;;14,0;;;0,0;0,0;71,2;2,0;;;3,0;;;
2024-12-01 04:15:00;;26,84817;;0,0;26,91;0,0;0,0;2,98;0,0;29,89;0,0;0,0;0,0;406,3;-   0,60   ;7,0;9,2;;;14,0;;;0,0;0,0;67,2;3,0;;;3,0;;;
2024-12-01 04:20:00;;25,41556;;0,0;26,38;0,0;0,0;2,0;0,0;28,38;0,0;0,0;0,0;405,5;-   1,30   ;7,0;8,9;;;14,0;;;0,0;0,0;62,1;2,0;;;2,0;;;
2024-12-01 04:25:00;;26,80692;;0,0;26,78;0,0;0,0;2,99;0,0;29,77;0,0;0,0;0,0;406,3;-   0,70   ;7,0;8,6;;;14,0;;;0,0;0,0;61,6;3,0;;;3,0;;;
2024-12-01 04:30:00;;26,51437;;0,0;27,47;0,0;0,0;3,0;0,0;30,47;0,0;0,0;0,0;405,9;-   0,60   ;7,0;8,3;;;14,0;;;0,0;0,0;61,5;2,0;;;3,0;;;
2024-12-01 04:35:00;;27,65746;;0,0;27,62;0,0;0,0;2,98;0,0;30,6;0,0;0,0;0,0;404,7;-   2,50   ;7,0;8,0;;;14,0;;;0,0;0,0;61,3;3,0;;;3,0;;;
2024-12-01 04:40:00;;32,52666;;0,0;32,49;0,0;0,0;3,0;0,0;35,49;0,0;0,0;0,0;404,7;-   1,00   ;7,0;7,6;;;14,0;;;0,0;0,0;61,5;3,0;;;3,0;;;
2024-12-01 04:45:00;;30,36962;;0,0;30,25;0,0;0,0;2,99;0,0;33,24;0,0;0,0;0,0;404,3;-   2,00   ;7,0;7,3;;;14,0;;;0,0;0,0;60,4;3,0;;;3,0;;;
2024-12-01 04:50:00;;21,46361;;0,0;23,26;0,0;0,0;2,0;0,0;25,26;0,0;0,0;0,0;405,9;-   0,40   ;7,0;7,1;;;14,0;;;0,0;0,0;60,0;1,0;;;2,0;;;
2024-12-01 04:55:00;;25,9749;;0,0;24,96;0,0;0,0;3,97;0,0;28,93;0,0;0,0;0,0;405,1;-   0,70   ;7,0;6,8;;;14,0;;;0,0;0,0;59,7;4,0;;;4,0;;;
2024-12-01 05:00:00;;31,94968;;0,0;30,91;0,0;0,0;2,99;0,0;33,9;0,0;0,0;0,0;404,7;-   0,80   ;7,0;6,5;;;14,0;;;0,0;0,0;60,2;4,0;;;3,0;;;
2024-12-01 05:05:00;;28,70033;;0,0;30,67;0,0;0,0;3,0;0,0;33,67;0,0;0,0;0,0;404,7;-   0,80   ;7,0;6,1;;;14,0;;;0,0;0,0;147,0;1,0;;;3,0;;;
2024-12-01 05:10:00;;25,24981;;0,0;24,17;0,0;0,0;2,97;0,0;27,14;0,0;0,0;0,0;405,5;-   0,50   ;7,0;5,9;;;14,0;;;0,0;0,0;84,7;4,0;;;3,0;;;
2024-12-01 05:15:00;;21,51351;;0,0;23,4;0,0;0,0;2,0;0,0;25,4;0,0;0,0;0,0;405,5;-   0,50   ;7,0;5,6;;;14,0;;;0,0;0,0;60,4;1,0;;;2,0;;;
2024-12-01 05:20:00;;27,76895;;0,0;26,79;0,0;0,0;4,0;0,0;30,79;0,0;0,0;0,0;404,7;-   0,30   ;7,0;5,3;;;14,0;;;0,0;0,0;59,1;4,0;;;4,0;;;
2024-12-01 05:25:00;;26,9311;;0,0;27,37;0,0;0,0;5,97;0,0;33,35;0,0;0,0;0,0;405,9;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;58,6;2,0;;;6,0;;;
2024-12-01 05:30:00;;0,62809;;0,0;0,68;0,0;0,0;35,8;0,0;36,49;0,0;0,0;0,0;407,9;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;59,0;0,0;;;36,0;;;
2024-12-01 05:35:00;;0,0;;0,0;0,0;0,0;0,0;27,86;0,0;27,86;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;173,8;0,0;;;28,0;;;
2024-12-01 05:40:00;;0,0;;0,0;0,0;0,0;0,0;28,0;0,0;28,0;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;166,8;0,0;;;28,0;;;
2024-12-01 05:45:00;;0,0;;0,0;0,0;0,0;0,0;25,0;0,0;25,0;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;132,0;0,0;;;25,0;;;
2024-12-01 05:50:00;;0,0;;0,0;0,0;0,0;0,0;25,0;0,0;25,0;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;122,3;0,0;;;25,0;;;
2024-12-01 05:55:00;;0,0;;0,0;0,0;0,0;0,0;22,0;0,0;22,0;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;145,6;0,0;;;22,0;;;
2024-12-01 06:00:00;;0,0;;0,0;0,0;0,0;0,0;23,0;0,0;23,0;0,0;0,0;0,0;0,0;   0,00   ;7,0;5,0;;;14,0;;;0,0;0,0;233,7;0,0;;;23,0;;;
2024-12-01 06:05:00;;0,0;;0,0;0,0;0,0;0,0;24,0;0,0;24,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;5,0;;;14,0;;;0,0;0,0;172,3;0,0;;;24,0;;;
2024-12-01 06:10:00;;0,0;;0,0;0,0;0,0;0,0;35,0;0,0;35,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;5,0;;;14,0;;;0,0;0,0;65,3;0,0;;;35,0;;;
2024-12-01 06:15:00;;0,0;;0,0;0,0;0,0;0,0;35,0;0,0;35,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;58,1;0,0;;;35,0;;;
2024-12-01 06:20:00;;0,0;;0,0;0,0;0,0;0,0;27,0;0,0;27,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;57,6;0,0;;;27,0;;;
2024-12-01 06:25:00;;0,0;;0,0;0,0;0,0;0,0;27,0;0,0;27,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;56,5;0,0;;;27,0;;;
2024-12-01 06:30:00;;0,0;;0,0;0,0;0,0;0,0;22,0;0,0;22,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;55,3;0,0;;;22,0;;;
2024-12-01 06:35:00;;0,0;;0,0;0,0;0,0;0,0;29,0;0,0;29,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;54,4;0,0;;;29,0;;;
2024-12-01 06:40:00;;0,0;;0,0;0,0;0,0;0,0;30,0;0,0;30,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;53,7;0,0;;;30,0;;;
2024-12-01 06:45:00;;0,0;;0,0;0,0;0,0;0,0;32,0;0,0;32,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;53,8;0,0;;;32,0;;;
2024-12-01 06:50:00;;0,0;;0,0;0,0;0,0;0,0;32,0;0,0;32,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;54,6;0,0;;;32,0;;;
2024-12-01 06:55:00;;0,0;;0,0;0,0;0,0;0,0;31,0;0,0;31,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,9;;;14,0;;;0,0;0,0;55,6;0,0;;;31,0;;;
2024-12-01 07:00:00;;0,0;;0,0;0,0;0,0;0,0;32,0;0,0;32,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;54,4;0,0;;;32,0;;;
2024-12-01 07:05:00;;0,0;;0,0;0,0;0,0;0,0;31,0;0,0;31,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;54,1;0,0;;;31,0;;;
2024-12-01 07:10:00;;0,0;;0,0;0,0;0,0;0,0;28,0;0,0;28,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;53,2;0,0;;;28,0;;;
2024-12-01 07:15:00;;0,0;;0,0;0,0;0,0;0,0;36,0;0,0;36,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;57,1;0,0;;;36,0;;;
2024-12-01 07:20:00;;0,0;;0,0;0,0;0,0;0,0;98,0;0,0;98,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;52,8;0,0;;;98,0;;;
2024-12-01 07:25:00;;0,0;;0,0;0,0;0,0;0,0;28,0;0,0;28,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;52,5;0,0;;;28,0;;;
2024-12-01 07:30:00;;0,0;;0,0;0,0;0,0;0,0;27,0;0,0;27,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;70,1;0,0;;;27,0;;;
2024-12-01 07:35:00;;0,0;;0,0;0,0;0,0;0,0;30,0;0,0;30,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;127,8;0,0;;;30,0;;;
2024-12-01 07:40:00;;0,0;;0,0;0,0;0,0;0,0;33,0;0,0;33,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;76,3;0,0;;;33,0;;;
2024-12-01 07:45:00;;0,0;;0,0;0,0;0,0;0,0;34,0;0,0;34,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,8;;;14,0;;;0,0;0,0;61,0;0,0;;;34,0;;;
2024-12-01 07:50:00;;0,0;;0,0;0,0;0,0;0,0;31,0;0,0;31,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;57,9;0,0;;;31,0;;;
2024-12-01 07:55:00;;0,0;;0,0;0,0;0,0;0,0;30,0;0,0;30,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;57,1;0,0;;;30,0;;;
2024-12-01 08:00:00;;0,0;;0,0;0,0;0,0;0,0;31,0;0,0;31,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,5;0,0;;;31,0;;;
2024-12-01 08:05:00;;0,0;;0,0;0,0;0,0;0,0;29,0;0,0;29,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;60,9;0,0;;;29,0;;;
2024-12-01 08:10:00;;0,0;;0,0;0,0;0,0;0,0;31,0;0,0;31,0;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,4;0,0;;;31,0;;;
2024-12-01 08:15:00;;0,68786;;1,24;0,0;0,0;0,0;31,0;1,24;32,24;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,5;0,0;;;31,0;;;
2024-12-01 08:20:00;;3,90962;;6,35;0,0;0,01;0,0;35,0;6,36;41,36;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,7;0,0;;;35,0;;;
2024-12-01 08:25:00;;5,76898;;8,38;0,0;0,01;0,0;44,0;8,39;52,38;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,9;0,0;;;44,0;;;
2024-12-01 08:30:00;;8,14503;;10,68;0,0;0,01;0,0;35,0;10,7;45,68;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;59,9;0,0;;;35,0;;;
2024-12-01 08:35:00;;9,96333;;12,43;0,0;0,01;0,0;21,0;12,45;33,43;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,7;;;14,0;;;0,0;0,0;60,6;0,0;;;21,0;;;
2024-12-01 08:40:00;;12,13968;;14,64;0,0;0,03;0,0;25,0;14,67;39,64;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;60,4;0,0;;;25,0;;;
2024-12-01 08:45:00;;14,26478;;16,8;0,0;0,05;0,0;23,0;16,85;39,8;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;61,0;0,0;;;23,0;;;
2024-12-01 08:50:00;;15,73649;;18,35;0,01;0,02;0,0;21,0;18,36;39,36;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;61,3;0,0;;;21,0;;;
2024-12-01 08:55:00;;16,05613;;18,71;0,02;0,0;0,0;22,0;18,71;40,73;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;61,2;0,0;;;22,0;;;
2024-12-01 09:00:00;;15,76809;;18,4;0,0;0,01;0,0;16,0;18,41;34,41;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;60,7;0,0;;;16,0;;;
2024-12-01 09:05:00;;15,89308;;18,51;0,0;0,01;0,0;17,0;18,52;35,51;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;60,5;0,0;;;17,0;;;
2024-12-01 09:10:00;;18,29649;;20,93;0,0;0,01;0,0;24,0;20,95;44,93;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;60,6;0,0;;;24,0;;;
2024-12-01 09:15:00;;19,39538;;22,02;0,01;0,01;0,0;13,0;22,04;35,03;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;60,3;0,0;;;13,0;;;
2024-12-01 09:20:00;;20,06267;;22,72;0,01;0,0;0,0;8,0;22,72;30,73;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,6;;;14,0;;;0,0;0,0;59,5;0,0;;;8,0;;;
2024-12-01 09:25:00;;20,96514;;23,53;0,0;0,01;0,0;8,0;23,55;31,53;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,5;;;14,0;;;0,0;0,0;59,0;0,0;;;8,0;;;
2024-12-01 09:30:00;;22,1768;;24,7;0,0;0,02;0,0;56,0;24,73;80,7;0,0;0,0;0,0;0,0;   0,00   ;6,0;4,5;;;14,0;;;0,0;0,0;58,5;0,0;;;56,0;;;
