Datum und Uhrzeit;Energie | PowerMeter;Energie | Symo GEN24 10.0 Plus;Energie | Wattpilot_;Direkt verbraucht;Energie aus Batterie bezogen;Energie in Batterie gespeichert;Energie ins Netz eingespeist;Energie vom Netz bezogen;PV Produktion;Verbrauch;Energie vom Netz an Wattpilot;Energie von Batterie an Wattpilot;Energie von PV an Wattpilot;Batteriespannung;Batteriestrom;Batterietemperatur minimum;State of Charge;Eingestellte Stromstärke | PowerMeter;Eingestellte Stromstärke | Symo GEN24 10.0 Plus;Eingestellte Stromstärke | Wattpilot_;Energie Wattpilot | PowerMeter;Energie Wattpilot | Symo GEN24 10.0 Plus;Energie Wattpilot | Wattpilot_;Energie Ohmpilot;Temperatur Ohmpilot;Energie ins Netz eingespeist | PowerMeter;Energie ins Netz eingespeist | Symo GEN24 10.0 Plus;Energie ins Netz eingespeist | Wattpilot_;Energie vom Netz bezogen | PowerMeter;Energie vom Netz bezogen | Symo GEN24 10.0 Plus;Energie vom Netz bezogen | Wattpilot_
[dd.MM.yyyy HH:mm];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[Wh];[V];[A];[°C];[%];[A];[A];[A];[Wh];[Wh];[Wh];[Wh];[°C];[Wh];[Wh];[Wh];[Wh];[Wh]
01.07.2024 00:00;n/a;  24,78038;n/a;   0,00   ;  27,86   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  27,86   ;   0,00   ;   0,00   ;   0,00   ; 424,30   ;-   0,70   ;  18,00   ;  72,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,20   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 00:05;n/a;  27,41556;n/a;   0,00   ;  28,57   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  30,56   ;   0,00   ;   0,00   ;   0,00   ; 423,90   ;-   0,70   ;  18,00   ;  72,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,20   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:10;n/a;  26,62066;n/a;   0,00   ;  27,83   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  29,81   ;   0,00   ;   0,00   ;   0,00   ; 423,90   ;-   1,10   ;  18,00   ;  72,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:15;n/a;  30,46356;n/a;   0,00   ;  32,66   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  33,66   ;   0,00   ;   0,00   ;   0,00   ; 423,90   ;-   0,80   ;  18,00   ;  71,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 00:20;n/a;  32,05347;n/a;   0,00   ;  33,35   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  35,34   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,90   ;  18,00   ;  71,20   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:25;n/a;  32,48463;n/a;   0,00   ;  34,70   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  36,69   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,50   ;  18,00   ;  70,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:30;n/a;  34,80727;n/a;   0,00   ;  37,07   ;   0,00   ;   0,00   ;   2,00   ;   0,00   ;  39,07   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,90   ;  18,00   ;  70,50   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:35;n/a;  31,8842 ;n/a;   0,00   ;  33,10   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  35,09   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,80   ;  18,00   ;  70,10   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:40;n/a;  26,91229;n/a;   0,00   ;  30,06   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  30,06   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,60   ;  18,00   ;  69,80   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 00:45;n/a;  13,13504;n/a;   0,00   ;  14,39   ;   0,00   ;   0,00   ;   6,98   ;   0,00   ;  21,37   ;   0,00   ;   0,00   ;   0,00   ; 424,30   ;-   0,50   ;  18,00   ;  69,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   7,00   ;n/a;n/a
01.07.2024 00:50;n/a;  19,30594;n/a;   0,00   ;  20,22   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  22,21   ;   0,00   ;   0,00   ;   0,00   ; 423,90   ;-   0,50   ;  18,00   ;  69,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 00:55;n/a;  22,64155;n/a;   0,00   ;  25,77   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  26,77   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,70   ;  18,00   ;  69,20   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   0,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 01:00;n/a;  24,58508;n/a;   0,00   ;  25,67   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  27,66   ;   0,00   ;   0,00   ;   0,00   ; 423,50   ;-   0,70   ;  18,00   ;  68,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 01:05;n/a;  26,64682;n/a;   0,00   ;  27,67   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  29,66   ;   0,00   ;   0,00   ;   0,00   ; 423,10   ;-   0,60   ;  18,00   ;  68,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 01:10;n/a;  23,13584;n/a;   0,00   ;  26,20   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  27,20   ;   0,00   ;   0,00   ;   0,00   ; 423,10   ;-   0,80   ;  18,00   ;  68,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   0,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 01:15;n/a;  31,30031;n/a;   0,00   ;  32,43   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  34,41   ;   0,00   ;   0,00   ;   0,00   ; 422,70   ;-   0,70   ;  18,00   ;  68,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 01:20;n/a;  58,30736;n/a;   0,00   ;  56,68   ;   0,03   ;   0,00   ;   4,99   ;   0,03   ;  61,67   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;   0,00   ;  18,00   ;  67,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   5,00   ;n/a;n/a;   5,00   ;n/a;n/a
01.07.2024 01:25;n/a;  23,76872;n/a;   0,00   ;  26,78   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  26,78   ;   0,00   ;   0,00   ;   0,00   ; 422,70   ;-   0,70   ;  18,00   ;  67,10   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 01:30;n/a;  28,62298;n/a;   0,00   ;  28,67   ;   0,00   ;   0,00   ;   2,99   ;   0,00   ;  31,66   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,90   ;  18,00   ;  66,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   3,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 01:35;n/a;  28,19179;n/a;   0,00   ;  31,33   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  31,33   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,80   ;  18,00   ;  66,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 01:40;n/a;  35,81924;n/a;   0,00   ;  35,90   ;   0,00   ;   0,00   ;   2,98   ;   0,00   ;  38,89   ;   0,00   ;   0,00   ;   0,00   ; 421,90   ;-   1,00   ;  18,00   ;  65,80   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   3,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 01:45;n/a;  32,63488;n/a;   0,00   ;  34,73   ;   0,00   ;   0,00   ;   0,98   ;   0,00   ;  35,72   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,70   ;  18,00   ;  65,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 01:50;n/a;  25,32436;n/a;   0,00   ;  27,37   ;   0,00   ;   0,00   ;   2,00   ;   0,00   ;  29,37   ;   0,00   ;   0,00   ;   0,00   ; 421,90   ;-   1,20   ;  18,00   ;  65,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 01:55;n/a;  25,04844;n/a;   0,00   ;  25,99   ;   0,00   ;   0,00   ;   0,98   ;   0,00   ;  26,96   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,60   ;  18,00   ;  64,80   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 02:00;n/a;  23,04672;n/a;   0,00   ;  24,02   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  26,00   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,60   ;  18,00   ;  64,50   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:05;n/a;  18,4305 ;n/a;   0,00   ;  21,45   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  21,45   ;   0,00   ;   0,00   ;   0,00   ; 422,30   ;-   0,60   ;  18,00   ;  64,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 02:10;n/a;  28,52432;n/a;   0,00   ;  29,58   ;   0,00   ;   0,00   ;   2,99   ;   0,00   ;  32,57   ;   0,00   ;   0,00   ;   0,00   ; 421,50   ;-   0,80   ;  18,00   ;  64,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 02:15;n/a;  28,99778;n/a;   0,00   ;  30,01   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  32,00   ;   0,00   ;   0,00   ;   0,00   ; 421,10   ;-   0,80   ;  18,00   ;  63,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:20;n/a;  25,32743;n/a;   0,00   ;  28,29   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  28,29   ;   0,00   ;   0,00   ;   0,00   ; 421,50   ;-   0,60   ;  18,00   ;  63,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 02:25;n/a;  21,45673;n/a;   0,00   ;  22,45   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  24,43   ;   0,00   ;   0,00   ;   0,00   ; 421,50   ;-   0,50   ;  18,00   ;  63,10   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:30;n/a;  19,08553;n/a;   0,00   ;  21,91   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  22,91   ;   0,00   ;   0,00   ;   0,00   ; 421,10   ;-   0,60   ;  18,00   ;  62,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   0,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 02:35;n/a;  20,29847;n/a;   0,00   ;  21,27   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  23,26   ;   0,00   ;   0,00   ;   0,00   ; 421,10   ;-   0,50   ;  18,00   ;  62,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:40;n/a;  22,46778;n/a;   0,00   ;  23,43   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  25,41   ;   0,00   ;   0,00   ;   0,00   ; 421,10   ;-   0,70   ;  18,00   ;  62,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:45;n/a;  28,34108;n/a;   0,00   ;  30,34   ;   0,00   ;   0,00   ;   2,00   ;   0,00   ;  32,34   ;   0,00   ;   0,00   ;   0,00   ; 420,30   ;-   1,00   ;  18,00   ;  62,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:50;n/a;  40,0071 ;n/a;   0,00   ;  41,10   ;   0,00   ;   0,00   ;   2,00   ;   0,00   ;  43,10   ;   0,00   ;   0,00   ;   0,00   ; 419,90   ;-   1,10   ;  18,00   ;  61,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 02:55;n/a;  37,52458;n/a;   0,00   ;  38,58   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  40,56   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   1,00   ;  18,00   ;  60,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:00;n/a;  33,48732;n/a;   0,00   ;  36,49   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  36,49   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,90   ;  18,00   ;  60,20   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 03:05;n/a;  26,44201;n/a;   0,00   ;  28,44   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  30,43   ;   0,00   ;   0,00   ;   0,00   ; 419,90   ;-   0,70   ;  18,00   ;  59,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:10;n/a;  26,94546;n/a;   0,00   ;  27,98   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  29,97   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,70   ;  18,00   ;  59,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:15;n/a;  26,2731 ;n/a;   0,00   ;  29,32   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  29,32   ;   0,00   ;   0,00   ;   0,00   ; 419,90   ;-   0,70   ;  18,00   ;  59,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 03:20;n/a;  21,35331;n/a;   0,00   ;  23,21   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  25,19   ;   0,00   ;   0,00   ;   0,00   ; 419,90   ;-   0,50   ;  18,00   ;  59,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:25;n/a;  24,01601;n/a;   0,00   ;  26,07   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  27,07   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   1,10   ;  18,00   ;  58,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 03:30;n/a;  29,10673;n/a;   0,00   ;  31,16   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  33,15   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,80   ;  18,00   ;  58,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:35;n/a;  61,94036;n/a;   0,00   ;  60,42   ;   0,01   ;   0,02   ;   5,00   ;   0,03   ;  65,42   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   0,80   ;  18,00   ;  57,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   5,00   ;n/a;n/a;   5,00   ;n/a;n/a
01.07.2024 03:40;n/a;  23,29853;n/a;   0,00   ;  26,30   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  26,30   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,80   ;  18,00   ;  57,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,80   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 03:45;n/a;  19,05591;n/a;   0,00   ;  19,94   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  21,92   ;   0,00   ;   0,00   ;   0,00   ; 419,90   ;-   0,60   ;  18,00   ;  57,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:50;n/a;  20,38626;n/a;   0,00   ;  22,35   ;   0,00   ;   0,00   ;   1,97   ;   0,00   ;  24,32   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,60   ;  18,00   ;  56,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 03:55;n/a;  22,09337;n/a;   0,00   ;  25,13   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  25,13   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,60   ;  18,00   ;  56,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 04:00;n/a;  28,18799;n/a;   0,00   ;  28,24   ;   0,00   ;   0,00   ;   2,96   ;   0,00   ;  31,19   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,80   ;  18,00   ;  55,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  56,90   ;   3,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 04:05;n/a;  36,39688;n/a;   0,00   ;  37,61   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  39,59   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   1,00   ;  18,00   ;  55,50   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 04:10;n/a;  32,84374;n/a;   0,00   ;  34,72   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  35,72   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,90   ;  17,00   ;  55,20   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 04:15;n/a;  27,47008;n/a;   0,00   ;  29,50   ;   0,00   ;   0,00   ;   1,98   ;   0,00   ;  31,48   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,50   ;  17,00   ;  54,80   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 04:20;n/a;  28,07346;n/a;   0,00   ;  30,31   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  31,31   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,80   ;  17,00   ;  54,50   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 04:25;n/a;  25,38746;n/a;   0,00   ;  27,20   ;   0,00   ;   0,00   ;   0,98   ;   0,00   ;  28,18   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,70   ;  17,00   ;  54,10   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 04:30;n/a;  26,90765;n/a;   0,00   ;  27,89   ;   0,00   ;   0,00   ;   2,99   ;   0,00   ;  30,88   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,70   ;  17,00   ;  53,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 04:35;n/a;  23,73582;n/a;   0,00   ;  26,73   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  26,73   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,60   ;  17,00   ;  53,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 04:40;n/a;  24,79813;n/a;   0,00   ;  24,78   ;   0,00   ;   0,00   ;   2,99   ;   0,00   ;  27,77   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,80   ;  17,00   ;  53,00   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   3,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 04:45;n/a;  30,87043;n/a;   0,00   ;  31,87   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  33,85   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   0,80   ;  17,00   ;  52,70   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,20   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 04:50;n/a;  29,69409;n/a;   0,00   ;  32,71   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  32,71   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,90   ;  17,00   ;  52,30   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 04:55;n/a;  25,89066;n/a;   0,00   ;  27,93   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  29,92   ;   0,00   ;   0,00   ;   0,00   ; 419,50   ;-   0,60   ;  17,00   ;  51,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   1,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 05:00;n/a;  21,835  ;n/a;   0,00   ;  23,69   ;   0,00   ;   0,00   ;   0,98   ;   0,00   ;  24,67   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,90   ;  17,00   ;  51,60   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 05:05;n/a;  19,62616;n/a;   0,00   ;  21,59   ;   0,00   ;   0,00   ;   1,00   ;   0,00   ;  22,59   ;   0,00   ;   0,00   ;   0,00   ; 419,10   ;-   0,70   ;  17,00   ;  51,20   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   1,00   ;n/a;n/a;   1,00   ;n/a;n/a
01.07.2024 05:10;n/a;  27,80488;n/a;   0,00   ;  28,80   ;   0,00   ;   0,00   ;   2,99   ;   0,00   ;  31,78   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   0,90   ;  17,00   ;  50,90   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   3,00   ;n/a;n/a
01.07.2024 05:15;n/a;  32,09434;n/a;   0,00   ;  33,03   ;   0,00   ;   0,00   ;   1,99   ;   0,00   ;  35,02   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   1,10   ;  17,00   ;  50,50   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 05:20;n/a;  28,40968;n/a;   0,00   ;  31,36   ;   0,00   ;   0,00   ;   0,00   ;   0,00   ;  31,37   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   0,90   ;  17,00   ;  50,10   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   0,00   ;n/a;n/a;   0,00   ;n/a;n/a
01.07.2024 05:25;n/a;  27,93182;n/a;   0,00   ;  28,92   ;   0,02   ;   0,12   ;   2,00   ;   0,13   ;  30,92   ;   0,00   ;   0,00   ;   0,00   ; 418,70   ;-   0,70   ;  17,00   ;  49,80   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,00   ;   2,00   ;n/a;n/a;   2,00   ;n/a;n/a
01.07.2024 05:30;n/a;  23,48997;n/a;   0,00   ;  24,57   ;   0,03   ;   0,25   ;   1,00   ;   0,27   ;  25,57   ;   0,00   ;   0,00   ;   0,00   ; 418,30   ;-   0,90   ;  17,00   ;  49,40   ;n/a;n/a;  16,00   ;n/a;n/a;   0,00   ;   0,00   ;  57,10   ;   2,00   ;n/a;n/a;   1,00   ;n/a;n/a
