Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
28.07.2025 05:00;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;-0,0159;-0,0040;-0,00136; 30.632,20 ;;0,57491;;1,1517;-0,0010;-0,0020;-0,0008;-0,0016;8,952 ct/kWh;32,46 ct/kWh;A;0,0448 ct;0,1623 ct;0,0342 ct;0,0610 ct;0,1497 ct;0,1816 ct;;;;11,930 ct/kWh;36,134 ct/kWh;0,0597 ct;0,0710 ct;0,1807 ct;0,0239 ct;0,0722 ct;0,1322 ct;0,2000 ct;;;;0
28.07.2025 05:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0079;0,0020;0,00095; 31.221,30 ;;0,58597;;1,1738;-0,0006;-0,0012;0,0006;0,0011;8,952 ct/kWh;32,46 ct/kWh;A;0,0269 ct;0,0974 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;11,930 ct/kWh;36,134 ct/kWh;0,0358 ct;0,0426 ct;0,1084 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 05:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0119;-0,0030;-0,00102; 32.206,20 ;;0,60445;;1,2109;-0,0008;-0,0017;-0,0006;-0,0012;8,952 ct/kWh;32,46 ct/kWh;A;0,0358 ct;0,1299 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;36,134 ct/kWh;0,0477 ct;0,0568 ct;0,1445 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 05:45;Mo;0,0121;12,1;-0,0121;-0,0030;-0,00103;0,0118;0,0030;0,00143; 32.879,40 ;;0,61709;;1,2362;-0,0006;-0,0013;0,0009;0,0018;8,952 ct/kWh;32,46 ct/kWh;A;0,0270 ct;0,0980 ct;0,0206 ct;0,0368 ct;0,0904 ct;0,1097 ct;;;;11,930 ct/kWh;36,134 ct/kWh;0,0360 ct;0,0429 ct;0,1091 ct;0,0144 ct;0,0436 ct;0,0799 ct;0,1208 ct;;;;0
28.07.2025 06:00;Mo;0,0439;43,9;-0,0439;-0,0110;-0,00376;0,0400;0,0100;0,00482; 35.278,70 ;;0,66212;;1,3264;-0,0025;-0,0050;0,0032;0,0064;10,888 ct/kWh;34,77 ct/kWh;C;0,1196 ct;0,3818 ct;0,0750 ct;0,1339 ct;0,3288 ct;0,3989 ct;;;;11,930 ct/kWh;38,437 ct/kWh;0,1310 ct;0,1559 ct;0,4220 ct;0,0524 ct;0,1584 ct;0,2903 ct;0,4391 ct;;;;0
28.07.2025 06:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0040;-0,0010;-0,00034; 36.887,60 ;;0,69231;;1,3869;-0,0009;-0,0019;-0,0002;-0,0005;10,888 ct/kWh;34,77 ct/kWh;C;0,0436 ct;0,1391 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;38,437 ct/kWh;0,0477 ct;0,0568 ct;0,1537 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 06:30;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,0040;0,0010;0,00049; 37.401,00 ;;0,70195;;1,4062;-0,0007;-0,0014;0,0003;0,0007;10,888 ct/kWh;34,77 ct/kWh;C;0,0326 ct;0,1040 ct;0,0204 ct;0,0365 ct;0,0895 ct;0,1086 ct;;;;11,930 ct/kWh;38,437 ct/kWh;0,0357 ct;0,0424 ct;0,1149 ct;0,0143 ct;0,0431 ct;0,0791 ct;0,1196 ct;;;;0
28.07.2025 06:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0160;0,0040;0,00193; 37.543,80 ;;0,70463;;1,4115;-0,0007;-0,0015;0,0014;0,0027;10,888 ct/kWh;34,77 ct/kWh;C;0,0327 ct;0,1043 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;11,930 ct/kWh;38,437 ct/kWh;0,0358 ct;0,0426 ct;0,1153 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 07:00;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0041;0,0010;0,00049; 38.941,40 ;;0,73086;;1,4641;-0,0012;-0,0025;0,0004;0,0007;12,197 ct/kWh;36,33 ct/kWh;C;0,0609 ct;0,1813 ct;0,0341 ct;0,0609 ct;0,1494 ct;0,1813 ct;;;;11,930 ct/kWh;39,995 ct/kWh;0,0595 ct;0,0708 ct;0,1996 ct;0,0238 ct;0,0720 ct;0,1319 ct;0,1996 ct;;;;0
28.07.2025 07:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0080;0,0020;0,00096; 39.739,90 ;;0,74585;;1,4941;-0,0008;-0,0015;0,0007;0,0014;12,197 ct/kWh;36,33 ct/kWh;C;0,0367 ct;0,1093 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;39,995 ct/kWh;0,0359 ct;0,0427 ct;0,1204 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 07:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0240;0,0060;0,00289; 39.891,40 ;;0,74869;;1,4998;-0,0010;-0,0021;0,0022;0,0043;12,197 ct/kWh;36,33 ct/kWh;C;0,0488 ct;0,1453 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;39,995 ct/kWh;0,0477 ct;0,0568 ct;0,1600 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 07:45;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;-0,0080;-0,0020;-0,00068; 39.955,30 ;;0,74989;;1,5022;-0,0013;-0,0026;-0,0005;-0,0010;12,197 ct/kWh;36,33 ct/kWh;C;0,0610 ct;0,1816 ct;0,0342 ct;0,0610 ct;0,1497 ct;0,1816 ct;;;;11,930 ct/kWh;39,995 ct/kWh;0,0597 ct;0,0710 ct;0,2000 ct;0,0239 ct;0,0722 ct;0,1322 ct;0,2000 ct;;;;0
28.07.2025 08:00;Mo;0,0081;8,1;-0,0081;-0,0020;-0,00069;0,0479;0,0120;0,00577; 39.551,00 ;;0,74230;;1,4870;-0,0005;-0,0010;0,0043;0,0086;11,837 ct/kWh;35,90 ct/kWh;C;0,0239 ct;0,0725 ct;0,0138 ct;0,0246 ct;0,0605 ct;0,0734 ct;;;;11,930 ct/kWh;39,567 ct/kWh;0,0241 ct;0,0287 ct;0,0799 ct;0,0096 ct;0,0291 ct;0,0534 ct;0,0808 ct;;;;0
28.07.2025 08:15;Mo;0,0359;35,9;-0,0359;-0,0090;-0,00308;0,0760;0,0190;0,00916; 39.579,40 ;;0,74283;;1,4881;-0,0023;-0,0046;0,0068;0,0136;11,837 ct/kWh;35,90 ct/kWh;C;0,1063 ct;0,3224 ct;0,0614 ct;0,1095 ct;0,2689 ct;0,3262 ct;;;;11,930 ct/kWh;39,567 ct/kWh;0,1071 ct;0,1275 ct;0,3553 ct;0,0428 ct;0,1296 ct;0,2374 ct;0,3592 ct;;;;0
28.07.2025 08:30;Mo;0,0080;8,0;-0,0080;-0,0020;-0,00069;0,0800;0,0200;0,00964; 38.957,80 ;;0,73117;;1,4647;-0,0005;-0,0010;0,0070;0,0141;11,837 ct/kWh;35,90 ct/kWh;C;0,0238 ct;0,0722 ct;0,0137 ct;0,0245 ct;0,0602 ct;0,0730 ct;;;;11,930 ct/kWh;39,567 ct/kWh;0,0240 ct;0,0285 ct;0,0795 ct;0,0096 ct;0,0290 ct;0,0531 ct;0,0804 ct;;;;0
28.07.2025 08:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0428;0,0107;0,00516; 37.437,20 ;;0,70263;;1,4075;-0,0007;-0,0015;0,0036;0,0073;11,837 ct/kWh;35,90 ct/kWh;C;0,0356 ct;0,1081 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;39,567 ct/kWh;0,0359 ct;0,0427 ct;0,1191 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 09:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,9372;0,2343;0,11291; 34.974,40 ;;0,65641;;1,3149;-0,0007;-0,0014;0,0741;0,1485;10,545 ct/kWh;34,36 ct/kWh;C;0,0316 ct;0,1031 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;11,930 ct/kWh;38,029 ct/kWh;0,0358 ct;0,0426 ct;0,1141 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 09:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0720;0,0180;0,00867; 33.938,20 ;;0,63696;;1,2760;-0,0007;-0,0013;0,0055;0,0111;10,545 ct/kWh;34,36 ct/kWh;C;0,0316 ct;0,1031 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;11,930 ct/kWh;38,029 ct/kWh;0,0358 ct;0,0426 ct;0,1141 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 09:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0480;0,0120;0,00579; 32.927,80 ;;0,61799;;1,2380;-0,0008;-0,0017;0,0036;0,0072;10,545 ct/kWh;34,36 ct/kWh;C;0,0422 ct;0,1374 ct;0,0273 ct;0,0488 ct;0,1198 ct;0,1453 ct;;;;11,930 ct/kWh;38,029 ct/kWh;0,0477 ct;0,0568 ct;0,1521 ct;0,0191 ct;0,0577 ct;0,1058 ct;0,1600 ct;;;;0
28.07.2025 09:45;Mo;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,1080;0,0270;0,01301; 31.661,00 ;;0,59422;;1,1904;-0,0004;-0,0008;0,0077;0,0155;10,545 ct/kWh;34,36 ct/kWh;C;0,0211 ct;0,0687 ct;0,0137 ct;0,0244 ct;0,0599 ct;0,0727 ct;;;;11,930 ct/kWh;38,029 ct/kWh;0,0239 ct;0,0284 ct;0,0761 ct;0,0095 ct;0,0289 ct;0,0529 ct;0,0800 ct;;;;0
28.07.2025 10:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0799;0,0200;0,00963; 30.018,90 ;;0,56340;;1,1286;-0,0006;-0,0012;0,0054;0,0109;9,725 ct/kWh;33,38 ct/kWh;B;0,0293 ct;0,1005 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;37,054 ct/kWh;0,0359 ct;0,0427 ct;0,1115 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 10:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0640;0,0160;0,00771; 28.805,30 ;;0,54062;;1,0830;-0,0006;-0,0011;0,0042;0,0084;9,725 ct/kWh;33,38 ct/kWh;B;0,0293 ct;0,1005 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;37,054 ct/kWh;0,0359 ct;0,0427 ct;0,1115 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 10:30;Mo;0,0121;12,1;-0,0121;-0,0030;-0,00104;0,0719;0,0180;0,00867; 27.519,00 ;;0,51648;;1,0346;-0,0005;-0,0011;0,0045;0,0090;9,725 ct/kWh;33,38 ct/kWh;B;0,0295 ct;0,1012 ct;0,0207 ct;0,0370 ct;0,0907 ct;0,1101 ct;;;;11,930 ct/kWh;37,054 ct/kWh;0,0361 ct;0,0430 ct;0,1123 ct;0,0145 ct;0,0437 ct;0,0801 ct;0,1212 ct;;;;0
28.07.2025 10:45;Mo;0,0479;47,9;-0,0479;-0,0120;-0,00410;0,0680;0,0170;0,00820; 26.167,80 ;;0,49112;;0,9838;-0,0020;-0,0040;0,0040;0,0081;9,725 ct/kWh;33,38 ct/kWh;B;0,1165 ct;0,3999 ct;0,0819 ct;0,1461 ct;0,3587 ct;0,4352 ct;;;;11,930 ct/kWh;37,054 ct/kWh;0,1429 ct;0,1701 ct;0,4439 ct;0,0571 ct;0,1729 ct;0,3168 ct;0,4791 ct;;;;0
28.07.2025 11:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0880;0,0220;0,01060; 24.586,90 ;;0,46145;;0,9244;-0,0005;-0,0010;0,0049;0,0098;9,096 ct/kWh;32,64 ct/kWh;A;0,0274 ct;0,0982 ct;0,0206 ct;0,0367 ct;0,0901 ct;0,1093 ct;;;;11,930 ct/kWh;36,305 ct/kWh;0,0359 ct;0,0427 ct;0,1093 ct;0,0144 ct;0,0434 ct;0,0796 ct;0,1204 ct;;;;0
28.07.2025 11:15;Mo;0,0600;60,0;-0,0600;-0,0150;-0,00514;0,0120;0,0030;0,00145; 23.019,20 ;;0,43203;;0,8655;-0,0022;-0,0044;0,0006;0,0013;9,096 ct/kWh;32,64 ct/kWh;A;0,1365 ct;0,4899 ct;0,1026 ct;0,1831 ct;0,4494 ct;0,5453 ct;;;;14,430 ct/kWh;39,280 ct/kWh;0,2166 ct;0,2577 ct;0,5896 ct;0,0716 ct;0,2166 ct;0,3969 ct;0,6003 ct;;;;0
28.07.2025 11:30;Mo;0,0400;40,0;-0,0400;-0,0100;-0,00342;0,0720;0,0180;0,00867; 22.168,50 ;;0,41606;;0,8335;-0,0014;-0,0029;0,0036;0,0072;9,096 ct/kWh;32,64 ct/kWh;A;0,0909 ct;0,3260 ct;0,0683 ct;0,1218 ct;0,2991 ct;0,3629 ct;;;;14,430 ct/kWh;39,280 ct/kWh;0,1442 ct;0,1715 ct;0,3924 ct;0,0477 ct;0,1442 ct;0,2641 ct;0,3996 ct;;;;0
28.07.2025 11:45;Mo;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0520;0,0130;0,00626; 21.576,30 ;;0,40495;;0,8112;-0,0011;-0,0022;0,0025;0,0051;9,096 ct/kWh;32,64 ct/kWh;A;0,0728 ct;0,2611 ct;0,0547 ct;0,0976 ct;0,2395 ct;0,2906 ct;;;;14,430 ct/kWh;39,280 ct/kWh;0,1154 ct;0,1374 ct;0,3142 ct;0,0382 ct;0,1154 ct;0,2115 ct;0,3200 ct;;;;0
28.07.2025 12:00;Mo;0,0280;28,0;-0,0280;-0,0070;-0,00240;0,0600;0,0150;0,00723; 21.179,60 ;;0,39750;;0,7963;-0,0010;-0,0019;0,0029;0,0058;8,179 ct/kWh;31,55 ct/kWh;A;0,0573 ct;0,2208 ct;0,0478 ct;0,0854 ct;0,2096 ct;0,2543 ct;;;;14,430 ct/kWh;38,189 ct/kWh;0,1010 ct;0,1202 ct;0,2673 ct;0,0334 ct;0,1010 ct;0,1851 ct;0,2800 ct;;;;0
28.07.2025 12:15;Mo;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0719;0,0180;0,00867; 19.607,90 ;;0,36800;;0,7372;-0,0008;-0,0015;0,0032;0,0064;8,179 ct/kWh;31,55 ct/kWh;A;0,0491 ct;0,1893 ct;0,0410 ct;0,0732 ct;0,1797 ct;0,2180 ct;;;;14,430 ct/kWh;38,189 ct/kWh;0,0866 ct;0,1030 ct;0,2291 ct;0,0286 ct;0,0866 ct;0,1586 ct;0,2400 ct;;;;0
28.07.2025 12:30;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0601;0,0150;0,00724; 18.600,30 ;;0,34909;;0,6993;-0,0006;-0,0012;0,0025;0,0051;8,179 ct/kWh;31,55 ct/kWh;A;0,0408 ct;0,1574 ct;0,0341 ct;0,0609 ct;0,1494 ct;0,1813 ct;;;;14,430 ct/kWh;38,189 ct/kWh;0,0720 ct;0,0857 ct;0,1906 ct;0,0238 ct;0,0720 ct;0,1319 ct;0,1996 ct;;;;0
28.07.2025 12:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0639;0,0160;0,00770; 18.237,70 ;;0,34229;;0,6857;-0,0004;-0,0007;0,0026;0,0053;8,179 ct/kWh;31,55 ct/kWh;A;0,0245 ct;0,0946 ct;0,0205 ct;0,0366 ct;0,0898 ct;0,1090 ct;;;;14,430 ct/kWh;38,189 ct/kWh;0,0433 ct;0,0515 ct;0,1146 ct;0,0143 ct;0,0433 ct;0,0793 ct;0,1200 ct;;;;0
28.07.2025 13:00;Mo;0,0360;36,0;-0,0360;-0,0090;-0,00308;0,0360;0,0090;0,00434; 17.390,60 ;;0,32639;;0,6538;-0,0010;-0,0020;0,0014;0,0028;7,752 ct/kWh;31,04 ct/kWh;A;0,0698 ct;0,2793 ct;0,0615 ct;0,1098 ct;0,2695 ct;0,3269 ct;;;;14,430 ct/kWh;37,681 ct/kWh;0,1299 ct;0,1545 ct;0,3391 ct;0,0429 ct;0,1299 ct;0,2380 ct;0,3600 ct;;;;0
28.07.2025 13:15;Mo;0,0080;8,0;-0,0080;-0,0020;-0,00069;0,0480;0,0120;0,00578; 16.197,30 ;;0,30399;;0,6090;-0,0002;-0,0004;0,0018;0,0035;7,752 ct/kWh;31,04 ct/kWh;A;0,0156 ct;0,0624 ct;0,0137 ct;0,0245 ct;0,0602 ct;0,0730 ct;;;;14,430 ct/kWh;37,681 ct/kWh;0,0290 ct;0,0345 ct;0,0757 ct;0,0096 ct;0,0290 ct;0,0531 ct;0,0804 ct;;;;0
28.07.2025 13:30;Mo;0,0761;76,1;-0,0761;-0,0190;-0,00652;0,0000;0,0000;0,00000; 14.860,60 ;;0,27891;;0,5587;-0,0018;-0,0036;0,0000;0,0000;7,752 ct/kWh;31,04 ct/kWh;A;0,1475 ct;0,5906 ct;0,1300 ct;0,2321 ct;0,5698 ct;0,6913 ct;;;;14,430 ct/kWh;37,681 ct/kWh;0,2746 ct;0,3268 ct;0,7171 ct;0,0908 ct;0,2746 ct;0,5032 ct;0,7611 ct;;;;0
28.07.2025 13:45;Mo;0,2200;220,0;-0,2200;-0,0550;-0,01884;0,1722;0,0431;0,02075; 13.307,20 ;;0,24975;;0,5003;-0,0047;-0,0094;0,0052;0,0104;7,752 ct/kWh;31,04 ct/kWh;A;0,4264 ct;1,7073 ct;0,3759 ct;0,6710 ct;1,6472 ct;1,9983 ct;;;;11,930 ct/kWh;34,706 ct/kWh;0,6563 ct;0,7810 ct;1,9092 ct;0,2624 ct;0,7938 ct;1,4545 ct;2,2001 ct;;;;0
28.07.2025 14:00;Mo;0,1560;156,0;-0,1560;-0,0390;-0,01335;0,1800;0,0450;0,02169; 13.234,20 ;;0,24838;;0,4976;-0,0033;-0,0066;0,0054;0,0108;6,833 ct/kWh;29,94 ct/kWh;A;0,2664 ct;1,1675 ct;0,2664 ct;0,4756 ct;1,1675 ct;1,4164 ct;;;;11,930 ct/kWh;33,612 ct/kWh;0,4652 ct;0,5535 ct;1,3105 ct;0,1860 ct;0,5626 ct;1,0309 ct;1,5594 ct;;;;0
28.07.2025 14:15;Mo;0,1440;144,0;-0,1440;-0,0360;-0,01233;0,1999;0,0500;0,02408; 12.730,20 ;;0,23892;;0,4786;-0,0029;-0,0059;0,0058;0,0115;6,833 ct/kWh;29,94 ct/kWh;A;0,2460 ct;1,0780 ct;0,2460 ct;0,4391 ct;1,0780 ct;1,3078 ct;;;;11,930 ct/kWh;33,612 ct/kWh;0,4295 ct;0,5111 ct;1,2100 ct;0,1717 ct;0,5195 ct;0,9519 ct;1,4398 ct;;;;0
28.07.2025 14:30;Mo;0,1521;152,1;-0,1521;-0,0380;-0,01302;0,1280;0,0320;0,01542; 12.961,40 ;;0,24326;;0,4873;-0,0032;-0,0063;0,0038;0,0075;6,833 ct/kWh;29,94 ct/kWh;A;0,2598 ct;1,1384 ct;0,2598 ct;0,4637 ct;1,1384 ct;1,3811 ct;;;;11,930 ct/kWh;33,612 ct/kWh;0,4536 ct;0,5398 ct;1,2779 ct;0,1814 ct;0,5486 ct;1,0053 ct;1,5206 ct;;;;0
28.07.2025 14:45;Mo;0,1720;172,0;-0,1720;-0,0430;-0,01472;0,1641;0,0410;0,01977; 12.764,70 ;;0,23957;;0,4799;-0,0035;-0,0071;0,0047;0,0095;6,833 ct/kWh;29,94 ct/kWh;A;0,2938 ct;1,2873 ct;0,2938 ct;0,5243 ct;1,2873 ct;1,5617 ct;;;;11,930 ct/kWh;33,612 ct/kWh;0,5129 ct;0,6103 ct;1,4450 ct;0,2051 ct;0,6203 ct;1,1367 ct;1,7194 ct;;;;0
28.07.2025 15:00;Mo;0,0758;75,8;-0,0758;-0,0190;-0,00649;0,1598;0,0400;0,01926; 12.928,50 ;;0,24264;;0,4861;-0,0016;-0,0032;0,0047;0,0094;7,397 ct/kWh;30,61 ct/kWh;A;0,1402 ct;0,5804 ct;0,1296 ct;0,2313 ct;0,5677 ct;0,6887 ct;;;;11,930 ct/kWh;34,283 ct/kWh;0,2262 ct;0,2692 ct;0,6500 ct;0,0904 ct;0,2736 ct;0,5013 ct;0,7583 ct;;;;0
28.07.2025 15:15;Mo;0,0561;56,1;-0,0561;-0,0140;-0,00480;0,0598;0,0150;0,00720; 12.256,00 ;;0,23002;;0,4608;-0,0011;-0,0022;0,0017;0,0033;7,397 ct/kWh;30,61 ct/kWh;A;0,1038 ct;0,4295 ct;0,0959 ct;0,1711 ct;0,4201 ct;0,5097 ct;;;;11,930 ct/kWh;34,283 ct/kWh;0,1674 ct;0,1992 ct;0,4810 ct;0,0669 ct;0,2025 ct;0,3710 ct;0,5611 ct;;;;0
28.07.2025 15:30;Mo;0,0680;68,0;-0,0680;-0,0170;-0,00582;0,0881;0,0220;0,01061; 11.852,30 ;;0,22245;;0,4456;-0,0013;-0,0026;0,0024;0,0047;7,397 ct/kWh;30,61 ct/kWh;A;0,1257 ct;0,5201 ct;0,1161 ct;0,2072 ct;0,5087 ct;0,6172 ct;;;;11,930 ct/kWh;34,283 ct/kWh;0,2027 ct;0,2412 ct;0,5825 ct;0,0810 ct;0,2452 ct;0,4492 ct;0,6795 ct;;;;0
28.07.2025 15:45;Mo;0,0759;75,9;-0,0759;-0,0190;-0,00650;0,0001;0,0000;0,00001; 11.258,00 ;;0,21129;;0,4233;-0,0014;-0,0027;0,0000;0,0000;7,397 ct/kWh;30,61 ct/kWh;A;0,1403 ct;0,5808 ct;0,1296 ct;0,2314 ct;0,5680 ct;0,6891 ct;;;;11,930 ct/kWh;34,283 ct/kWh;0,2263 ct;0,2693 ct;0,6504 ct;0,0905 ct;0,2737 ct;0,5016 ct;0,7587 ct;;;;0
28.07.2025 16:00;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0760;0,0190;0,00916; 12.345,50 ;;0,23170;;0,4642;-0,0003;-0,0006;0,0021;0,0043;7,728 ct/kWh;31,01 ct/kWh;A;0,0310 ct;0,1243 ct;0,0274 ct;0,0489 ct;0,1201 ct;0,1457 ct;;;;11,930 ct/kWh;34,677 ct/kWh;0,0478 ct;0,0569 ct;0,1391 ct;0,0191 ct;0,0579 ct;0,1060 ct;0,1604 ct;;;;0
28.07.2025 16:15;Mo;0,0602;60,2;-0,0602;-0,0150;-0,00515;0,0240;0,0060;0,00289; 12.413,80 ;;0,23298;;0,4667;-0,0012;-0,0024;0,0007;0,0013;7,728 ct/kWh;31,01 ct/kWh;A;0,1162 ct;0,4664 ct;0,1028 ct;0,1834 ct;0,4503 ct;0,5463 ct;;;;11,930 ct/kWh;34,677 ct/kWh;0,1794 ct;0,2135 ct;0,5215 ct;0,0717 ct;0,2170 ct;0,3977 ct;0,6015 ct;;;;0
28.07.2025 16:30;Mo;0,0759;75,9;-0,0759;-0,0190;-0,00650;0,0441;0,0110;0,00531; 13.181,70 ;;0,24740;;0,4956;-0,0016;-0,0032;0,0013;0,0026;7,728 ct/kWh;31,01 ct/kWh;A;0,1467 ct;0,5885 ct;0,1297 ct;0,2315 ct;0,5683 ct;0,6895 ct;;;;11,930 ct/kWh;34,677 ct/kWh;0,2264 ct;0,2695 ct;0,6582 ct;0,0905 ct;0,2739 ct;0,5019 ct;0,7591 ct;;;;0
28.07.2025 16:45;Mo;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0799;0,0200;0,00963; 14.603,40 ;;0,27408;;0,5490;-0,0006;-0,0011;0,0026;0,0053;7,728 ct/kWh;31,01 ct/kWh;A;0,0463 ct;0,1857 ct;0,0409 ct;0,0731 ct;0,1794 ct;0,2176 ct;;;;11,930 ct/kWh;34,677 ct/kWh;0,0715 ct;0,0850 ct;0,2077 ct;0,0286 ct;0,0864 ct;0,1584 ct;0,2396 ct;;;;0
28.07.2025 17:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,1241;0,0310;0,01495; 16.391,40 ;;0,30764;;0,6163;-0,0003;-0,0006;0,0046;0,0092;8,812 ct/kWh;32,30 ct/kWh;A;0,0263 ct;0,0966 ct;0,0204 ct;0,0365 ct;0,0895 ct;0,1086 ct;;;;11,930 ct/kWh;35,967 ct/kWh;0,0357 ct;0,0424 ct;0,1075 ct;0,0143 ct;0,0431 ct;0,0791 ct;0,1196 ct;;;;0
28.07.2025 17:15;Mo;0,0080;8,0;-0,0080;-0,0020;-0,00069;0,0719;0,0180;0,00866; 17.427,80 ;;0,32709;;0,6552;-0,0002;-0,0005;0,0028;0,0057;8,812 ct/kWh;32,30 ct/kWh;A;0,0177 ct;0,0649 ct;0,0137 ct;0,0245 ct;0,0602 ct;0,0730 ct;;;;11,930 ct/kWh;35,967 ct/kWh;0,0240 ct;0,0285 ct;0,0723 ct;0,0096 ct;0,0290 ct;0,0531 ct;0,0804 ct;;;;0
28.07.2025 17:30;Mo;0,0401;40,1;-0,0401;-0,0100;-0,00343;0,0479;0,0120;0,00577; 18.655,70 ;;0,35013;;0,7014;-0,0012;-0,0024;0,0020;0,0040;8,812 ct/kWh;32,30 ct/kWh;A;0,0883 ct;0,3236 ct;0,0685 ct;0,1222 ct;0,3000 ct;0,3640 ct;;;;11,930 ct/kWh;35,967 ct/kWh;0,1195 ct;0,1423 ct;0,3604 ct;0,0478 ct;0,1446 ct;0,2649 ct;0,4008 ct;;;;0
28.07.2025 17:45;Mo;0,0440;44,0;-0,0440;-0,0110;-0,00376;0,0360;0,0090;0,00434; 20.307,80 ;;0,38114;;0,7635;-0,0014;-0,0029;0,0017;0,0033;8,812 ct/kWh;32,30 ct/kWh;A;0,0968 ct;0,3550 ct;0,0751 ct;0,1340 ct;0,3291 ct;0,3992 ct;;;;11,930 ct/kWh;35,967 ct/kWh;0,1311 ct;0,1560 ct;0,3953 ct;0,0524 ct;0,1586 ct;0,2906 ct;0,4395 ct;;;;0
