Date,Consumption,Production,Battery Charging,Battery Discharging,"Battery 
BYD B-BOX H with Kostal PLENTICORE plus and Energy Manager EM300-LR - SOC","Inverter 
Kostal PLENTICORE plus - currentPower","Inverter 
Kostal PLENTICORE plus - activeDevice ","Smart Meter 
KOSTAL EM - currentPower","Smart Meter 
KOSTAL EM - activeDevice ","Energy Measurement 
Wärmepumpe Innen - currentPower","Energy Measurement 
Wärmepumpe Innen - activeDevice","Energy Measurement 
Wärmepumpe Außen - currentPower","Energy Measurement 
Wärmepumpe Außen - activeDevice","Car Charging 
KEBA Wallbox P30 - currentPower","Car Charging- activeDevice","Heatpump 
PV Ready Switch - currentPower 
","Heatpump 
PV Ready Switch - activeDevice 
","Heatpump 
PV Ready Switch - currentWaterTemp 
"
2025-07-27T09:15:00+02:00,767,2448,1317,4,55,2447.67,1,-1373.33,1,6,1,9.67,1,0,0,0,0,
2025-07-27T09:30:00+02:00,0,2514,2057,0,56,2513.33,1,-2120.67,1,6,1,70.67,1,0,0,0,0,
2025-07-27T09:45:00+02:00,0,3431,3026,0,59,3431,1,-3063.33,1,6,1,71.67,1,0,0,0,0,
2025-07-27T10:00:00+02:00,0,2051,1683,0,62,2050.67,1,-1775,1,6,1,7.67,1,0,0,0,0,
2025-07-27T10:15:00+02:00,0,3543,3073,0,64,3542.67,1,-3179,1,6,1,7,1,0,0,0,0,
2025-07-27T10:30:00+02:00,0,3636,3243,0,68,3636,1,-3329.33,1,6,1,7,1,0,0,0,0,
2025-07-27T10:45:00+02:00,0,2969,2492,0,71,2969,1,-2581.33,1,14.33,1,80.67,1,0,0,0,0,
2025-07-27T11:00:00+02:00,1627,3741,1336,114,73,3741,1,-1250.67,1,30.33,1,2203.67,1,0,0,0,0,
2025-07-27T11:15:00+02:00,2292,4127,1150,176,73,4127,1,-985,1,48.33,1,2833,1,0,0,0,0,
2025-07-27T11:30:00+02:00,259,5310,3994,0,76,5310.33,1,-4399,1,19.33,1,449.33,1,0,0,0,0,
2025-07-27T11:45:00+02:00,156,6328,4015,0,82,6328,1,-4707.33,1,6,1,7,1,0,0,0,0,
2025-07-27T12:00:00+02:00,1556,4404,1702,155,85,4404,1,-1567,1,6,1,7,1,0,0,0,0,
2025-07-27T12:15:00+02:00,101,4983,3441,0,88,4983,1,-3470,1,6,1,7,1,0,0,0,0,
2025-07-27T12:30:00+02:00,0,5668,3780,0,93,5668.33,1,-5041.33,1,6,1,7,1,0,0,0,1,
2025-07-27T12:45:00+02:00,776,5173,2057,0,97,5173,1,-3233.67,1,5.67,1,7,1,0,0,0,1,
2025-07-27T13:00:00+02:00,3088,4965,17,329,100,4964.67,1,-2191,1,6,1,7,1,0,0,0,1,
2025-07-27T13:15:00+02:00,4712,6552,0,121,99,6552.33,1,-1963.67,1,6,1,7,1,0,0,0,1,
2025-07-27T13:30:00+02:00,5297,6722,0,272,99,6722,1,-1700.67,1,6,1,7,1,0,0,0,1,
2025-07-27T13:45:00+02:00,11308,5112,0,3066,95,5111.67,1,3123.33,1,5.33,1,7,1,0,0,0,1,
2025-07-27T14:00:00+02:00,8885,500,22,4208,90,499.67,1,4180.33,1,5.67,1,7,1,0,0,0,1,
2025-07-27T14:15:00+02:00,0,3568,2735,0,90,3568,1,-2996,1,6,1,7,1,0,0,0,0,
2025-07-27T14:30:00+02:00,1013,8933,4203,9,95,8933.33,1,-6276,1,6,1,7,1,0,0,0,1,
2025-07-27T14:45:00+02:00,2124,8024,2803,193,98,8024.33,1,-3300.33,1,6,1,7,1,0,0,0,1,
2025-07-27T15:00:00+02:00,6080,3764,1050,2261,97,3764,1,1072,1,6,1,7,1,0,0,0,1,
2025-07-27T15:15:00+02:00,3056,9714,1667,0,99,9714,1,-5019.67,1,6,1,7,1,0,0,0,1,
2025-07-27T15:30:00+02:00,6522,4859,10,1878,98,4858.67,1,-206,1,6,1,7,1,0,0,0,1,
2025-07-27T15:45:00+02:00,3820,1133,505,1742,95,1133.33,1,1100.33,1,6,1,7,1,0,0,0,0,
2025-07-27T16:00:00+02:00,0,2449,1943,0,96,2449,1,-1994.67,1,6,1,7,1,0,0,0,0,
2025-07-27T16:15:00+02:00,0,3376,2823,0,98,3375.67,1,-2869.67,1,6,1,7,1,0,0,0,0,
2025-07-27T16:30:00+02:00,350,3473,77,0,100,3472.67,1,-3106.67,1,6,1,7,1,0,0,0,1,
2025-07-27T16:45:00+02:00,357,2361,14,0,100,2360.67,1,-1988.67,1,6,1,7,1,0,0,0,1,
2025-07-27T17:00:00+02:00,402,1291,16,0,100,1290.67,1,-872.67,1,6,1,7,1,0,0,0,1,
2025-07-27T17:15:00+02:00,388,1018,17,0,100,1018,1,-612,1,6,1,7,1,0,0,0,1,
2025-07-27T17:30:00+02:00,270,781,19,0,100,781.33,1,-491.67,1,6,1,7,1,0,0,0,1,
2025-07-27T17:45:00+02:00,756,752,6,104,100,752,1,-97.33,1,6,1,7,1,0,0,0,0,
2025-07-27T18:00:00+02:00,5128,1107,0,2063,97,1107.33,1,1951,1,6,1,7,1,0,0,0,0,
2025-07-27T18:15:00+02:00,2069,2242,684,557,96,2242,1,-181.67,1,6,1,7,1,0,0,0,0,
2025-07-27T18:30:00+02:00,853,2182,950,158,96,2182.33,1,-797,1,6,1,7,1,0,0,0,0,
2025-07-27T18:45:00+02:00,126,2100,1012,0,98,2099.67,1,-1074.67,1,6,1,7,1,0,0,0,0,
2025-07-27T19:00:00+02:00,311,1480,584,0,99,1480,1,-639,1,6,1,7,1,0,0,0,0,
2025-07-27T19:15:00+02:00,922,945,50,60,99,944.67,1,-33.67,1,6,1,7,1,0,0,0,0,
2025-07-27T19:30:00+02:00,1173,444,0,389,98,444.33,1,332.33,1,6,1,7,1,0,0,0,0,
2025-07-27T19:45:00+02:00,1217,427,0,400,97,426.67,1,382,1,6,1,7,1,0,0,0,0,
2025-07-27T20:00:00+02:00,1466,276,0,607,96,275.67,1,576,1,6,1,7,1,0,0,0,0,
2025-07-27T20:15:00+02:00,1747,34,0,862,95,34,1,841.67,1,6,1,7,1,0,0,0,0,
2025-07-27T20:30:00+02:00,1184,107,0,556,94,107,1,513.33,1,6,1,7,1,0,0,0,0,
2025-07-27T20:45:00+02:00,645,38,0,316,93,38.33,1,283,1,6,1,7,1,0,0,0,0,
2025-07-27T21:00:00+02:00,826,2,0,423,92,2,1,393.33,1,6,1,7,1,0,0,0,0,
2025-07-27T21:15:00+02:00,885,1,0,457,91,1,1,419.67,1,6,1,7,1,0,0,0,0,
2025-07-27T21:30:00+02:00,1069,1,0,542,90,0.67,1,516.67,1,6,1,7,1,0,0,0,0,
2025-07-27T21:45:00+02:00,1163,0,0,594,89,0,0,560.67,1,6,1,7,1,0,0,0,0,
2025-07-27T22:00:00+02:00,959,1,0,488,88,0.67,1,463.33,1,6,1,7,1,0,0,0,0,
2025-07-27T22:15:00+02:00,731,0,0,384,87,0,0,340,1,6,1,7,1,0,0,0,0,
2025-07-27T22:30:00+02:00,955,0,0,490,86,0,0,458.33,1,6,1,7,1,0,0,0,0,
2025-07-27T22:45:00+02:00,733,0,0,377,85,0,0,348,1,6,1,7,1,0,0,0,0,
2025-07-27T23:00:00+02:00,786,0,0,404,85,0,0,373.67,1,6,1,7,1,0,0,0,0,
2025-07-27T23:15:00+02:00,787,0,0,397,84,0,0,383,1,6,1,7,1,0,0,0,0,
2025-07-27T23:30:00+02:00,737,0,0,378,83,0,0,351.33,1,6,1,7,1,0,0,0,0,
2025-07-27T23:45:00+02:00,493,0,0,258,83,0,0,226.67,1,6,1,7,1,0,0,0,0,
2025-07-28T00:00:00+02:00,477,0,0,239,82,0,0,230.67,1,6,1,7,1,0,0,0,0,
2025-07-28T00:15:00+02:00,594,0,0,311,82,0,0,275.33,1,6,1,7,1,0,0,0,0,
2025-07-28T00:30:00+02:00,575,0,0,298,81,0,0,269.67,1,6,1,7,1,0,0,0,0,
2025-07-28T00:45:00+02:00,454,0,0,231,81,0,0,214.67,1,6,1,7,1,0,0,0,0,
2025-07-28T01:00:00+02:00,518,0,0,265,80,0,0,245.67,1,6,1,7,1,0,0,0,0,
2025-07-28T01:15:00+02:00,850,0,0,436,80,0,0,406.33,1,15.67,1,136.33,1,0,0,0,0,
2025-07-28T01:30:00+02:00,5513,0,0,2805,77,0,0,2700.33,1,31.33,1,2471,1,0,0,0,0,
2025-07-28T01:45:00+02:00,6203,0,0,3149,71,0,0,3046.67,1,49,1,2835.33,1,0,0,0,0,
2025-07-28T02:00:00+02:00,3331,0,0,1708,66,0,0,1616,1,33,1,1345,1,0,0,0,0,
2025-07-28T02:15:00+02:00,562,0,0,299,66,0,0,254.67,1,6,1,7,1,0,0,0,0,
2025-07-28T02:30:00+02:00,487,0,0,260,65,0,0,219,1,6,1,7,1,0,0,0,0,
2025-07-28T02:45:00+02:00,461,0,0,243,65,0,0,211,1,6,1,7,1,0,0,0,0,
2025-07-28T03:00:00+02:00,576,0,0,300,65,0,0,268.33,1,6,1,7,1,0,0,0,0,
2025-07-28T03:15:00+02:00,588,0,0,306,64,0,0,273.67,1,6,1,7,1,0,0,0,0,
2025-07-28T03:30:00+02:00,493,0,0,261,64,0,0,224.33,1,6,1,7,1,0,0,0,0,
2025-07-28T03:45:00+02:00,523,0,0,271,63,0,0,244,1,6,1,7,1,0,0,0,0,
2025-07-28T04:00:00+02:00,583,0,0,300,63,0,0,275,1,6,1,7,1,0,0,0,0,
2025-07-28T04:15:00+02:00,531,0,0,272,62,0,0,251.67,1,6,1,7,1,0,0,0,0,
2025-07-28T04:30:00+02:00,513,0,0,262,62,0,0,243.67,1,6,1,7,1,0,0,0,0,
2025-07-28T04:45:00+02:00,577,0,0,303,61,0,0,266.67,1,6,1,7,1,0,0,0,0,
2025-07-28T05:00:00+02:00,528,0,0,278,61,0,0,242.67,1,6,1,7,1,0,0,0,0,
2025-07-28T05:15:00+02:00,486,1,0,245,60,1.33,1,232,1,6,1,7,1,0,0,0,0,
2025-07-28T05:30:00+02:00,540,0,0,290,60,0.33,1,242.67,1,6,1,7,1,0,0,0,0,
2025-07-28T05:45:00+02:00,575,1,0,293,59,0.67,1,273.33,1,6,1,7,1,0,0,0,0,
2025-07-28T06:00:00+02:00,405,13,0,204,59,13,1,179.33,1,6,1,7,1,0,0,0,0,
2025-07-28T06:15:00+02:00,365,23,0,183,59,23,1,151.33,1,6,1,7,1,0,0,0,0,
2025-07-28T06:30:00+02:00,421,36,0,207,59,36,1,169.67,1,6,1,7,1,0,0,0,0,
2025-07-28T06:45:00+02:00,297,135,0,95,58,134.67,1,60.33,1,6,1,7,1,0,0,0,0,
2025-07-28T07:00:00+02:00,124,230,33,13,58,229.67,1,-85.33,1,6,1,7,1,0,0,0,0,
2025-07-28T07:15:00+02:00,145,292,51,2,58,292,1,-101,1,6,1,7,1,0,0,0,0,
2025-07-28T07:30:00+02:00,89,361,102,0,58,361,1,-171.33,1,6,1,7,1,0,0,0,0,
2025-07-28T07:45:00+02:00,30,505,257,0,58,504.67,1,-326.67,1,6,1,7,1,0,0,0,0,
2025-07-28T08:00:00+02:00,4,651,400,0,59,651.33,1,-476.33,1,6,1,7,1,0,0,0,0,

