Date,Consumption,Production,Battery Charging,Battery Discharging,"Battery 
Fronius TCP Bat - SOC","Smart Meter 
Fronius Smart Meter 3P - currentPower","Smart Meter 
Fronius Smart Meter 3P - activeDevice","Car Charging 
OCPP Charger - currentPower 
","Car Charging 
OCPP Charger - activeDevice 
","Water Heater 
Ohmpilot - currentPower","Water Heater 
Ohmpilot - activeDevice","Water Heater 
Ohmpilot - currentWaterTemp","Inverter 
Fronius TCP Inv - currentPower","Inverter 
Fronius TCP Inv - activeDevice","Smart Plug 
Steckdose Roller Garage - currentPower","Smart Plug 
Steckdose Roller Garage - activeDevice","Smart Plug 
Steckdose Heizköper OG - currentPower","Smart Plug 
Steckdose Heizköper OG - activeDevice"
2025-06-24T14:45:00+02:00,0,0,0,0,0,,,,,,,0,,,,,,
2025-06-24T15:00:00+02:00,0,0,0,0,0,,,,,,,0,,,,,,
2025-06-24T15:15:00+02:00,0,673,0,0,0,,,,,,,0,,,,,,
2025-06-24T15:30:00+02:00,0,6239,0,0,0,,,,,,,0,,,,,,
2025-06-24T15:45:00+02:00,486,6026,0,0,0,-458,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T16:00:00+02:00,1765,6344,10,0,0,-4564.5,1,0,0,361,1,0,0,0,0,0,0,0
2025-06-24T16:15:00+02:00,4653,6198,10,45,0,-1579.5,1,0,0,3553.5,1,0,0,0,0,0,0,0
2025-06-24T16:30:00+02:00,6296,6411,10,37,0,-139,1,3601.67,1,1900.67,1,0,0,0,0,0,0,0
2025-06-24T16:45:00+02:00,4853,6158,11,0,0,-1290,1,1656,1,2997,1,0,0,0,0,0,0,0
2025-06-24T17:00:00+02:00,4989,6027,11,0,0,-1023.5,1,1,1,4676.5,1,0,0,0,0,0,0,0
2025-06-24T17:15:00+02:00,3773,5821,10,0,0,-2034,1,0,0,3540.33,1,0,0,0,0,0,0,0
2025-06-24T17:30:00+02:00,5320,5897,10,0,0,-563.33,1,0,0,4937,1,0,0,0,0,0,0,0
2025-06-24T17:45:00+02:00,908,5701,9,0,0,-4779.33,1,0,0,397.67,1,0,0,0,0,0,0,0
2025-06-24T18:00:00+02:00,1060,5099,8,0,0,-4026,1,0,0,266,1,0,0,0,0,0,0,0
2025-06-24T18:15:00+02:00,1270,5254,7,0,0,-3972.33,1,0,0,831.33,1,117.7,0,0,0,0,0,0
2025-06-24T18:30:00+02:00,1390,4954,7,0,0,-3553.67,1,0,0,808,1,111.43,0,0,0,0,0,0
2025-06-24T18:45:00+02:00,1253,4620,7,0,0,-3357.33,1,0,0,761.67,1,107.13,0,0,0,0,0,0
2025-06-24T19:00:00+02:00,1299,4283,6,0,0,-2975,1,0,0,780.33,1,100.23,0,0,0,0,0,0
2025-06-24T19:15:00+02:00,1149,3917,6,0,0,-2758,1,0,0,624.67,1,105.67,0,0,0,0,0,0
2025-06-24T19:30:00+02:00,964,3480,6,0,0,-2507.67,1,0,0,560,1,115.7,0,0,0,0,0,0
2025-06-24T19:45:00+02:00,1002,3022,5,0,0,-2013,1,0,0,558.67,1,84.7,0,0,0,0,0,0
2025-06-24T20:00:00+02:00,1025,2568,4,0,0,-1536,1,0,0,555,1,77.87,0,0,0,0,0,0
2025-06-24T20:15:00+02:00,981,1990,458,79,0,-678.33,1,0,0,489,1,78.13,0,0,0,0,0,0
2025-06-24T20:30:00+02:00,668,907,1,122,0,-393.67,1,0,0,276.67,1,77.6,0,0,0,0,0,0
2025-06-24T20:45:00+02:00,675,566,0,258,0,-270.67,1,0,0,149.33,1,79.37,0,0,0,0,0,0
2025-06-24T21:00:00+02:00,455,154,1,276,0,13,1,0,0,0,0,100.33,0,0,0,0,0,0
2025-06-24T21:15:00+02:00,412,85,0,328,0,-9.67,1,0,0,0,0,117,0,0,0,0,0,0
2025-06-24T21:30:00+02:00,500,41,0,448,0,-1.33,1,0,0,0,0,114.07,0,0,0,0,0,0
2025-06-24T21:45:00+02:00,415,12,0,382,0,-0.33,1,0,0,0,0,117.4,0,0,0,0,0,0
2025-06-24T22:00:00+02:00,411,1,0,404,0,-0.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T22:15:00+02:00,435,1,0,433,0,-10.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T22:30:00+02:00,466,1,0,450,0,3.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T22:45:00+02:00,449,1,0,415,0,15,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T23:00:00+02:00,345,1,0,333,0,-14.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-24T23:15:00+02:00,545,1,0,556,0,-29.33,1,0,0,0,0,117.85,0,0,0,0,0,0
2025-06-24T23:30:00+02:00,556,1,0,537,0,8,1,0,0,0,0,115.03,0,0,0,0,0,0
2025-06-24T23:45:00+02:00,397,1,0,390,0,-9,1,0,0,0,0,115.97,0,0,0,0,0,0
2025-06-25T00:00:00+02:00,415,1,0,398,0,3,1,0,0,0,0,116.87,0,0,0,0,0,0
2025-06-25T00:15:00+02:00,479,1,0,456,0,13.33,1,0,0,0,0,118.9,0,0,0,0,0,0
2025-06-25T00:30:00+02:00,455,1,0,446,0,-13.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T00:45:00+02:00,425,1,0,412,0,-1.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T01:00:00+02:00,468,1,0,454,0,0,0,0,0,0,0,119.8,0,0,0,0,0,0
2025-06-25T01:15:00+02:00,319,1,0,317,0,-14.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T01:30:00+02:00,382,1,0,368,0,1.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T01:45:00+02:00,546,1,0,521,0,-11.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T02:00:00+02:00,320,1,0,316,0,-9,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T02:15:00+02:00,361,1,0,357,0,-12.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T02:30:00+02:00,344,1,0,320,0,3.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T02:45:00+02:00,453,1,0,408,0,33.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T03:00:00+02:00,474,1,0,457,0,0.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T03:15:00+02:00,322,0,0,306,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T03:30:00+02:00,339,0,0,322,0,6.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T03:45:00+02:00,330,1,0,329,0,-13,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T04:00:00+02:00,417,1,0,397,0,-0.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T04:15:00+02:00,530,1,0,492,0,11.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T04:30:00+02:00,424,1,0,412,0,-0.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T04:45:00+02:00,343,1,0,341,0,-16.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T05:00:00+02:00,325,1,0,306,0,8.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T05:15:00+02:00,493,7,0,466,0,9,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T05:30:00+02:00,330,31,0,263,0,26.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T05:45:00+02:00,354,65,1,271,0,2.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T06:00:00+02:00,352,111,0,229,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T06:15:00+02:00,357,157,0,184,0,-7,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T06:30:00+02:00,607,203,5,392,0,-0.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T06:45:00+02:00,441,216,4,209,0,8.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T07:00:00+02:00,532,221,0,269,0,2.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T07:15:00+02:00,362,256,1,99,0,-10.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T07:30:00+02:00,529,300,0,229,0,-11.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T07:45:00+02:00,428,344,31,115,0,-5,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T08:00:00+02:00,384,419,82,20,0,21,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T08:15:00+02:00,404,482,104,21,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T08:30:00+02:00,360,525,183,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T08:45:00+02:00,462,556,117,16,0,2.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T09:00:00+02:00,451,597,247,115,0,-20.67,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T09:15:00+02:00,372,658,299,10,0,1.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T09:30:00+02:00,311,695,373,0,0,-17,1,0,0,0,0,119.4,0,0,0,0,0,0
2025-06-25T09:45:00+02:00,286,734,442,4,0,-6.67,1,0,0,0,0,117.17,0,0,0,0,0,0
2025-06-25T10:00:00+02:00,480,898,447,9,0,20,1,0,0,0,0,114.1,0,0,0,0,0,0
2025-06-25T10:15:00+02:00,243,1185,933,0,0,-10.33,1,0,0,0,0,112.97,0,0,0,0,0,0
2025-06-25T10:30:00+02:00,380,1514,1136,0,0,-6,1,0,0,0,0,111.53,0,0,0,0,0,0
2025-06-25T10:45:00+02:00,428,1848,1439,0,0,22.33,1,0,0,0,0,110.43,0,0,0,0,0,0
2025-06-25T11:00:00+02:00,498,2285,1794,0,0,6.67,1,0,0,0,0,110.2,0,0,0,0,0,0
2025-06-25T11:15:00+02:00,449,2716,2271,0,0,3,1,0,0,0,0,109,0,0,0,0,0,0
2025-06-25T11:30:00+02:00,544,3142,2616,0,0,3.67,1,0,0,0,0,107.43,0,0,0,0,0,0
2025-06-25T11:45:00+02:00,571,3403,2832,0,0,7.33,1,0,0,0,0,108.33,0,0,0,0,0,0
2025-06-25T12:00:00+02:00,1582,3647,2060,9,0,-19,1,0,0,0,0,93.07,0,0,0,0,0,0
2025-06-25T12:15:00+02:00,3050,4038,328,0,0,-679,1,0,0,1728.67,1,68.7,0,0,0,0,0,0
2025-06-25T12:30:00+02:00,4278,4346,8,0,0,-57.33,1,0,0,3638.67,1,66.9,0,0,0,0,0,0
2025-06-25T12:45:00+02:00,4633,4690,6,8,0,-58,1,0,0,4070.33,1,68.07,0,0,0,0,0,0
2025-06-25T13:00:00+02:00,4882,4957,8,9,0,-74.33,1,0,0,4353,1,68.83,0,0,0,0,0,0
2025-06-25T13:15:00+02:00,5128,5192,9,0,0,-51.67,1,0,0,4571.67,1,69.73,0,0,0,0,0,0
2025-06-25T13:30:00+02:00,5365,5432,9,0,0,-54,1,0,0,4847.33,1,70.73,0,0,0,0,0,0
2025-06-25T13:45:00+02:00,5575,5639,9,0,0,-51.33,1,0,0,5153.67,1,72,0,0,0,0,0,0
2025-06-25T14:00:00+02:00,5778,5833,9,0,0,-40.67,1,0,0,5266.67,1,73.13,0,0,0,0,0,0
2025-06-25T14:15:00+02:00,2783,6082,9,4,0,-3290.67,1,0,0,2162.67,1,74.13,0,0,0,0,0,0
2025-06-25T14:30:00+02:00,1494,5988,9,0,0,-4478.33,1,0,0,895,1,74.4,0,0,0,0,0,0
2025-06-25T14:45:00+02:00,2887,6160,9,44,0,-3306.33,1,1348,1,717.33,1,74.5,0,0,0,0,0,0
2025-06-25T15:00:00+02:00,5905,5973,10,0,0,-54.67,1,5517,1,1.33,1,74.43,0,0,0,0,0,0
2025-06-25T15:15:00+02:00,5937,6005,10,0,0,-54.67,1,5528.67,1,0,0,74.33,0,0,0,0,0,0
2025-06-25T15:30:00+02:00,6001,6057,10,0,0,-42,1,5541.67,1,0,0,74.23,0,0,0,0,0,0
2025-06-25T15:45:00+02:00,6005,6071,10,0,0,-51.33,1,5494,1,0,0,74.2,0,0,0,0,0,0
2025-06-25T16:00:00+02:00,6084,6155,12,0,0,-55.67,1,5655.33,1,3.33,1,74.13,0,0,0,0,0,0
2025-06-25T16:15:00+02:00,6005,6112,12,0,0,-90.67,1,63.33,1,5127,1,75.5,0,0,0,0,0,0
2025-06-25T16:30:00+02:00,2636,6025,12,0,0,-3373.67,1,0,0,1802,1,77.5,0,0,0,0,0,0
2025-06-25T16:45:00+02:00,1466,5942,12,0,0,-4459,1,0,0,605.67,1,75.93,0,0,0,0,0,0
2025-06-25T17:00:00+02:00,1494,5806,11,0,0,-4296.67,1,0,0,695,1,90.7,0,0,0,0,0,0
2025-06-25T17:15:00+02:00,1336,5648,11,0,0,-4296,1,0,0,603.33,1,0,0,0,0,0,0,0
2025-06-25T17:30:00+02:00,1230,5475,11,0,0,-4231,1,0,0,517,1,113.4,0,0,0,0,0,0
2025-06-25T17:45:00+02:00,1321,5254,10,0,0,-3919.67,1,0,0,643,1,0,0,0,0,0,0,0
2025-06-25T18:00:00+02:00,1149,4998,9,0,0,-3836,1,0,0,558.33,1,0,0,0,0,0,0,0
2025-06-25T18:15:00+02:00,1122,4819,341,0,0,-3395.33,1,0,0,532.33,1,0,0,0,0,0,0,0
2025-06-25T18:30:00+02:00,1060,4493,9,0,0,-3420.33,1,0,0,575.67,1,0,0,0,0,0,0,0
2025-06-25T18:45:00+02:00,1096,3792,7,0,0,-2685,1,0,0,377,1,85.2,0,0,0,0,0,0
2025-06-25T19:00:00+02:00,1841,3780,8,0,0,-1928.67,1,0,0,555.67,1,0,0,0,0,0,0,0
2025-06-25T19:15:00+02:00,2185,3310,5,120,0,-1239.67,1,0,0,287.67,1,103.9,0,0,0,0,0,0
2025-06-25T19:30:00+02:00,2962,2646,169,562,0,-96.33,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-25T19:45:00+02:00,2236,2483,788,517,0,2.33,1,0,0,0,0,112.8,0,0,0,0,0,0
2025-06-25T20:00:00+02:00,1036,2001,446,8,0,-522,1,0,0,85.33,1,108.3,0,0,0,0,0,0
2025-06-25T20:15:00+02:00,1466,1513,5,0,0,-40.33,1,0,0,366.67,1,107.45,0,0,0,0,0,0
2025-06-25T20:30:00+02:00,1015,973,2,54,0,-12,1,0,0,31,1,91.03,0,0,0,0,0,0
2025-06-25T20:45:00+02:00,1042,350,0,671,0,12.33,1,0,0,0,0,87.97,0,0,0,0,0,0
2025-06-25T21:00:00+02:00,967,89,0,877,0,-7,1,0,0,0,0,86.5,0,0,0,0,0,0
2025-06-25T21:15:00+02:00,764,37,0,717,0,-4,1,0,0,0,0,86.9,0,0,0,0,0,0
2025-06-25T21:30:00+02:00,1500,16,0,1476,0,-15.33,1,0,0,0,0,87.83,0,0,0,0,0,0
2025-06-25T21:45:00+02:00,1393,3,0,1365,0,16,1,0,0,0,0,85.5,0,0,0,0,0,0
2025-06-25T22:00:00+02:00,1127,2,0,1142,0,-27,1,0,0,0,0,83,0,0,0,0,0,0
2025-06-25T22:15:00+02:00,1795,3,0,1762,0,6,1,0,0,0,0,81.67,0,0,0,0,0,0
2025-06-25T22:30:00+02:00,738,1,0,733,0,-22.33,1,0,0,0,0,81.1,0,0,0,0,0,0
2025-06-25T22:45:00+02:00,586,1,0,563,0,8,1,0,0,0,0,81.23,0,0,0,0,0,0
2025-06-25T23:00:00+02:00,465,0,0,463,0,-5.67,1,0,0,0,0,81.93,0,0,0,0,0,0
2025-06-25T23:15:00+02:00,2221,3,0,2197,0,3,1,0,0,0,0,82.57,0,0,0,0,0,0
2025-06-25T23:30:00+02:00,433,0,0,434,0,-14.67,1,0,0,0,0,83.03,0,0,0,0,0,0
2025-06-25T23:45:00+02:00,488,1,0,475,0,0,0,0,0,0,0,83.57,0,0,0,0,0,0
2025-06-26T00:00:00+02:00,385,0,0,385,0,-11,1,0,0,0,0,83.93,0,0,0,0,0,0
2025-06-26T00:15:00+02:00,499,0,0,456,0,27.33,1,0,0,0,0,83.97,0,0,0,0,0,0
2025-06-26T00:30:00+02:00,393,0,0,376,0,-0.33,1,0,0,0,0,83.43,0,0,0,0,0,0
2025-06-26T00:45:00+02:00,459,1,0,450,0,-2.33,1,0,0,0,0,83.17,0,0,0,0,0,0
2025-06-26T01:00:00+02:00,408,0,0,405,0,-7.33,1,0,0,0,0,82.37,0,0,0,0,0,0
2025-06-26T01:15:00+02:00,311,0,0,308,0,-15,1,0,0,0,0,81.87,0,0,0,0,0,0
2025-06-26T01:30:00+02:00,465,0,0,470,0,-33.33,1,0,0,0,0,81.8,0,0,0,0,0,0
2025-06-26T01:45:00+02:00,372,0,0,338,0,18.33,1,0,0,0,0,81.57,0,0,0,0,0,0
2025-06-26T02:00:00+02:00,492,1,0,491,0,-15,1,0,0,0,0,81.37,0,0,0,0,0,0
2025-06-26T02:15:00+02:00,338,0,0,335,0,-5.33,1,0,0,0,0,81.13,0,0,0,0,0,0
2025-06-26T02:30:00+02:00,344,0,0,327,0,5,1,0,0,0,0,80.97,0,0,0,0,0,0
2025-06-26T02:45:00+02:00,416,1,0,362,0,45.67,1,0,0,0,0,80.83,0,0,0,0,0,0
2025-06-26T03:00:00+02:00,364,0,0,358,0,-5,1,0,0,0,0,80.7,0,0,0,0,0,0
2025-06-26T03:15:00+02:00,395,0,0,375,0,3.67,1,0,0,0,0,80.63,0,0,0,0,0,0
2025-06-26T03:30:00+02:00,334,0,0,326,0,-1,1,0,0,0,0,80.5,0,0,0,0,0,0
2025-06-26T03:45:00+02:00,348,0,0,352,0,-14,1,0,0,0,0,80.4,0,0,0,0,0,0
2025-06-26T04:00:00+02:00,522,0,0,494,0,-9.33,1,0,0,0,0,80.33,0,0,0,0,0,0
2025-06-26T04:15:00+02:00,468,0,0,431,0,19,1,0,0,0,0,80.3,0,0,0,0,0,0
2025-06-26T04:30:00+02:00,442,1,0,440,0,-18.33,1,0,0,0,0,80.27,0,0,0,0,0,0
2025-06-26T04:45:00+02:00,305,0,0,304,0,-9,1,0,0,0,0,80.17,0,0,0,0,0,0
2025-06-26T05:00:00+02:00,374,0,0,371,0,-4.67,1,0,0,0,0,80.07,0,0,0,0,0,0
2025-06-26T05:15:00+02:00,404,1,0,399,0,-4.33,1,0,0,0,0,80,0,0,0,0,0,0
2025-06-26T05:30:00+02:00,398,6,0,374,0,10,1,0,0,0,0,79.97,0,0,0,0,0,0
2025-06-26T05:45:00+02:00,287,27,0,253,0,-10.33,1,0,0,0,0,79.9,0,0,0,0,0,0
2025-06-26T06:00:00+02:00,352,65,0,278,0,-6.67,1,0,0,0,0,79.8,0,0,0,0,0,0
2025-06-26T06:15:00+02:00,412,97,0,295,0,-0.67,1,0,0,0,0,79.77,0,0,0,0,0,0
2025-06-26T06:30:00+02:00,401,115,0,287,0,-8.67,1,0,0,0,0,79.77,0,0,0,0,0,0
2025-06-26T06:45:00+02:00,609,214,1,390,0,-13.33,1,0,0,0,0,79.7,0,0,0,0,0,0
2025-06-26T07:00:00+02:00,390,337,21,72,0,-4.67,1,0,0,0,0,79.63,0,0,0,0,0,0
2025-06-26T07:15:00+02:00,374,462,86,10,0,-9.67,1,0,0,0,0,79.5,0,0,0,0,0,0
2025-06-26T07:30:00+02:00,404,553,158,7,0,-1,1,0,0,0,0,79.43,0,0,0,0,0,0
2025-06-26T07:45:00+02:00,459,535,88,19,0,-5.67,1,0,0,0,0,79.33,0,0,0,0,0,0
2025-06-26T08:00:00+02:00,405,373,27,48,0,3.33,1,0,0,0,0,79.23,0,0,0,0,0,0
2025-06-26T08:15:00+02:00,327,642,332,9,0,9,1,0,0,0,0,79.1,0,0,0,0,0,0
2025-06-26T08:30:00+02:00,444,681,257,6,0,7.67,1,0,0,0,0,79.03,0,0,0,0,0,0
2025-06-26T08:45:00+02:00,461,762,328,7,0,13.67,1,0,0,0,0,78.97,0,0,0,0,0,0
2025-06-26T09:00:00+02:00,384,606,208,0,0,-21,1,0,0,0,0,78.87,0,0,0,0,0,0
2025-06-26T09:15:00+02:00,526,804,388,104,0,10.33,1,0,0,0,0,78.83,0,0,0,0,0,0
2025-06-26T09:30:00+02:00,364,1414,1053,1,0,-1,1,0,0,0,0,78.57,0,0,0,0,0,0
2025-06-26T09:45:00+02:00,442,1354,926,0,0,10.67,1,0,0,0,0,78,0,0,0,0,0,0
2025-06-26T10:00:00+02:00,370,1060,698,3,0,1,1,0,0,0,0,77.83,0,0,0,0,0,0
2025-06-26T10:15:00+02:00,462,1318,876,2,0,20.33,1,0,0,0,0,77.67,0,0,0,0,0,0
2025-06-26T10:30:00+02:00,448,1614,1163,0,0,-11,1,0,0,0,0,77.53,0,0,0,0,0,0
2025-06-26T10:45:00+02:00,511,1588,1099,0,0,21,1,0,0,0,0,77.47,0,0,0,0,0,0
2025-06-26T11:00:00+02:00,583,1875,1289,0,0,-1,1,0,0,0,0,77.33,0,0,0,0,0,0
2025-06-26T11:15:00+02:00,494,2247,1772,0,0,0,0,0,0,0,0,77.23,0,0,0,0,0,0
2025-06-26T11:30:00+02:00,453,3205,2759,0,0,-5.33,1,0,0,0,0,77.23,0,0,0,0,0,0
2025-06-26T11:45:00+02:00,535,2782,2272,0,0,-3.67,1,0,0,0,0,77.2,0,0,0,0,0,0
2025-06-26T12:00:00+02:00,758,2677,1976,5,0,33.67,1,0,0,0,0,75.33,0,0,0,0,0,0
2025-06-26T12:15:00+02:00,500,2054,1553,0,0,-1.33,1,0,0,0,0,73,0,0,0,0,0,0
2025-06-26T12:30:00+02:00,550,1921,1356,0,0,-10,1,0,0,0,0,64.93,0,0,0,0,0,0
2025-06-26T12:45:00+02:00,520,2419,1916,0,0,12.67,1,0,0,0,0,64.73,0,0,0,0,0,0
2025-06-26T13:00:00+02:00,452,2523,2078,0,0,1.33,1,0,0,0,0,69.23,0,0,0,0,0,0
2025-06-26T13:15:00+02:00,2438,3585,408,54,0,-804,1,0,0,2002.33,1,77.75,0,0,0,0,0,0
2025-06-26T13:30:00+02:00,2852,2896,2,16,0,-56,1,0,0,2436.67,1,68.43,0,0,0,0,0,0
2025-06-26T13:45:00+02:00,2379,2452,2,87,0,-160.33,1,0,0,2020.33,1,67.13,0,0,0,0,0,0
2025-06-26T14:00:00+02:00,1184,1229,3,0,0,-41.67,1,0,0,815.67,1,75.23,0,0,0,0,0,0
2025-06-26T14:15:00+02:00,1656,1709,2,1,0,-51.33,1,0,0,1191.33,1,96.1,0,0,0,0,0,0
2025-06-26T14:30:00+02:00,1951,2025,2,10,0,-82,1,0,0,1510,1,100.63,0,0,0,0,0,0
2025-06-26T14:45:00+02:00,2431,2795,373,102,0,-103,1,0,0,1922,1,87.5,0,0,0,0,0,0
2025-06-26T15:00:00+02:00,4891,5453,108,33,0,-485,1,0,0,3333,1,71.77,0,0,0,0,0,0
2025-06-26T15:15:00+02:00,3145,3324,3,48,0,-226,1,0,0,887,1,69.63,0,0,0,0,0,0
2025-06-26T15:30:00+02:00,4353,4751,5,86,0,-476,1,0,0,3850,1,69.47,0,0,0,0,0,0
2025-06-26T15:45:00+02:00,4754,5428,501,201,0,-377.33,1,0,0,3881.67,1,70.27,0,0,0,0,0,0
2025-06-26T16:00:00+02:00,3331,3338,3,217,0,-242,1,0,0,2143.33,1,71,0,0,0,0,0,0
2025-06-26T16:15:00+02:00,3641,3615,2,220,0,-191.33,1,0,0,2602.67,1,71.23,0,0,0,0,0,0
2025-06-26T16:30:00+02:00,3540,4490,515,75,0,-545.67,1,0,0,2308.33,1,71.67,0,0,0,0,0,0
2025-06-26T16:45:00+02:00,2537,2588,2,139,0,-200.67,1,0,0,1579,1,72.1,0,0,0,0,0,0
2025-06-26T17:00:00+02:00,1224,1278,3,0,0,-49.67,1,0,0,361,1,71.9,0,0,0,0,0,0
2025-06-26T17:15:00+02:00,1384,1442,3,0,0,-53.67,1,0,0,831,1,71.5,0,0,0,0,0,0
2025-06-26T17:30:00+02:00,1352,1398,3,71,0,-120.33,1,0,0,715.67,1,71.43,0,0,0,0,0,0
2025-06-26T17:45:00+02:00,1444,1496,4,0,0,-48,1,0,0,887.67,1,71.57,0,0,0,0,0,0
2025-06-26T18:00:00+02:00,2299,2936,433,97,0,-395.33,1,0,0,1643.33,1,71.5,0,0,0,0,0,0
2025-06-26T18:15:00+02:00,5432,5525,10,0,0,-78,1,0,0,4842,1,72.63,0,0,0,0,0,0
2025-06-26T18:30:00+02:00,5078,5138,8,26,0,-77.33,1,0,0,4629.33,1,76.17,0,0,0,0,0,0
2025-06-26T18:45:00+02:00,1562,1537,0,119,0,-96.33,1,0,0,1144.33,1,77.77,0,0,0,0,0,0
2025-06-26T19:00:00+02:00,1975,852,0,1155,0,-45,1,0,0,170,1,79.13,0,0,0,0,0,0
2025-06-26T19:15:00+02:00,2061,684,0,1374,0,-3.67,1,0,0,0,0,79.63,0,0,0,0,0,0
2025-06-26T19:30:00+02:00,3122,1577,190,1733,0,-1.33,1,0,0,0,0,79.17,0,0,0,0,0,0
2025-06-26T19:45:00+02:00,2983,1237,45,1745,0,-18.67,1,0,0,0,0,79.23,0,0,0,0,0,0
2025-06-26T20:00:00+02:00,1217,477,11,760,0,-11.67,1,0,0,0,0,79.53,0,0,0,0,0,0
2025-06-26T20:15:00+02:00,714,622,129,198,0,14.33,1,0,0,0,0,80.03,0,0,0,0,0,0
2025-06-26T20:30:00+02:00,624,273,0,342,0,-2.67,1,0,0,0,0,80.6,0,0,0,0,0,0
2025-06-26T20:45:00+02:00,717,540,48,206,0,15,1,0,0,0,0,81.1,0,0,0,0,0,0
2025-06-26T21:00:00+02:00,745,124,0,608,0,5,1,0,0,0,0,81.47,0,0,0,0,0,0
2025-06-26T21:15:00+02:00,1104,66,0,1027,0,-8.33,1,0,0,0,0,81.87,0,0,0,0,0,0
2025-06-26T21:30:00+02:00,522,20,0,477,0,12.67,1,0,0,0,0,82.1,0,0,0,0,0,0
2025-06-26T21:45:00+02:00,437,2,0,424,0,2.33,1,0,0,0,0,82.33,0,0,0,0,0,0
2025-06-26T22:00:00+02:00,479,1,0,487,0,-16.33,1,0,0,0,0,82.53,0,0,0,0,0,0
2025-06-26T22:15:00+02:00,502,1,0,482,0,7.67,1,0,0,0,0,82.73,0,0,0,0,0,0
2025-06-26T22:30:00+02:00,483,1,0,480,0,-9.67,1,0,0,0,0,82.83,0,0,0,0,0,0
2025-06-26T22:45:00+02:00,586,0,0,549,0,-1.33,1,0,0,0,0,83,0,0,0,0,0,0
2025-06-26T23:00:00+02:00,480,0,0,456,0,2.67,1,0,0,0,0,83.07,0,0,0,0,0,0
2025-06-26T23:15:00+02:00,466,0,0,446,0,5.33,1,0,0,0,0,83.2,0,0,0,0,0,0
2025-06-26T23:30:00+02:00,489,1,0,455,0,16,1,0,0,0,0,83.27,0,0,0,0,0,0
2025-06-26T23:45:00+02:00,509,1,0,491,0,2.33,1,0,0,0,0,83.27,0,0,0,0,0,0
2025-06-27T00:00:00+02:00,399,0,0,368,0,12.33,1,0,0,0,0,83.4,0,0,0,0,0,0
2025-06-27T00:15:00+02:00,369,0,0,355,0,3,1,0,0,0,0,83.43,0,0,0,0,0,0
2025-06-27T00:30:00+02:00,445,1,0,436,0,1.67,1,0,0,0,0,83.6,0,0,0,0,0,0
2025-06-27T00:45:00+02:00,365,0,0,356,0,-10,1,0,0,0,0,83.67,0,0,0,0,0,0
2025-06-27T01:00:00+02:00,371,0,0,336,0,11.67,1,0,0,0,0,83.77,0,0,0,0,0,0
2025-06-27T01:15:00+02:00,462,0,0,462,0,-8,1,0,0,0,0,83.9,0,0,0,0,0,0
2025-06-27T01:30:00+02:00,394,0,0,365,0,10,1,0,0,0,0,83.93,0,0,0,0,0,0
