Zeitstempel;RLCI_max_Abs NETTO (Bezug- | EIN+);RLCI_average_abs NETTO (Bezug- | EIN+)
24.07.2025 11:30;0.007852;0.015152
24.07.2025 11:45;0.001160;0.002238
24.07.2025 12:00;0.004694;0.009057
24.07.2025 12:15;0.000547;0.001056
24.07.2025 12:30;0.006222;0.012006
24.07.2025 12:45;0.004115;0.007940
24.07.2025 13:00;0.002292;0.004423
24.07.2025 13:15;0.002806;0.005414
24.07.2025 13:30;0.003530;0.006812
24.07.2025 13:45;0.004729;0.009125
24.07.2025 14:00;0.042701;0.082400
24.07.2025 14:15;0.041895;0.080843
24.07.2025 14:30;0.012378;0.023885
24.07.2025 14:45;0.045514;0.087826
24.07.2025 15:00;0.029111;0.056175
24.07.2025 15:15;0.027281;0.052643
24.07.2025 15:30;0.058909;0.113675
24.07.2025 15:45;0.061754;0.119165
24.07.2025 16:00;0.003452;0.006661
24.07.2025 16:15;0.003194;0.006164
24.07.2025 16:30;0.004027;0.007770
24.07.2025 16:45;0.001933;0.003730
24.07.2025 17:00;-0.000417;-0.000804
24.07.2025 17:15;0.001564;0.003019
24.07.2025 17:30;0.017694;0.034144
24.07.2025 17:45;0.006568;0.012674
24.07.2025 18:00;0.005430;0.010479
24.07.2025 18:15;0.007878;0.015203
24.07.2025 18:30;0.018095;0.034917
24.07.2025 18:45;0.020252;0.039081
24.07.2025 19:00;0.006988;0.013484
24.07.2025 19:15;0.005871;0.011329
24.07.2025 19:30;0.004709;0.009087
24.07.2025 19:45;0.002177;0.004202
24.07.2025 20:00;0.004854;0.009367
24.07.2025 20:15;0.005832;0.011254
24.07.2025 20:30;0.000893;0.001723
24.07.2025 20:45;0.002683;0.005177
24.07.2025 21:00;0.002650;0.005113
24.07.2025 21:15;-0.000832;-0.001606
24.07.2025 21:30;0.001767;0.003410
24.07.2025 21:45;0.000871;0.001681
24.07.2025 22:00;0.003450;0.006658
24.07.2025 22:15;-0.000987;-0.001906
24.07.2025 22:30;0.002458;0.004742
24.07.2025 22:45;0.000412;0.000795
24.07.2025 23:00;0.001193;0.002303
24.07.2025 23:15;-0.000734;-0.001416
24.07.2025 23:30;0.001922;0.003709
24.07.2025 23:45;0.004572;0.008822
25.07.2025 00:00;-0.000345;-0.000665
25.07.2025 00:15;0.005125;0.009889
25.07.2025 00:30;-0.000677;-0.001307
25.07.2025 00:45;0.001805;0.003484
25.07.2025 01:00;0.000716;0.001381
25.07.2025 01:15;0.001775;0.003426
25.07.2025 01:30;-;-
25.07.2025 01:45;0.001747;0.003372
25.07.2025 02:00;-0.000324;-0.000626
25.07.2025 02:15;0.001744;0.003365
25.07.2025 02:30;0.000346;0.000667
25.07.2025 02:45;-0.000489;-0.000943
25.07.2025 03:00;0.001023;0.001974
25.07.2025 03:15;0.001019;0.001967
25.07.2025 03:30;0.000353;0.000681
25.07.2025 03:45;0.002044;0.003945
25.07.2025 04:00;0.000696;0.001342
25.07.2025 04:15;0.003419;0.006597
25.07.2025 04:30;0.002767;0.005340
25.07.2025 04:45;-0.000325;-0.000628
25.07.2025 05:00;0.002515;0.004853
25.07.2025 05:15;0.002170;0.004187
25.07.2025 05:30;0.001835;0.003541
25.07.2025 05:45;0.000735;0.001418
25.07.2025 06:00;-0.000180;-0.000348
25.07.2025 06:15;-0.000375;-0.000723
25.07.2025 06:30;0.010048;0.019389
25.07.2025 06:45;0.001211;0.002336
25.07.2025 07:00;0.000818;0.001579
25.07.2025 07:15;0.003725;0.007189
25.07.2025 07:30;0.004916;0.009486
25.07.2025 07:45;0.005268;0.010166
25.07.2025 08:00;0.005222;0.010076
25.07.2025 08:15;0.008276;0.015970
25.07.2025 08:30;0.003880;0.007486
25.07.2025 08:45;0.008597;0.016590
25.07.2025 09:00;0.007403;0.014285
25.07.2025 09:15;0.003396;0.006553
25.07.2025 09:30;0.002620;0.005056
25.07.2025 09:45;0.006007;0.011592
25.07.2025 10:00;0.003864;0.007456
25.07.2025 10:15;0.002306;0.004449
25.07.2025 10:30;0.005018;0.009682
25.07.2025 10:45;0.003281;0.006331
25.07.2025 11:00;0.003970;0.007660
25.07.2025 11:15;0.005307;0.010242
25.07.2025 11:30;0.003401;0.006563
25.07.2025 11:45;0.003595;0.006937
25.07.2025 12:00;0.003035;0.005857
25.07.2025 12:15;0.007512;0.014495
25.07.2025 12:30;-0.000804;-0.001552
25.07.2025 12:45;0.001895;0.003657
25.07.2025 13:00;0.001785;0.003444
25.07.2025 13:15;0.001656;0.003196
25.07.2025 13:30;0.003098;0.005977
25.07.2025 13:45;0.003132;0.006044
25.07.2025 14:00;-0.000499;-0.000963
25.07.2025 14:15;0.005869;0.011324
25.07.2025 14:30;0.002396;0.004623
25.07.2025 14:45;0.003271;0.006313
25.07.2025 15:00;0.006718;0.012963
25.07.2025 15:15;-0.000665;-0.001284
25.07.2025 15:30;0.005709;0.011016
25.07.2025 15:45;0.013604;0.026252
25.07.2025 16:00;0.012345;0.023821
25.07.2025 16:15;0.001160;0.002238
25.07.2025 16:30;0.006395;0.012340
25.07.2025 16:45;0.032334;0.062394
25.07.2025 17:00;0.020428;0.039420
25.07.2025 17:15;0.006096;0.011763
25.07.2025 17:30;0.002698;0.005207
25.07.2025 17:45;0.005658;0.010917
25.07.2025 18:00;0.006608;0.012751
25.07.2025 18:15;0.012921;0.024933
25.07.2025 18:30;0.003631;0.007006
25.07.2025 18:45;0.006589;0.012715
25.07.2025 19:00;0.006491;0.012526
25.07.2025 19:15;0.007347;0.014178
25.07.2025 19:30;0.006781;0.013086
25.07.2025 19:45;0.004218;0.008140
25.07.2025 20:00;0.000790;0.001525
25.07.2025 20:15;0.003147;0.006073
25.07.2025 20:30;0.001998;0.003855
25.07.2025 20:45;0.001596;0.003079
25.07.2025 21:00;-0.000565;-0.001090
25.07.2025 21:15;0.000403;0.000778
25.07.2025 21:30;0.002807;0.005416
25.07.2025 21:45;0.001197;0.002310
25.07.2025 22:00;0.003090;0.005962
25.07.2025 22:15;0.002321;0.004479
25.07.2025 22:30;-0.000896;-0.001728
25.07.2025 22:45;0.003735;0.007207
25.07.2025 23:00;0.001837;0.003544
25.07.2025 23:15;0.000349;0.000673
25.07.2025 23:30;0.000713;0.001377
25.07.2025 23:45;0.001755;0.003386
28.07.2025 00:00;-0.000001;-0.000003
28.07.2025 00:15;0.000295;0.000568
28.07.2025 00:30;0.000287;0.000555
28.07.2025 00:45;-0.000135;-0.000261
28.07.2025 01:00;-0.000664;-0.001281
28.07.2025 01:15;0.003370;0.006502
28.07.2025 01:30;-0.000128;-0.000247
28.07.2025 01:45;-0.000001;-0.000002
28.07.2025 02:00;0.000264;0.000510
28.07.2025 02:15;0.000263;0.000507
28.07.2025 02:30;-0.000489;-0.000944
28.07.2025 02:45;0.000255;0.000493
28.07.2025 03:00;0.000258;0.000498
28.07.2025 03:15;-0.000364;-0.000702
28.07.2025 03:30;0.001021;0.001970
28.07.2025 03:45;0.001278;0.002467
28.07.2025 04:00;0.000260;0.000502
28.07.2025 04:15;0.000262;0.000506
28.07.2025 04:30;-0.000248;-0.000478
28.07.2025 04:45;0.001853;0.003576
28.07.2025 05:00;-0.000520;-0.001004
28.07.2025 05:15;0.000559;0.001079
28.07.2025 05:30;-0.000409;-0.000790
28.07.2025 05:45;0.000881;0.001699
28.07.2025 06:00;0.003195;0.006165
28.07.2025 06:15;-0.000156;-0.000301
28.07.2025 06:30;0.000342;0.000660
28.07.2025 06:45;0.001359;0.002622
28.07.2025 07:00;0.000359;0.000693
28.07.2025 07:15;0.000716;0.001381
28.07.2025 07:30;0.002166;0.004179
28.07.2025 07:45;-0.000339;-0.000655
28.07.2025 08:00;0.004287;0.008272
28.07.2025 08:15;0.006808;0.013136
28.07.2025 08:30;0.007050;0.013603
28.07.2025 08:45;0.003628;0.007000
28.07.2025 09:00;0.074138;0.143062
28.07.2025 09:15;0.005524;0.010660
28.07.2025 09:30;0.003578;0.006904
28.07.2025 09:45;0.007732;0.014919
28.07.2025 10:00;0.005427;0.010472
28.07.2025 10:15;0.004170;0.008047
28.07.2025 10:30;0.004477;0.008639
28.07.2025 10:45;0.004027;0.007771
28.07.2025 11:00;0.004892;0.009440
28.07.2025 11:15;0.000627;0.001210
28.07.2025 11:30;0.003608;0.006963
28.07.2025 11:45;0.002536;0.004893
28.07.2025 12:00;0.002876;0.005550
28.07.2025 12:15;0.003190;0.006155
28.07.2025 12:30;0.002528;0.004878
28.07.2025 12:45;0.002635;0.005085
28.07.2025 13:00;0.001418;0.002736
28.07.2025 13:15;0.001757;0.003391
28.07.2025 13:30;-0.000001;-0.000001
28.07.2025 13:45;0.005184;0.010004
28.07.2025 14:00;0.005388;0.010398
28.07.2025 14:15;0.005755;0.011106
28.07.2025 14:30;0.003753;0.007241
28.07.2025 14:45;0.004737;0.009142
28.07.2025 15:00;0.004674;0.009020
28.07.2025 15:15;0.001658;0.003199
28.07.2025 15:30;0.002361;0.004557
28.07.2025 15:45;0.000003;0.000006
28.07.2025 16:00;0.002122;0.004095
28.07.2025 16:15;0.000674;0.001300
28.07.2025 16:30;0.001314;0.002536
28.07.2025 16:45;0.002640;0.005094
28.07.2025 17:00;0.004600;0.008877
28.07.2025 17:15;0.002834;0.005468
28.07.2025 17:30;0.002022;0.003902
28.07.2025 17:45;0.001655;0.003195
28.07.2025 18:00;0.003942;0.007608
28.07.2025 18:15;0.002583;0.004984
28.07.2025 18:30;0.004196;0.008097
28.07.2025 18:45;0.001247;0.002407
28.07.2025 19:00;0.001590;0.003068
28.07.2025 19:15;-0.000920;-0.001776
28.07.2025 19:30;0.006814;0.013148
28.07.2025 19:45;0.007403;0.014285
28.07.2025 20:00;0.000936;0.001806
28.07.2025 20:15;0.003486;0.006727
28.07.2025 20:30;-0.000599;-0.001155
28.07.2025 20:45;0.001911;0.003687
28.07.2025 21:00;0.001892;0.003650
28.07.2025 21:15;-;-
28.07.2025 21:30;0.000281;0.000541
28.07.2025 21:45;-0.015699;-0.030294
28.07.2025 22:00;-0.017777;-0.034303
28.07.2025 22:15;-0.014102;-0.027213
28.07.2025 22:30;-0.010093;-0.019477
28.07.2025 22:45;-0.011069;-0.021360
28.07.2025 23:00;-0.013886;-0.026795
28.07.2025 23:15;-0.009791;-0.018894
28.07.2025 23:30;-0.010306;-0.019888
28.07.2025 23:45;-0.009898;-0.019100
29.07.2025 00:00;-0.010334;-0.019942
29.07.2025 00:15;-0.009757;-0.018827
29.07.2025 00:30;-0.011023;-0.021271
29.07.2025 00:45;-0.008623;-0.016640
29.07.2025 01:00;-0.006323;-0.012202
29.07.2025 01:15;-0.006739;-0.013005
29.07.2025 01:30;-0.007957;-0.015355
29.07.2025 01:45;-0.006812;-0.013145
29.07.2025 02:00;-0.006985;-0.013479
29.07.2025 02:15;-0.005974;-0.011528
29.07.2025 02:30;-0.009814;-0.018937
29.07.2025 02:45;-0.008339;-0.016092
29.07.2025 03:00;-0.007924;-0.015291
29.07.2025 03:15;-0.006670;-0.012871
29.07.2025 03:30;-0.006210;-0.011983
29.07.2025 03:45;-0.008231;-0.015882
29.07.2025 04:00;-0.008595;-0.016585
29.07.2025 04:15;-0.006169;-0.011905
29.07.2025 04:30;-0.007790;-0.015031
29.07.2025 04:45;-0.006344;-0.012242
29.07.2025 05:00;-0.011453;-0.022100
29.07.2025 05:15;-0.009815;-0.018939
29.07.2025 05:30;-0.008461;-0.016327
29.07.2025 05:45;-0.007891;-0.015227
29.07.2025 06:00;-0.007697;-0.014853
29.07.2025 06:15;-0.013233;-0.025535
29.07.2025 06:30;-0.013066;-0.025213
29.07.2025 06:45;-0.008470;-0.016344
29.07.2025 07:00;-0.010133;-0.019554
29.07.2025 07:15;-0.013075;-0.025231
29.07.2025 07:30;-0.009919;-0.019141
29.07.2025 07:45;-0.002768;-0.005341
29.07.2025 08:00;-0.000415;-0.000800
29.07.2025 08:15;-0.000392;-0.000757
29.07.2025 08:30;-0.027694;-0.053440
29.07.2025 08:45;-0.019776;-0.038162
29.07.2025 09:00;0.004534;0.008749
29.07.2025 09:15;0.005736;0.011069
29.07.2025 09:30;0.002880;0.005558
29.07.2025 09:45;0.004261;0.008221
29.07.2025 10:00;0.002183;0.004212
29.07.2025 10:15;0.002917;0.005628
29.07.2025 10:30;0.001653;0.003189
29.07.2025 10:45;0.002280;0.004400
29.07.2025 11:00;0.002286;0.004411
29.07.2025 11:15;0.001440;0.002779
29.07.2025 11:30;-0.000043;-0.000082
29.07.2025 11:45;0.001066;0.002057
29.07.2025 12:00;0.000137;0.000264
29.07.2025 12:15;0.001122;0.002166
29.07.2025 12:30;-0.000136;-0.000262
29.07.2025 12:45;0.002056;0.003967
29.07.2025 13:00;-0.000106;-0.000204
29.07.2025 13:15;0.000771;0.001488
29.07.2025 13:30;0.003401;0.006563
29.07.2025 13:45;0.000441;0.000851
29.07.2025 14:00;0.000776;0.001498
29.07.2025 14:15;0.000993;0.001916
29.07.2025 14:30;0.000539;0.001040
29.07.2025 14:45;0.000219;0.000423
29.07.2025 15:00;0.000675;0.001302
29.07.2025 15:15;0.001833;0.003537
29.07.2025 15:30;0.000305;0.000589
29.07.2025 15:45;0.000433;0.000835
29.07.2025 16:00;0.000559;0.001079
29.07.2025 16:15;0.001488;0.002871
29.07.2025 16:30;0.001556;0.003003
29.07.2025 16:45;0.001905;0.003677
29.07.2025 17:00;0.003359;0.006483
29.07.2025 17:15;0.007067;0.013638
29.07.2025 17:30;0.005705;0.011008
29.07.2025 17:45;-0.000259;-0.000500
29.07.2025 18:00;0.022507;0.043431
29.07.2025 18:15;0.000235;0.000453
29.07.2025 18:30;0.001497;0.002889
29.07.2025 18:45;0.002690;0.005191
29.07.2025 19:00;0.002052;0.003960
29.07.2025 19:15;0.003663;0.007068
29.07.2025 19:30;0.003221;0.006215
29.07.2025 19:45;0.005031;0.009709
29.07.2025 20:00;0.002083;0.004020
29.07.2025 20:15;0.005017;0.009681
29.07.2025 20:30;0.006102;0.011775
29.07.2025 20:45;-0.001162;-0.002243
29.07.2025 21:00;0.005238;0.010108
29.07.2025 21:15;0.001060;0.002046
29.07.2025 21:30;-0.000336;-0.000649
29.07.2025 21:45;-0.001654;-0.003192
29.07.2025 22:00;0.007123;0.013745
29.07.2025 22:15;0.000998;0.001925
29.07.2025 22:30;-;-
29.07.2025 22:45;0.001545;0.002982
29.07.2025 23:00;0.000603;0.001164
29.07.2025 23:15;0.000877;0.001692
29.07.2025 23:30;0.000853;0.001647
29.07.2025 23:45;0.000532;0.001027
30.07.2025 00:00;0.000262;0.000505
30.07.2025 00:15;0.001031;0.001990
30.07.2025 00:30;-0.000239;-0.000461
30.07.2025 00:45;-0.000238;-0.000459
30.07.2025 01:00;0.000745;0.001438
30.07.2025 01:15;0.000490;0.000946
30.07.2025 01:30;-0.000343;-0.000663
30.07.2025 01:45;-0.000337;-0.000650
30.07.2025 02:00;0.001625;0.003135
30.07.2025 02:15;0.001380;0.002663
30.07.2025 02:30;-0.000433;-0.000835
30.07.2025 02:45;0.000235;0.000454
30.07.2025 03:00;0.002316;0.004470
30.07.2025 03:15;-0.000106;-0.000204
30.07.2025 03:30;-;-
30.07.2025 03:45;-0.000001;-0.000002
30.07.2025 04:00;-0.000217;-0.000420
30.07.2025 04:15;0.000233;0.000450
30.07.2025 04:30;0.000230;0.000444
30.07.2025 04:45;0.000489;0.000944
30.07.2025 05:00;0.001519;0.002930
30.07.2025 05:15;0.002569;0.004957
30.07.2025 05:30;0.000524;0.001010
30.07.2025 05:45;0.001597;0.003081
30.07.2025 06:00;0.000278;0.000536
30.07.2025 06:15;-0.000692;-0.001335
30.07.2025 06:30;0.002701;0.005211
30.07.2025 06:45;0.000902;0.001741
30.07.2025 07:00;-0.000139;-0.000268
30.07.2025 07:15;0.001511;0.002915
30.07.2025 07:30;0.000314;0.000606
30.07.2025 07:45;0.004835;0.009330
30.07.2025 08:00;0.005293;0.010213
30.07.2025 08:15;0.003146;0.006070
30.07.2025 08:30;0.004721;0.009109
30.07.2025 08:45;0.005081;0.009804
30.07.2025 09:00;0.003728;0.007193
30.07.2025 09:15;0.002648;0.005110
30.07.2025 09:30;0.002516;0.004855
30.07.2025 09:45;0.000673;0.001299
30.07.2025 10:00;0.021127;0.040769
30.07.2025 10:15;0.011522;0.022234
30.07.2025 10:30;0.002537;0.004895
30.07.2025 10:45;0.002581;0.004981
30.07.2025 11:00;-0.003102;-0.005985
30.07.2025 11:15;0.002331;0.004499
30.07.2025 11:30;0.002388;0.004608
30.07.2025 11:45;0.001198;0.002313
30.07.2025 12:00;0.001580;0.003048
30.07.2025 12:15;0.002752;0.005311
30.07.2025 12:30;0.001500;0.002894
30.07.2025 12:45;-0.000567;-0.001095
30.07.2025 13:00;0.005049;0.009742
30.07.2025 13:15;0.000777;0.001499
30.07.2025 13:30;0.001363;0.002630
30.07.2025 13:45;0.007227;0.013945
30.07.2025 14:00;-0.000722;-0.001394
30.07.2025 14:15;0.002155;0.004159
30.07.2025 14:30;0.001372;0.002648
30.07.2025 14:45;0.007415;0.014308
30.07.2025 15:00;0.005562;0.010733
30.07.2025 15:15;0.006279;0.012116
30.07.2025 15:30;0.000730;0.001408
30.07.2025 15:45;0.000173;0.000333
30.07.2025 16:00;0.000586;0.001131
30.07.2025 16:15;0.003173;0.006122
30.07.2025 16:30;0.001873;0.003615
30.07.2025 16:45;0.001972;0.003805
30.07.2025 17:00;0.012714;0.024533
30.07.2025 17:15;0.001376;0.002656
30.07.2025 17:30;0.001378;0.002659
30.07.2025 17:45;0.001193;0.002303
30.07.2025 18:00;0.002098;0.004049
30.07.2025 18:15;0.003056;0.005897
30.07.2025 18:30;0.001114;0.002150
30.07.2025 18:45;0.003386;0.006533
30.07.2025 19:00;0.000536;0.001035
30.07.2025 19:15;0.006000;0.011577
30.07.2025 19:30;0.007689;0.014836
30.07.2025 19:45;0.008230;0.015881
30.07.2025 20:00;-0.000710;-0.001370
30.07.2025 20:15;0.002732;0.005273
30.07.2025 20:30;0.000599;0.001155
30.07.2025 20:45;0.001503;0.002901
30.07.2025 21:00;0.002111;0.004073
30.07.2025 21:15;0.001230;0.002374
30.07.2025 21:30;0.001515;0.002923
30.07.2025 21:45;0.000596;0.001151
30.07.2025 22:00;0.000868;0.001674
30.07.2025 22:15;0.000003;0.000005
30.07.2025 22:30;0.000795;0.001533
30.07.2025 22:45;-0.000484;-0.000935
30.07.2025 23:00;0.001234;0.002381
30.07.2025 23:15;0.000709;0.001368
30.07.2025 23:30;-0.000425;-0.000820
30.07.2025 23:45;0.000655;0.001264
31.07.2025 00:00;0.001678;0.003237
31.07.2025 00:15;-0.000388;-0.000748
31.07.2025 00:30;0.000402;0.000775
31.07.2025 00:45;0.000800;0.001544
31.07.2025 01:00;0.000196;0.000378
31.07.2025 01:15;0.000575;0.001109
31.07.2025 01:30;0.000379;0.000732
31.07.2025 01:45;-0.000089;-0.000172
31.07.2025 02:00;0.000558;0.001076
31.07.2025 02:15;-0.000089;-0.000172
31.07.2025 02:30;0.000563;0.001086
31.07.2025 02:45;0.000188;0.000362
31.07.2025 03:00;0.000737;0.001421
31.07.2025 03:15;-0.000346;-0.000667
31.07.2025 03:30;-0.000171;-0.000330
31.07.2025 03:45;0.000922;0.001780
31.07.2025 04:00;0.000756;0.001458
31.07.2025 04:15;-0.000090;-0.000174
31.07.2025 04:30;0.000382;0.000736
31.07.2025 04:45;0.000201;0.000388
31.07.2025 05:00;0.001649;0.003183
31.07.2025 05:15;0.000213;0.000411
31.07.2025 05:30;-0.000209;-0.000403
31.07.2025 05:45;0.001600;0.003088
31.07.2025 06:00;-0.000575;-0.001110
31.07.2025 06:15;0.001777;0.003429
31.07.2025 06:30;0.000782;0.001508
31.07.2025 06:45;0.001568;0.003025
31.07.2025 07:00;0.000792;0.001528
31.07.2025 07:15;-0.000254;-0.000491
31.07.2025 07:30;0.002464;0.004755
31.07.2025 07:45;0.000546;0.001054
31.07.2025 08:00;0.005538;0.010687
31.07.2025 08:15;0.004400;0.008491
31.07.2025 08:30;0.004226;0.008155
31.07.2025 08:45;0.004350;0.008394
31.07.2025 09:00;0.003319;0.006404
31.07.2025 09:15;0.020435;0.039433
31.07.2025 09:30;0.002675;0.005162
31.07.2025 09:45;0.004588;0.008854
31.07.2025 10:00;0.001748;0.003373
31.07.2025 10:15;0.002175;0.004196
31.07.2025 10:30;0.000983;0.001897
31.07.2025 10:45;0.003924;0.007572
31.07.2025 11:00;-0.003773;-0.007280
31.07.2025 11:15;0.002703;0.005215
31.07.2025 11:30;0.002525;0.004873
31.07.2025 11:45;0.001652;0.003187
31.07.2025 12:00;0.001005;0.001939
31.07.2025 12:15;0.001996;0.003852
31.07.2025 12:30;0.000790;0.001524
31.07.2025 12:45;0.001922;0.003708
31.07.2025 13:00;0.001564;0.003017
31.07.2025 13:15;0.001449;0.002796
31.07.2025 13:30;0.000836;0.001613
31.07.2025 13:45;0.003449;0.006655
31.07.2025 14:00;0.004642;0.008958
31.07.2025 14:15;0.000659;0.001271
31.07.2025 14:30;0.000965;0.001863
31.07.2025 14:45;0.001281;0.002471
31.07.2025 15:00;0.003675;0.007091
31.07.2025 15:15;0.001839;0.003548
31.07.2025 15:30;0.003452;0.006662
31.07.2025 15:45;0.001207;0.002330
31.07.2025 16:00;0.000484;0.000935
31.07.2025 16:15;0.005956;0.011493
31.07.2025 16:30;0.007710;0.014878
31.07.2025 16:45;0.007324;0.014133
31.07.2025 17:00;0.000826;0.001594
31.07.2025 17:15;0.002973;0.005737
31.07.2025 17:30;0.008363;0.016138
31.07.2025 17:45;0.001176;0.002270
31.07.2025 18:00;0.000511;0.000985
31.07.2025 18:15;0.003511;0.006775
31.07.2025 18:30;0.006913;0.013340
31.07.2025 18:45;0.000009;0.000018
31.07.2025 19:00;0.003676;0.007094
31.07.2025 19:15;0.003162;0.006102
31.07.2025 19:30;0.006563;0.012665
31.07.2025 19:45;0.006328;0.012211
31.07.2025 20:00;0.003804;0.007341
31.07.2025 20:15;0.002665;0.005143
31.07.2025 20:30;0.003815;0.007362
31.07.2025 20:45;0.003043;0.005872
31.07.2025 21:00;0.002264;0.004368
31.07.2025 21:15;-0.000542;-0.001046
31.07.2025 21:30;0.000765;0.001476
31.07.2025 21:45;0.000733;0.001415
31.07.2025 22:00;0.001077;0.002079
31.07.2025 22:15;0.000703;0.001356
31.07.2025 22:30;-0.000164;-0.000317
31.07.2025 22:45;-0.000641;-0.001237
31.07.2025 23:00;-0.000311;-0.000601
31.07.2025 23:15;0.002560;0.004939
31.07.2025 23:30;0.000006;0.000012
31.07.2025 23:45;0.000918;0.001772
