Datum (MEZ),Residuallast,Day Ahead Auktion (DE-LU)
2025-05-13T14:45+02:00,4361.4,-6.55
2025-05-13T15:00+02:00,5021.1,-3.83
2025-05-13T15:15+02:00,4917.4,-3.83
2025-05-13T15:30+02:00,6530.6,-3.83
2025-05-13T15:45+02:00,7271.6,-3.83
2025-05-13T16:00+02:00,8665.8,0.55
2025-05-13T16:15+02:00,9571.8,0.55
2025-05-13T16:30+02:00,10876.9,0.55
2025-05-13T16:45+02:00,12901.1,0.55
2025-05-13T17:00+02:00,16448.7,74
2025-05-13T17:15+02:00,18477.7,74
2025-05-13T17:30+02:00,21599.8,74
2025-05-13T17:45+02:00,25021.4,74
2025-05-13T18:00+02:00,29316.3,105.23
2025-05-13T18:15+02:00,32632.8,105.23
2025-05-13T18:30+02:00,36416,105.23
2025-05-13T18:45+02:00,39399.3,105.23
2025-05-13T19:00+02:00,42351.5,151.07
2025-05-13T19:15+02:00,44115.9,151.07
2025-05-13T19:30+02:00,45627.2,151.07
2025-05-13T19:45+02:00,46769.2,151.07
2025-05-13T20:00+02:00,47882.4,223.58
2025-05-13T20:15+02:00,48631.9,223.58
2025-05-13T20:30+02:00,48206.8,223.58
2025-05-13T20:45+02:00,47717.4,223.58
2025-05-13T21:00+02:00,47155.6,148.96
2025-05-13T21:15+02:00,47146.6,148.96
2025-05-13T21:30+02:00,46693.4,148.96
2025-05-13T21:45+02:00,45840.7,148.96
2025-05-13T22:00+02:00,44418.9,111.97
2025-05-13T22:15+02:00,43560.6,111.97
2025-05-13T22:30+02:00,42605.7,111.97
2025-05-13T22:45+02:00,41443.9,111.97
2025-05-13T23:00+02:00,40077,102.63
2025-05-13T23:15+02:00,39372.4,102.63
2025-05-13T23:30+02:00,38906.2,102.63
2025-05-13T23:45+02:00,38743.8,102.63
2025-05-14T00:00+02:00,37252,102.78
2025-05-14T00:15+02:00,36713.8,102.78
2025-05-14T00:30+02:00,36372.3,102.78
2025-05-14T00:45+02:00,36319.4,102.78
2025-05-14T01:00+02:00,36309.5,97.3
2025-05-14T01:15+02:00,35938.9,97.3
2025-05-14T01:30+02:00,35772.3,97.3
2025-05-14T01:45+02:00,35623.8,97.3
2025-05-14T02:00+02:00,36138.2,95.41
2025-05-14T02:15+02:00,35900.6,95.41
2025-05-14T02:30+02:00,35920.1,95.41
2025-05-14T02:45+02:00,36013.7,95.41
2025-05-14T03:00+02:00,36081.4,96.96
2025-05-14T03:15+02:00,36205.3,96.96
2025-05-14T03:30+02:00,36111.6,96.96
2025-05-14T03:45+02:00,36214.1,96.96
2025-05-14T04:00+02:00,36602.9,98.56
2025-05-14T04:15+02:00,36702,98.56
2025-05-14T04:30+02:00,36824,98.56
2025-05-14T04:45+02:00,37133.3,98.56
2025-05-14T05:00+02:00,38042.6,103.94
2025-05-14T05:15+02:00,38472.2,103.94
2025-05-14T05:30+02:00,38925.1,103.94
2025-05-14T05:45+02:00,39653.8,103.94
2025-05-14T06:00+02:00,41382.2,128.58
2025-05-14T06:15+02:00,42261.6,128.58
2025-05-14T06:30+02:00,42190.6,128.58
2025-05-14T06:45+02:00,41660,128.58
2025-05-14T07:00+02:00,40881.3,122.51
2025-05-14T07:15+02:00,39588.1,122.51
2025-05-14T07:30+02:00,38337.9,122.51
2025-05-14T07:45+02:00,36088,122.51
2025-05-14T08:00+02:00,33744.8,99.56
2025-05-14T08:15+02:00,31333.9,99.56
2025-05-14T08:30+02:00,28037,99.56
2025-05-14T08:45+02:00,24462.8,99.56
2025-05-14T09:00+02:00,20039.9,70.92
2025-05-14T09:15+02:00,17110.3,70.92
2025-05-14T09:30+02:00,13945,70.92
2025-05-14T09:45+02:00,11285.6,70.92
2025-05-14T10:00+02:00,8488,0.2
2025-05-14T10:15+02:00,6067.2,0.2
2025-05-14T10:30+02:00,4261,0.2
2025-05-14T10:45+02:00,2919.6,0.2
2025-05-14T11:00+02:00,2003,-1.67
2025-05-14T11:15+02:00,1613.2,-1.67
2025-05-14T11:30+02:00,721.8,-1.67
2025-05-14T11:45+02:00,-532,-1.67
2025-05-14T12:00+02:00,267.9,-18.16
2025-05-14T12:15+02:00,-266.2,-18.16
2025-05-14T12:30+02:00,-921.5,-18.16
2025-05-14T12:45+02:00,-646.4,-18.16
2025-05-14T13:00+02:00,-494.3,-29.91
2025-05-14T13:15+02:00,-744.6,-29.91
2025-05-14T13:30+02:00,-685.6,-29.91
2025-05-14T13:45+02:00,-665,-29.91
2025-05-14T14:00+02:00,-37.2,-31.82
2025-05-14T14:15+02:00,1.2,-31.82
2025-05-14T14:30+02:00,51.7,-31.82
2025-05-14T14:45+02:00,-89.4,-31.82
2025-05-14T15:00+02:00,598.2,-12.79
2025-05-14T15:15+02:00,460.2,-12.79
2025-05-14T15:30+02:00,627.3,-12.79
2025-05-14T15:45+02:00,1061.9,-12.79
2025-05-14T16:00+02:00,2427.1,-1.33
2025-05-14T16:15+02:00,3218.6,-1.33
2025-05-14T16:30+02:00,4200.6,-1.33
2025-05-14T16:45+02:00,5227,-1.33
2025-05-14T17:00+02:00,7179.2,30.94
2025-05-14T17:15+02:00,8145.1,30.94
2025-05-14T17:30+02:00,10445.7,30.94
2025-05-14T17:45+02:00,12806.5,30.94
2025-05-14T18:00+02:00,16755.9,91.6
2025-05-14T18:15+02:00,19471.1,91.6
2025-05-14T18:30+02:00,22526.2,91.6
2025-05-14T18:45+02:00,25430.4,91.6
2025-05-14T19:00+02:00,28747.4,114
2025-05-14T19:15+02:00,31533,114
2025-05-14T19:30+02:00,33535,114
2025-05-14T19:45+02:00,34414.4,114
2025-05-14T20:00+02:00,35923.6,158.45
2025-05-14T20:15+02:00,36559.8,158.45
2025-05-14T20:30+02:00,36392.8,158.45
2025-05-14T20:45+02:00,35207.3,158.45
2025-05-14T21:00+02:00,34943.2,132.59
2025-05-14T21:15+02:00,34983.8,132.59
2025-05-14T21:30+02:00,34292,132.59
2025-05-14T21:45+02:00,32586.8,132.59
2025-05-14T22:00+02:00,31921.9,109.08
2025-05-14T22:15+02:00,30679.4,109.08
2025-05-14T22:30+02:00,29827.7,109.08
2025-05-14T22:45+02:00,28438.4,109.08
2025-05-14T23:00+02:00,27323.5,99.86
2025-05-14T23:15+02:00,26539.2,99.86
2025-05-14T23:30+02:00,25559.2,99.86
2025-05-14T23:45+02:00,25143.1,99.86
2025-05-15T00:00+02:00,25147.7,98.06
2025-05-15T00:15+02:00,24625,98.06
2025-05-15T00:30+02:00,23939.2,98.06
2025-05-15T00:45+02:00,23582,98.06
2025-05-15T01:00+02:00,23059.8,89.88
2025-05-15T01:15+02:00,23054.1,89.88
2025-05-15T01:30+02:00,23140.7,89.88
2025-05-15T01:45+02:00,23520.8,89.88
2025-05-15T02:00+02:00,24064,87.8
2025-05-15T02:15+02:00,24365.8,87.8
2025-05-15T02:30+02:00,24506.1,87.8
2025-05-15T02:45+02:00,24583.1,87.8
2025-05-15T03:00+02:00,24885.8,87.63
2025-05-15T03:15+02:00,25054.2,87.63
2025-05-15T03:30+02:00,24950.2,87.63
2025-05-15T03:45+02:00,25294.1,87.63
2025-05-15T04:00+02:00,26293.9,90.28
2025-05-15T04:15+02:00,26758.5,90.28
2025-05-15T04:30+02:00,26907.5,90.28
2025-05-15T04:45+02:00,27368.4,90.28
2025-05-15T05:00+02:00,28960.9,98.94
2025-05-15T05:15+02:00,29319.1,98.94
2025-05-15T05:30+02:00,29907.4,98.94
2025-05-15T05:45+02:00,30876.9,98.94
2025-05-15T06:00+02:00,32873.9,119.9
2025-05-15T06:15+02:00,34257.5,119.9
2025-05-15T06:30+02:00,34485.7,119.9
2025-05-15T06:45+02:00,34753.7,119.9
2025-05-15T07:00+02:00,34580.4,119.91
2025-05-15T07:15+02:00,34703.7,119.91
2025-05-15T07:30+02:00,34129.4,119.91
2025-05-15T07:45+02:00,32807.2,119.91
2025-05-15T08:00+02:00,30992.9,102.06
2025-05-15T08:15+02:00,28930.5,102.06
2025-05-15T08:30+02:00,26243.6,102.06
2025-05-15T08:45+02:00,23155.5,102.06
2025-05-15T09:00+02:00,18220.6,75.65
2025-05-15T09:15+02:00,14513.5,75.65
2025-05-15T09:30+02:00,12247.6,75.65
2025-05-15T09:45+02:00,10302.1,75.65
2025-05-15T10:00+02:00,6743.3,4.58
2025-05-15T10:15+02:00,4845.4,4.58
2025-05-15T10:30+02:00,3939.5,4.58
2025-05-15T10:45+02:00,3654.8,4.58
2025-05-15T11:00+02:00,2431.9,-0.08
2025-05-15T11:15+02:00,1799.7,-0.08
2025-05-15T11:30+02:00,1790.4,-0.08
2025-05-15T11:45+02:00,1992.7,-0.08
2025-05-15T12:00+02:00,1122.6,-4.97
2025-05-15T12:15+02:00,393.8,-4.97
2025-05-15T12:30+02:00,549.2,-4.97
2025-05-15T12:45+02:00,151.9,-4.97
2025-05-15T13:00+02:00,125.2,-14.76
2025-05-15T13:15+02:00,-333.9,-14.76
2025-05-15T13:30+02:00,-671.3,-14.76
2025-05-15T13:45+02:00,-1039.8,-14.76
2025-05-15T14:00+02:00,-761.5,-14.25
2025-05-15T14:15+02:00,-1344.5,-14.25
2025-05-15T14:30+02:00,-835.1,-14.25
2025-05-15T14:45+02:00,-537.7,-14.25
2025-05-15T15:00+02:00,231.7,-6.62
2025-05-15T15:15+02:00,-217.2,-6.62
2025-05-15T15:30+02:00,471.3,-6.62
2025-05-15T15:45+02:00,680.6,-6.62
2025-05-15T16:00+02:00,2607.7,-0.6
2025-05-15T16:15+02:00,2468.8,-0.6
2025-05-15T16:30+02:00,2849.4,-0.6
2025-05-15T16:45+02:00,3582.2,-0.6
2025-05-15T17:00+02:00,5939.2,3.83
2025-05-15T17:15+02:00,7648.5,3.83
2025-05-15T17:30+02:00,9490.8,3.83
2025-05-15T17:45+02:00,11346.4,3.83
2025-05-15T18:00+02:00,14518.3,76.11
2025-05-15T18:15+02:00,17447.6,76.11
2025-05-15T18:30+02:00,20823.8,76.11
2025-05-15T18:45+02:00,23444.1,76.11
2025-05-15T19:00+02:00,27114.3,108.97
2025-05-15T19:15+02:00,30431.3,108.97
2025-05-15T19:30+02:00,33092.9,108.97
2025-05-15T19:45+02:00,34620.8,108.97
2025-05-15T20:00+02:00,36938,130.74
2025-05-15T20:15+02:00,38090.8,130.74
2025-05-15T20:30+02:00,38370.8,130.74
2025-05-15T20:45+02:00,38071.4,130.74
2025-05-15T21:00+02:00,37679.5,125.13
2025-05-15T21:15+02:00,38372,125.13
2025-05-15T21:30+02:00,38008.9,125.13
2025-05-15T21:45+02:00,37041.9,125.13
2025-05-15T22:00+02:00,36302.8,110.49
2025-05-15T22:15+02:00,35620.1,110.49
2025-05-15T22:30+02:00,34745.7,110.49
2025-05-15T22:45+02:00,33605.9,110.49
2025-05-15T23:00+02:00,32444.1,101
2025-05-15T23:15+02:00,31458.9,101
2025-05-15T23:30+02:00,31363.2,101
2025-05-15T23:45+02:00,31225.1,101
2025-05-16T00:00+02:00,31198.7,94.5
2025-05-16T00:15+02:00,30651.7,94.5
2025-05-16T00:30+02:00,30663.5,94.5
2025-05-16T00:45+02:00,30214.8,94.5
2025-05-16T01:00+02:00,29579.7,88.47
2025-05-16T01:15+02:00,29294,88.47
2025-05-16T01:30+02:00,29062.4,88.47
2025-05-16T01:45+02:00,29120,88.47
2025-05-16T02:00+02:00,28740,84.91
2025-05-16T02:15+02:00,28954.3,84.91
2025-05-16T02:30+02:00,29121.5,84.91
2025-05-16T02:45+02:00,29245.8,84.91
2025-05-16T03:00+02:00,29201.1,85
2025-05-16T03:15+02:00,29152.1,85
2025-05-16T03:30+02:00,29274.1,85
2025-05-16T03:45+02:00,29239.5,85
2025-05-16T04:00+02:00,29630.5,88.76
2025-05-16T04:15+02:00,29695.8,88.76
2025-05-16T04:30+02:00,29838.9,88.76
2025-05-16T04:45+02:00,30028.5,88.76
2025-05-16T05:00+02:00,31297.7,98.26
2025-05-16T05:15+02:00,31994,98.26
2025-05-16T05:30+02:00,32688.2,98.26
2025-05-16T05:45+02:00,33473.4,98.26
2025-05-16T06:00+02:00,35527.6,113.18
2025-05-16T06:15+02:00,36606.9,113.18
2025-05-16T06:30+02:00,36742.3,113.18
2025-05-16T06:45+02:00,36690.5,113.18
2025-05-16T07:00+02:00,36486.6,117.6
2025-05-16T07:15+02:00,36347.9,117.6
2025-05-16T07:30+02:00,36091.8,117.6
2025-05-16T07:45+02:00,34680.1,117.6
2025-05-16T08:00+02:00,32953.8,106.66
2025-05-16T08:15+02:00,30104,106.66
2025-05-16T08:30+02:00,27509.7,106.66
2025-05-16T08:45+02:00,24791.1,106.66
2025-05-16T09:00+02:00,21594.3,78.99
2025-05-16T09:15+02:00,19295,78.99
2025-05-16T09:30+02:00,16800.8,78.99
2025-05-16T09:45+02:00,14754,78.99
2025-05-16T10:00+02:00,11016.8,11.11
2025-05-16T10:15+02:00,9037.8,11.11
2025-05-16T10:30+02:00,8595.3,11.11
2025-05-16T10:45+02:00,8166.8,11.11
2025-05-16T11:00+02:00,6390.1,-0.01
2025-05-16T11:15+02:00,5973.8,-0.01
2025-05-16T11:30+02:00,5133.9,-0.01
2025-05-16T11:45+02:00,5342.2,-0.01
2025-05-16T12:00+02:00,4505.2,-3.15
2025-05-16T12:15+02:00,4305.2,-3.15
2025-05-16T12:30+02:00,3583.5,-3.15
2025-05-16T12:45+02:00,3205.8,-3.15
2025-05-16T13:00+02:00,2546.2,-1.97
2025-05-16T13:15+02:00,2715.4,-1.97
2025-05-16T13:30+02:00,2550.4,-1.97
2025-05-16T13:45+02:00,1929.1,-1.97
2025-05-16T14:00+02:00,2055.2,-1.55
2025-05-16T14:15+02:00,2118.3,-1.55
2025-05-16T14:30+02:00,2777.6,-1.55
2025-05-16T14:45+02:00,2455.8,-1.55
2025-05-16T15:00+02:00,3581.4,-0.01
2025-05-16T15:15+02:00,4026.3,-0.01
2025-05-16T15:30+02:00,5222.9,-0.01
2025-05-16T15:45+02:00,5954.6,-0.01
2025-05-16T16:00+02:00,7348.9,2.98
2025-05-16T16:15+02:00,8318.6,2.98
2025-05-16T16:30+02:00,9860.6,2.98
2025-05-16T16:45+02:00,10813.6,2.98
2025-05-16T17:00+02:00,13044.4,69.79
2025-05-16T17:15+02:00,14556.5,69.79
2025-05-16T17:30+02:00,16589.3,69.79
2025-05-16T17:45+02:00,19311,69.79
2025-05-16T18:00+02:00,21888.2,100.05
2025-05-16T18:15+02:00,23680.4,100.05
2025-05-16T18:30+02:00,26228.4,100.05
2025-05-16T18:45+02:00,28536.5,100.05
2025-05-16T19:00+02:00,30926.5,111.81
2025-05-16T19:15+02:00,32826.2,111.81
2025-05-16T19:30+02:00,34739.3,111.81
2025-05-16T19:45+02:00,36280.9,111.81
2025-05-16T20:00+02:00,37035.2,154.91
2025-05-16T20:15+02:00,37540.9,154.91
2025-05-16T20:30+02:00,38348.1,154.91
2025-05-16T20:45+02:00,38067.4,154.91
2025-05-16T21:00+02:00,38246.9,143.23
2025-05-16T21:15+02:00,38451.2,143.23
2025-05-16T21:30+02:00,38555.4,143.23
2025-05-16T21:45+02:00,38206.6,143.23
2025-05-16T22:00+02:00,37389.1,116.08
2025-05-16T22:15+02:00,36946.9,116.08
2025-05-16T22:30+02:00,36284.1,116.08
2025-05-16T22:45+02:00,35348.5,116.08
2025-05-16T23:00+02:00,34550.1,102.08
2025-05-16T23:15+02:00,34193.6,102.08
2025-05-16T23:30+02:00,33515.5,102.08
2025-05-16T23:45+02:00,32933.4,102.08
2025-05-17T00:00+02:00,31363.1,93
2025-05-17T00:15+02:00,30793.5,93
2025-05-17T00:30+02:00,29958.6,93
2025-05-17T00:45+02:00,29344.3,93
2025-05-17T01:00+02:00,28434.5,93.48
2025-05-17T01:15+02:00,28117.2,93.48
2025-05-17T01:30+02:00,28079.6,93.48
2025-05-17T01:45+02:00,27855.2,93.48
2025-05-17T02:00+02:00,27377.5,88.93
2025-05-17T02:15+02:00,27065.8,88.93
2025-05-17T02:30+02:00,26580.3,88.93
2025-05-17T02:45+02:00,26624.7,88.93
2025-05-17T03:00+02:00,26331,88.9
2025-05-17T03:15+02:00,26297.9,88.9
2025-05-17T03:30+02:00,26157.9,88.9
2025-05-17T03:45+02:00,25843.8,88.9
2025-05-17T04:00+02:00,26227.4,89.89
2025-05-17T04:15+02:00,26097.3,89.89
2025-05-17T04:30+02:00,26172.1,89.89
2025-05-17T04:45+02:00,25593.1,89.89
2025-05-17T05:00+02:00,25221.7,93.46
2025-05-17T05:15+02:00,24856.5,93.46
2025-05-17T05:30+02:00,24742.9,93.46
2025-05-17T05:45+02:00,24811.8,93.46
2025-05-17T06:00+02:00,23986.3,91.56
2025-05-17T06:15+02:00,23512.8,91.56
2025-05-17T06:30+02:00,23295,91.56
2025-05-17T06:45+02:00,22764.9,91.56
2025-05-17T07:00+02:00,22057.2,89.85
2025-05-17T07:15+02:00,21813.8,89.85
2025-05-17T07:30+02:00,21423.8,89.85
2025-05-17T07:45+02:00,20782.3,89.85
2025-05-17T08:00+02:00,19469.3,59.11
2025-05-17T08:15+02:00,17949.8,59.11
2025-05-17T08:30+02:00,15586.9,59.11
2025-05-17T08:45+02:00,13518.2,59.11
2025-05-17T09:00+02:00,10390.1,0.86
2025-05-17T09:15+02:00,8446.1,0.86
2025-05-17T09:30+02:00,6835.2,0.86
2025-05-17T09:45+02:00,4337.3,0.86
2025-05-17T10:00+02:00,2717.3,-0.06
2025-05-17T10:15+02:00,929.9,-0.06
2025-05-17T10:30+02:00,385.7,-0.06
2025-05-17T10:45+02:00,281,-0.06
2025-05-17T11:00+02:00,164.3,-4.49
2025-05-17T11:15+02:00,596.6,-4.49
2025-05-17T11:30+02:00,32.8,-4.49
2025-05-17T11:45+02:00,-412.9,-4.49
2025-05-17T12:00+02:00,-1069.1,-4.96
2025-05-17T12:15+02:00,-1400.5,-4.96
2025-05-17T12:30+02:00,-1327,-4.96
2025-05-17T12:45+02:00,-1049.4,-4.96
2025-05-17T13:00+02:00,-120,-10.02
2025-05-17T13:15+02:00,36.5,-10.02
2025-05-17T13:30+02:00,270.4,-10.02
2025-05-17T13:45+02:00,889.2,-10.02
2025-05-17T14:00+02:00,1641.9,-11.27
2025-05-17T14:15+02:00,2182.9,-11.27
2025-05-17T14:30+02:00,2299,-11.27
2025-05-17T14:45+02:00,2850,-11.27
2025-05-17T15:00+02:00,3743,-5.8
2025-05-17T15:15+02:00,4571.8,-5.8
2025-05-17T15:30+02:00,5235.3,-5.8
2025-05-17T15:45+02:00,4791.9,-5.8
2025-05-17T16:00+02:00,5617.3,-0.8
2025-05-17T16:15+02:00,6354.2,-0.8
2025-05-17T16:30+02:00,6669.9,-0.8
2025-05-17T16:45+02:00,7973.5,-0.8
2025-05-17T17:00+02:00,8895.1,5.01
2025-05-17T17:15+02:00,10021.5,5.01
2025-05-17T17:30+02:00,11215,5.01
2025-05-17T17:45+02:00,13366.1,5.01
2025-05-17T18:00+02:00,16502.6,78.77
2025-05-17T18:15+02:00,18141.8,78.77
2025-05-17T18:30+02:00,20298,78.77
2025-05-17T18:45+02:00,22501.1,78.77
2025-05-17T19:00+02:00,26002.5,99.64
2025-05-17T19:15+02:00,27638.2,99.64
2025-05-17T19:30+02:00,29052.6,99.64
2025-05-17T19:45+02:00,30608.5,99.64
2025-05-17T20:00+02:00,32147,121.38
2025-05-17T20:15+02:00,32075.8,121.38
2025-05-17T20:30+02:00,32874.5,121.38
2025-05-17T20:45+02:00,32275.9,121.38
2025-05-17T21:00+02:00,31540.3,130.21
2025-05-17T21:15+02:00,32056,130.21
2025-05-17T21:30+02:00,32322.8,130.21
2025-05-17T21:45+02:00,31874.2,130.21
2025-05-17T22:00+02:00,32036.2,129.9
2025-05-17T22:15+02:00,31612.5,129.9
2025-05-17T22:30+02:00,31418.2,129.9
2025-05-17T22:45+02:00,31227.4,129.9
2025-05-17T23:00+02:00,30850.6,111.6
2025-05-17T23:15+02:00,29739.1,111.6
2025-05-17T23:30+02:00,29305.7,111.6
2025-05-17T23:45+02:00,29139.5,111.6
2025-05-18T00:00+02:00,28067.3,106.73
2025-05-18T00:15+02:00,27744.3,106.73
2025-05-18T00:30+02:00,27392.6,106.73
2025-05-18T00:45+02:00,26955.6,106.73
2025-05-18T01:00+02:00,26369.1,101.49
2025-05-18T01:15+02:00,26485.3,101.49
2025-05-18T01:30+02:00,25818.7,101.49
2025-05-18T01:45+02:00,25676.3,101.49
2025-05-18T02:00+02:00,25397.7,98.57
2025-05-18T02:15+02:00,25679.9,98.57
2025-05-18T02:30+02:00,25473.9,98.57
2025-05-18T02:45+02:00,25183.8,98.57
2025-05-18T03:00+02:00,24922.1,97.4
2025-05-18T03:15+02:00,24765.8,97.4
2025-05-18T03:30+02:00,24842.5,97.4
2025-05-18T03:45+02:00,24818,97.4
2025-05-18T04:00+02:00,25140.9,98.41
2025-05-18T04:15+02:00,24910.7,98.41
2025-05-18T04:30+02:00,25040,98.41
2025-05-18T04:45+02:00,24853.3,98.41
2025-05-18T05:00+02:00,24641.3,97.98
2025-05-18T05:15+02:00,24626.7,97.98
2025-05-18T05:30+02:00,24469.5,97.98
2025-05-18T05:45+02:00,24702.2,97.98
2025-05-18T06:00+02:00,24740.8,91.3
2025-05-18T06:15+02:00,23826.4,91.3
2025-05-18T06:30+02:00,23587.2,91.3
2025-05-18T06:45+02:00,23076.7,91.3
2025-05-18T07:00+02:00,22000.3,87.16
2025-05-18T07:15+02:00,21977.6,87.16
2025-05-18T07:30+02:00,21123.8,87.16
2025-05-18T07:45+02:00,20174,87.16
2025-05-18T08:00+02:00,19034.5,67.86
2025-05-18T08:15+02:00,17793.9,67.86
2025-05-18T08:30+02:00,16190.9,67.86
2025-05-18T08:45+02:00,14633.5,67.86
2025-05-18T09:00+02:00,13187.9,10.1
2025-05-18T09:15+02:00,11227.9,10.1
2025-05-18T09:30+02:00,9594.5,10.1
2025-05-18T09:45+02:00,7789,10.1
2025-05-18T10:00+02:00,6060.4,0
2025-05-18T10:15+02:00,5186.1,0
2025-05-18T10:30+02:00,3902.8,0
2025-05-18T10:45+02:00,3475.3,0
2025-05-18T11:00+02:00,2891.3,-0.2
2025-05-18T11:15+02:00,2853.2,-0.2
2025-05-18T11:30+02:00,3846.4,-0.2
2025-05-18T11:45+02:00,3539.3,-0.2
2025-05-18T12:00+02:00,2650.7,-2
2025-05-18T12:15+02:00,2394.8,-2
2025-05-18T12:30+02:00,1970.4,-2
2025-05-18T12:45+02:00,711.5,-2
2025-05-18T13:00+02:00,222.9,-7.37
2025-05-18T13:15+02:00,-9.6,-7.37
2025-05-18T13:30+02:00,-222.6,-7.37
2025-05-18T13:45+02:00,-704.4,-7.37
2025-05-18T14:00+02:00,404.3,-15
2025-05-18T14:15+02:00,1042.8,-15
2025-05-18T14:30+02:00,1714.9,-15
2025-05-18T14:45+02:00,1755.8,-15
2025-05-18T15:00+02:00,2468.6,-8.97
2025-05-18T15:15+02:00,2553.5,-8.97
2025-05-18T15:30+02:00,3488.9,-8.97
2025-05-18T15:45+02:00,3636.9,-8.97
2025-05-18T16:00+02:00,3937,-0.2
2025-05-18T16:15+02:00,4199,-0.2
2025-05-18T16:30+02:00,4444,-0.2
2025-05-18T16:45+02:00,4846.6,-0.2
2025-05-18T17:00+02:00,6446.2,9.67
2025-05-18T17:15+02:00,8272.5,9.67
2025-05-18T17:30+02:00,10292.4,9.67
2025-05-18T17:45+02:00,12403.6,9.67
2025-05-18T18:00+02:00,15193.3,91.38
2025-05-18T18:15+02:00,17621.5,91.38
2025-05-18T18:30+02:00,20206,91.38
2025-05-18T18:45+02:00,22873.1,91.38
2025-05-18T19:00+02:00,25346.3,108.4
2025-05-18T19:15+02:00,27755.4,108.4
2025-05-18T19:30+02:00,31109.2,108.4
2025-05-18T19:45+02:00,32667.2,108.4
2025-05-18T20:00+02:00,34744,125.17
2025-05-18T20:15+02:00,35358.8,125.17
2025-05-18T20:30+02:00,35764.7,125.17
2025-05-18T20:45+02:00,35900.3,125.17
2025-05-18T21:00+02:00,36273.4,130.47
2025-05-18T21:15+02:00,36923.6,130.47
2025-05-18T21:30+02:00,37229,130.47
2025-05-18T21:45+02:00,37144.3,130.47
2025-05-18T22:00+02:00,36970.8,118.41
2025-05-18T22:15+02:00,36386.8,118.41
2025-05-18T22:30+02:00,35717.1,118.41
2025-05-18T22:45+02:00,34840.5,118.41
2025-05-18T23:00+02:00,34240.8,103.62
2025-05-18T23:15+02:00,33868.2,103.62
2025-05-18T23:30+02:00,32840,103.62
2025-05-18T23:45+02:00,32823.8,103.62
2025-05-19T00:00+02:00,32742.6,110.48
2025-05-19T00:15+02:00,32501.4,110.48
2025-05-19T00:30+02:00,32211.1,110.48
2025-05-19T00:45+02:00,31615.8,110.48
2025-05-19T01:00+02:00,31265.3,102.62
2025-05-19T01:15+02:00,30937.1,102.62
2025-05-19T01:30+02:00,30843.2,102.62
2025-05-19T01:45+02:00,30420.1,102.62
2025-05-19T02:00+02:00,30784.1,96.1
2025-05-19T02:15+02:00,30646.7,96.1
2025-05-19T02:30+02:00,30606.8,96.1
2025-05-19T02:45+02:00,30966.5,96.1
2025-05-19T03:00+02:00,31124.4,92.95
2025-05-19T03:15+02:00,31623.7,92.95
2025-05-19T03:30+02:00,31761.4,92.95
2025-05-19T03:45+02:00,31840.2,92.95
2025-05-19T04:00+02:00,32177.6,98.03
2025-05-19T04:15+02:00,32354.5,98.03
2025-05-19T04:30+02:00,32866.9,98.03
2025-05-19T04:45+02:00,33227.7,98.03
2025-05-19T05:00+02:00,34346.7,109.39
2025-05-19T05:15+02:00,34713.5,109.39
2025-05-19T05:30+02:00,35560.5,109.39
2025-05-19T05:45+02:00,36663.6,109.39
2025-05-19T06:00+02:00,39145.7,131.22
2025-05-19T06:15+02:00,40482.3,131.22
2025-05-19T06:30+02:00,40812.1,131.22
2025-05-19T06:45+02:00,40577.7,131.22
2025-05-19T07:00+02:00,40163.2,137.22
2025-05-19T07:15+02:00,40107.3,137.22
2025-05-19T07:30+02:00,39491.2,137.22
2025-05-19T07:45+02:00,38005.7,137.22
2025-05-19T08:00+02:00,36266.1,113.41
2025-05-19T08:15+02:00,34095.3,113.41
2025-05-19T08:30+02:00,32083.7,113.41
2025-05-19T08:45+02:00,29798.6,113.41
2025-05-19T09:00+02:00,26798.6,93.69
2025-05-19T09:15+02:00,24286.3,93.69
2025-05-19T09:30+02:00,21709,93.69
2025-05-19T09:45+02:00,19169.1,93.69
2025-05-19T10:00+02:00,16551.2,69.59
2025-05-19T10:15+02:00,14811.7,69.59
2025-05-19T10:30+02:00,13595.7,69.59
2025-05-19T10:45+02:00,12622.8,69.59
2025-05-19T11:00+02:00,11661.4,28.56
2025-05-19T11:15+02:00,11471,28.56
2025-05-19T11:30+02:00,11541.9,28.56
2025-05-19T11:45+02:00,11385.2,28.56
2025-05-19T12:00+02:00,10892,12.77
2025-05-19T12:15+02:00,11036.5,12.77
2025-05-19T12:30+02:00,11308.7,12.77
2025-05-19T12:45+02:00,11327.3,12.77
2025-05-19T13:00+02:00,11164.4,5
2025-05-19T13:15+02:00,11521.8,5
2025-05-19T13:30+02:00,11090.2,5
2025-05-19T13:45+02:00,11141.9,5
2025-05-19T14:00+02:00,11594,8
2025-05-19T14:15+02:00,11781.7,8
2025-05-19T14:30+02:00,12114.9,8
2025-05-19T14:45+02:00,12010.8,8
2025-05-19T15:00+02:00,13678.5,28.15
2025-05-19T15:15+02:00,14225.8,28.15
2025-05-19T15:30+02:00,14627.5,28.15
2025-05-19T15:45+02:00,15281.2,28.15
2025-05-19T16:00+02:00,16594.8,72.98
2025-05-19T16:15+02:00,17450.7,72.98
2025-05-19T16:30+02:00,18955.6,72.98
2025-05-19T16:45+02:00,20654.5,72.98
