Datum (MEZ),Consumption,Production,Battery Charging,Battery Discharging,"Battery 
Kostal G2 - SOC","Inverter 
Kostal PLENTICORE plus - currentPower","Inverter 
Kostal PLENTICORE plus - activeDevice","Smart Meter 
Smart-Meter - currentPower","Smart Meter 
Smart-Meter - activeDevice","Heatpump 
Buderus MX400 - currentPower","Heatpump 
Buderus MX400 - activeDevice","Heatpump 
Buderus MX400 - currentWaterTemp"
2025-07-15T12:15:00+02:00,0,0,0,0,0,,,,,,,0
2025-07-15T12:30:00+02:00,0,0,0,0,0,,,,,,,0
2025-07-15T12:45:00+02:00,0,0,0,0,0,,,,,,,0
2025-07-15T13:00:00+02:00,0,313,0,0,0,397,1,0,0,0,0,0
2025-07-15T13:15:00+02:00,0,388,0,0,0,387.67,1,0,0,0,0,0
2025-07-15T13:30:00+02:00,0,305,0,0,0,305,1,0,0,0,0,0
2025-07-15T13:45:00+02:00,0,868,0,0,0,868.33,1,0,0,0,0,0
2025-07-15T14:00:00+02:00,206,1309,963,0,47,1309.33,1,6.67,1,82,1,46.8
2025-07-15T14:15:00+02:00,2400,2636,447,212,49,2635.67,1,4.33,1,2196,1,46.33
2025-07-15T14:30:00+02:00,2001,2005,325,646,48,2005,1,-433.67,1,1877.33,1,50.17
2025-07-15T14:45:00+02:00,2519,4353,1150,0,50,4351,1,-650.5,1,198,1,52
2025-07-15T15:00:00+02:00,1734,3327,1461,0,53,3327,1,-124.67,1,792.67,1,52.37
2025-07-15T15:15:00+02:00,1727,2889,737,0,57,2888.67,1,-418.67,1,25,1,52.8
2025-07-15T15:30:00+02:00,1177,2688,1326,0,60,2688.33,1,-179.67,1,25,1,52.67
2025-07-15T15:45:00+02:00,898,2813,1908,0,64,2813,1,1,1,137.33,1,52.13
2025-07-15T16:00:00+02:00,1937,2692,540,0,67,2692,1,-207.67,1,914,1,52.43
2025-07-15T16:15:00+02:00,991,1341,347,0,68,1341,1,4.67,1,777.33,1,53.5
2025-07-15T16:30:00+02:00,339,955,617,0,69,955.33,1,7,1,42.33,1,54.37
2025-07-15T16:45:00+02:00,262,797,531,0,70,797,1,3.67,1,25,1,54.33
2025-07-15T17:00:00+02:00,185,1426,1243,0,72,1426,1,8,1,25,1,53.77
2025-07-15T17:15:00+02:00,202,1101,899,0,74,1100.67,1,8.33,1,25,1,53.4
2025-07-15T17:30:00+02:00,176,1913,1737,0,77,1913.33,1,5,1,25,1,53.17
2025-07-15T17:45:00+02:00,248,1238,999,0,79,1237.67,1,15.33,1,25,1,53.07
2025-07-15T18:00:00+02:00,720,936,410,194,80,935.67,1,2,1,462.33,1,52.83
2025-07-15T18:15:00+02:00,712,1020,454,145,81,1019.67,1,1.67,1,478,1,52.73
2025-07-15T18:30:00+02:00,582,764,331,153,81,764,1,2,1,413.33,1,52.97
2025-07-15T18:45:00+02:00,289,643,380,25,82,643,1,5,1,97,1,53.2
2025-07-15T19:00:00+02:00,288,380,166,82,82,379.67,1,-0.67,1,25,1,53.1
2025-07-15T19:15:00+02:00,375,284,36,131,82,284,1,-3.33,1,25,1,52.6
2025-07-15T19:30:00+02:00,246,241,20,27,82,241,1,2,1,25,1,52.17
2025-07-15T19:45:00+02:00,359,257,0,93,82,256.67,1,2,1,25,1,52
2025-07-15T20:00:00+02:00,375,177,0,192,81,176.67,1,-0.33,1,25,1,51.9
2025-07-15T20:15:00+02:00,254,126,0,121,81,125.67,1,0.33,1,25,1,51.77
2025-07-15T20:30:00+02:00,317,91,0,220,81,90.67,1,-1,1,25,1,51.6
2025-07-15T20:45:00+02:00,379,68,0,304,80,68.33,1,-1.33,1,25,1,51.37
2025-07-15T21:00:00+02:00,371,18,0,344,80,18.33,1,0.33,1,25,1,51.17
2025-07-15T21:15:00+02:00,392,8,0,382,79,8,1,-5.33,1,25,1,50.93
2025-07-15T21:30:00+02:00,379,0,0,378,78,0,0,-7,1,25,1,50.77
2025-07-15T21:45:00+02:00,320,0,0,321,78,0,0,-7.33,1,25,1,50.53
2025-07-15T22:00:00+02:00,231,0,0,230,77,0,0,-5.33,1,25,1,50.33
2025-07-15T22:15:00+02:00,264,0,0,264,77,0,0,-6,1,25,1,50.17
2025-07-15T22:30:00+02:00,316,0,0,317,76,0,0,-7.67,1,25,1,50
2025-07-15T22:45:00+02:00,301,0,0,302,75,0,0,-7.33,1,25,1,49.8
2025-07-15T23:00:00+02:00,271,0,0,271,75,0,0,-6,1,25,1,49.6
2025-07-15T23:15:00+02:00,299,0,0,299,74,0,0,-6.67,1,25,1,49.43
2025-07-15T23:30:00+02:00,273,0,0,272,74,0,0,-5.67,1,25,1,49.27
2025-07-15T23:45:00+02:00,192,0,0,188,73,0,0,-2,1,25,1,49.1
2025-07-16T00:00:00+02:00,143,0,0,96,73,0,0,38.67,1,25,1,48.9
2025-07-16T00:15:00+02:00,101,0,0,58,73,0,0,35.33,1,25,1,48.73
2025-07-16T00:30:00+02:00,94,0,0,57,73,0,0,29,1,25,1,48.57
2025-07-16T00:45:00+02:00,104,0,0,61,72,0,0,37.67,1,25,1,48.37
2025-07-16T01:00:00+02:00,111,0,0,63,72,0,0,39.33,1,25,1,48.23
2025-07-16T01:15:00+02:00,97,0,0,59,72,0,0,32,1,25,1,48.03
2025-07-16T01:30:00+02:00,92,0,0,57,71,0,0,30.33,1,25,1,47.87
2025-07-16T01:45:00+02:00,99,0,0,60,71,0,0,31.33,1,25,1,47.7
2025-07-16T02:00:00+02:00,93,0,0,57,71,0,0,30.67,1,25,1,47.5
2025-07-16T02:15:00+02:00,100,0,0,57,71,0,0,35.67,1,25,1,47.27
2025-07-16T02:30:00+02:00,118,0,0,67,70,0,0,42.67,1,25,1,47.1
2025-07-16T02:45:00+02:00,117,0,0,66,70,0,0,44.33,1,25,1,46.93
2025-07-16T03:00:00+02:00,100,0,0,58,70,0,0,35.67,1,25,1,46.77
2025-07-16T03:15:00+02:00,95,0,0,58,69,0,0,32,1,25,1,46.63
2025-07-16T03:30:00+02:00,95,0,0,58,69,0,0,30.67,1,25,1,46.47
2025-07-16T03:45:00+02:00,89,0,0,57,69,0,0,26.67,1,25,1,46.3
2025-07-16T04:00:00+02:00,100,0,0,59,69,0,0,34,1,25,1,46.13
2025-07-16T04:15:00+02:00,114,0,0,61,68,0,0,44.33,1,25,1,45.97
2025-07-16T04:30:00+02:00,108,0,0,61,68,0,0,39.67,1,25,1,45.83
2025-07-16T04:45:00+02:00,102,13,0,57,68,13.33,1,27.67,1,25,1,45.67
2025-07-16T05:00:00+02:00,112,20,0,57,68,20,1,29.67,1,25,1,45.53
2025-07-16T05:15:00+02:00,107,15,0,57,67,15,1,29,1,25,1,45.37
2025-07-16T05:30:00+02:00,107,18,0,57,67,18,1,25.33,1,25,1,45.23
2025-07-16T05:45:00+02:00,141,35,0,62,67,35,1,35.67,1,25,1,45.07
2025-07-16T06:00:00+02:00,147,57,0,60,67,57,1,25.67,1,25,1,44.93
2025-07-16T06:15:00+02:00,172,110,0,53,67,110,1,4,1,25,1,44.8
2025-07-16T06:30:00+02:00,458,258,0,54,66,258.33,1,141.33,1,25,1,44.67
2025-07-16T06:45:00+02:00,213,162,0,47,66,162.33,1,-3.33,1,25,1,44.53
2025-07-16T07:00:00+02:00,280,265,0,24,66,265.33,1,-18,1,25,1,44.37
2025-07-16T07:15:00+02:00,727,293,0,459,66,293,1,-30.67,1,524.33,1,44.07
2025-07-16T07:30:00+02:00,2911,280,0,2657,62,279.67,1,-33.67,1,2612.67,1,45.13
2025-07-16T07:45:00+02:00,2372,402,0,2017,57,401.67,1,-54.67,1,2136.33,1,49.87
2025-07-16T08:00:00+02:00,642,603,0,280,56,603,1,-245.33,1,470,1,51.9
2025-07-16T08:15:00+02:00,619,544,0,346,55,544.33,1,-275.33,1,475.33,1,52.13
2025-07-16T08:30:00+02:00,586,823,0,188,55,823.33,1,-429.33,1,476.67,1,52.3
2025-07-16T08:45:00+02:00,291,935,0,60,55,935,1,-704.33,1,138.67,1,52.47
2025-07-16T09:00:00+02:00,739,741,0,202,54,741.33,1,-207.67,1,374.33,1,52.57
2025-07-16T09:15:00+02:00,870,943,0,307,53,942.67,1,-384.67,1,479.33,1,52.63
2025-07-16T09:30:00+02:00,673,1328,0,102,53,1321,1,-621.33,1,489.33,1,52.73
2025-07-16T09:45:00+02:00,543,1263,0,40,53,1253.67,1,-643.67,1,476.67,1,52.9
2025-07-16T10:00:00+02:00,588,749,119,235,53,714,1,-146.67,1,480,1,53.07
2025-07-16T10:15:00+02:00,497,934,262,0,53,1125,1,-806.67,1,25,1,53.17
2025-07-16T10:30:00+02:00,948,1278,72,17,54,1360,1,-707,1,442,1,52.97
2025-07-16T10:45:00+02:00,903,1400,59,45,55,1556.67,1,-908.67,1,327.67,1,52.97
2025-07-16T11:00:00+02:00,999,1456,92,3,55,1675.67,1,-1097.33,1,206.67,1,53.13
2025-07-16T11:15:00+02:00,978,2340,87,0,56,2667.33,1,-2200.33,1,28.33,1,53.07
2025-07-16T11:30:00+02:00,2107,3289,79,0,57,3614.33,1,-2055.33,1,1229,1,53.07
2025-07-16T11:45:00+02:00,1394,1698,121,0,58,1934.67,1,-1068.33,1,554.33,1,54.4
2025-07-16T12:00:00+02:00,1063,1244,115,0,59,1552.67,1,-1159.33,1,25,1,55
2025-07-16T12:15:00+02:00,1306,2450,96,0,60,2876,1,-2412.33,1,25,1,54.77
2025-07-16T12:30:00+02:00,1393,3029,100,0,62,3485.67,1,-2892.33,1,25,1,54.27
2025-07-16T12:45:00+02:00,1721,3265,93,0,64,3593.67,1,-2696.33,1,26.33,1,53.87
2025-07-16T13:00:00+02:00,2152,3666,208,0,65,3989.33,1,-2547.67,1,25,1,53.67
2025-07-16T13:15:00+02:00,2054,2096,71,81,66,2187.33,1,-256.67,1,25,1,53.6
2025-07-16T13:30:00+02:00,1361,1941,121,0,67,2296.33,1,-1811.33,1,25,1,53.43
2025-07-16T13:45:00+02:00,1738,2167,92,16,68,2306,1,-1042,1,25,1,53.2
2025-07-16T14:00:00+02:00,1723,2567,194,0,69,2781.67,1,-1522.33,1,25,1,53
2025-07-16T14:15:00+02:00,1435,2976,87,0,70,3319,1,-2352.67,1,25,1,52.77
2025-07-16T14:30:00+02:00,1381,3076,105,0,71,3330,1,-2685,1,25,1,52.57
2025-07-16T14:45:00+02:00,1218,1982,93,0,72,2295.33,1,-1703,1,106,1,52.3
2025-07-16T15:00:00+02:00,2272,1446,8,833,71,1290.33,1,820.33,1,353.67,1,51.3
2025-07-16T15:15:00+02:00,532,1379,969,116,71,1631.67,1,-1009.67,1,25,1,50.87
2025-07-16T15:30:00+02:00,137,1784,1654,0,74,2049.67,1,-1727.33,1,25,1,50.8
2025-07-16T15:45:00+02:00,495,2284,1788,0,77,2800,1,-2148.33,1,107,1,50.73
2025-07-16T16:00:00+02:00,1265,2315,1040,0,80,2547.33,1,-1166.33,1,1064.33,1,50.97
2025-07-16T16:15:00+02:00,1732,2867,975,0,82,3372,1,-1990.67,1,881.67,1,52.3
2025-07-16T16:30:00+02:00,1236,2083,832,0,84,2248.67,1,-810,1,917,1,53.73
2025-07-16T16:45:00+02:00,855,2079,1114,0,87,2079,1,-102.33,1,102,1,54.77
2025-07-16T17:00:00+02:00,234,1457,1227,0,89,1457.33,1,10.67,1,25,1,54.73
2025-07-16T17:15:00+02:00,267,1181,918,0,91,1180.67,1,10.33,1,25,1,54.3
2025-07-16T17:30:00+02:00,274,1378,438,2,96,1378,1,-663,1,25,1,53.8
2025-07-16T17:45:00+02:00,225,882,0,5,100,882,1,-662,1,25,1,53.57
2025-07-16T18:00:00+02:00,158,319,0,4,100,319,1,-165.33,1,25,1,53.47
2025-07-16T18:15:00+02:00,110,285,0,4,100,285,1,-178.33,1,25,1,53.3
2025-07-16T18:30:00+02:00,130,358,0,4,100,357.67,1,-231.67,1,25,1,53.1
2025-07-16T18:45:00+02:00,538,313,0,352,99,313.33,1,-131,1,448.67,1,52.67
2025-07-16T19:00:00+02:00,542,222,0,395,99,222,1,-78.33,1,466.67,1,52.07
2025-07-16T19:15:00+02:00,196,190,0,46,98,190,1,-44.67,1,25,1,52.3
2025-07-16T19:30:00+02:00,189,135,0,44,98,135,1,2,1,25,1,52.1
2025-07-16T19:45:00+02:00,128,74,0,65,98,74.33,1,-16.33,1,25.67,1,51.8
2025-07-16T20:00:00+02:00,532,93,0,444,97,92.67,1,-12.33,1,455.33,1,51.63
2025-07-16T20:15:00+02:00,120,59,0,54,97,58.67,1,-0.33,1,25,1,51.6
2025-07-16T20:30:00+02:00,113,18,0,88,97,18.33,1,-0.67,1,25,1,51.23
2025-07-16T20:45:00+02:00,127,23,0,84,97,23,1,12,1,25,1,50.97
2025-07-16T21:00:00+02:00,130,35,0,56,96,35.33,1,33,1,25,1,50.73
2025-07-16T21:15:00+02:00,114,18,0,58,96,17.67,1,30.67,1,25,1,50.53
2025-07-16T21:30:00+02:00,95,9,0,55,96,9,1,25,1,25,1,50.37
2025-07-16T21:45:00+02:00,100,12,0,55,96,11.67,1,28.67,1,25,1,50.2
2025-07-16T22:00:00+02:00,97,9,0,55,96,9.33,1,27,1,25,1,50.03
2025-07-16T22:15:00+02:00,95,5,0,55,96,4.67,1,30,1,25,1,49.8
2025-07-16T22:30:00+02:00,103,0,0,60,95,0,0,36.33,1,25,1,49.63
2025-07-16T22:45:00+02:00,108,0,0,63,95,0,0,36.67,1,25,1,49.43
2025-07-16T23:00:00+02:00,102,0,0,57,95,0,0,37.67,1,25,1,49.3
2025-07-16T23:15:00+02:00,94,0,0,56,95,0,0,32.67,1,25,1,49.07
2025-07-16T23:30:00+02:00,87,0,0,55,94,0,0,26.33,1,25,1,48.93
2025-07-16T23:45:00+02:00,86,0,0,55,94,0,0,26,1,25,1,48.77
2025-07-17T00:00:00+02:00,89,0,0,48,94,0,0,35,1,25,1,48.6
2025-07-17T00:15:00+02:00,95,0,0,56,94,0,0,33,1,25,1,48.43
2025-07-17T00:30:00+02:00,101,0,0,58,94,0,0,34.33,1,25,1,48.23
2025-07-17T00:45:00+02:00,100,0,0,57,93,0,0,35,1,25,1,48.1
2025-07-17T01:00:00+02:00,84,0,0,55,93,0,0,24.67,1,25,1,47.93
2025-07-17T01:15:00+02:00,87,0,0,55,93,0,0,26.67,1,25,1,47.77
2025-07-17T01:30:00+02:00,87,0,0,56,93,0,0,25.67,1,25,1,47.57
2025-07-17T01:45:00+02:00,89,0,0,55,93,0,0,28.67,1,25,1,47.33
2025-07-17T02:00:00+02:00,99,0,0,58,93,0,0,34.33,1,25,1,47.13
2025-07-17T02:15:00+02:00,102,0,0,59,92,0,0,35,1,25,1,46.97
2025-07-17T02:30:00+02:00,96,0,0,57,92,0,0,33.33,1,25,1,46.83
2025-07-17T02:45:00+02:00,86,0,0,55,92,0,0,27,1,25,1,46.63
2025-07-17T03:00:00+02:00,88,0,0,55,92,0,0,27.67,1,25,1,46.47
2025-07-17T03:15:00+02:00,89,0,0,56,92,0,0,28.67,1,25,1,46.33
2025-07-17T03:30:00+02:00,89,0,0,55,92,0,0,28.67,1,25,1,46.17
2025-07-17T03:45:00+02:00,105,0,0,59,91,0,0,40.33,1,25,1,46
2025-07-17T04:00:00+02:00,102,0,0,60,91,0,0,34,1,25,1,45.87
2025-07-17T04:15:00+02:00,93,0,0,56,91,0,0,32.33,1,25,1,45.73
2025-07-17T04:30:00+02:00,87,0,0,55,91,0,0,27.67,1,25,1,45.57
2025-07-17T04:45:00+02:00,97,7,0,55,91,7.33,1,28.33,1,25,1,45.43
2025-07-17T05:00:00+02:00,100,9,0,56,90,9.33,1,29.33,1,25,1,45.27
2025-07-17T05:15:00+02:00,167,6,0,137,90,6,1,7.67,1,71.33,1,45.1
2025-07-17T05:30:00+02:00,2323,4,0,2345,88,4,1,-32.33,1,2073.67,1,45.03
2025-07-17T05:45:00+02:00,2972,2,0,2998,82,2,1,-34,1,2759.67,1,48.8
2025-07-17T06:00:00+02:00,194,11,0,178,80,10.67,1,-1,1,153.67,1,51.73
2025-07-17T06:15:00+02:00,99,39,0,53,80,39,1,0.33,1,25,1,51.77
2025-07-17T06:30:00+02:00,123,83,0,35,80,83.33,1,-2.67,1,25,1,51.47
2025-07-17T06:45:00+02:00,1008,253,0,816,79,253.33,1,-67.67,1,451,1,51.07
2025-07-17T07:00:00+02:00,584,451,0,350,78,451.33,1,-222.33,1,457.33,1,51.1
2025-07-17T07:15:00+02:00,499,455,0,213,77,455.33,1,-172,1,319.67,1,51.23
2025-07-17T07:30:00+02:00,312,407,0,91,77,406.67,1,-189.33,1,168.67,1,51.37
2025-07-17T07:45:00+02:00,258,625,0,90,77,624.67,1,-457.67,1,203.33,1,51.3
2025-07-17T08:00:00+02:00,376,726,0,139,76,725.67,1,-490.33,1,319.67,1,51.17
2025-07-17T08:15:00+02:00,500,643,0,203,76,642.67,1,-347,1,430.67,1,51.3
2025-07-17T08:30:00+02:00,632,766,0,236,75,766.33,1,-374.67,1,461,1,51.43
2025-07-17T08:45:00+02:00,895,990,0,113,75,990.33,1,-210.33,1,25,1,51.47
2025-07-17T09:00:00+02:00,1823,1356,0,131,73,1355.67,1,329,1,25,1,51.1
2025-07-17T09:15:00+02:00,1136,1430,0,64,72,1429.67,1,-366,1,450.33,1,50.67
2025-07-17T09:30:00+02:00,636,1629,0,0,72,1629.33,1,-994.67,1,456.33,1,50.77
2025-07-17T09:45:00+02:00,411,1551,0,76,72,1551,1,-1217,1,202.67,1,51
2025-07-17T10:00:00+02:00,619,799,178,103,72,799,1,-102,1,320.67,1,51.13
2025-07-17T10:15:00+02:00,1197,2546,164,0,73,2545.67,1,-1177,1,428.33,1,51.3
2025-07-17T10:30:00+02:00,1025,2877,82,0,74,2877,1,-1761.67,1,25,1,51.27
2025-07-17T10:45:00+02:00,1106,2812,144,0,75,2811.67,1,-1556.67,1,198.33,1,50.83
2025-07-17T11:00:00+02:00,875,2449,64,0,75,2449.33,1,-1517,1,389.33,1,50.97
2025-07-17T11:15:00+02:00,687,4611,60,0,76,4611.33,1,-3867,1,430.33,1,51.23
2025-07-17T11:30:00+02:00,1493,5187,58,0,76,5187,1,-3630.33,1,25,1,51.23
2025-07-17T11:45:00+02:00,627,3806,60,0,76,3805.67,1,-3117,1,203.67,1,50.87
2025-07-17T12:00:00+02:00,2300,6326,14,18,76,6326,1,-4026.67,1,2005.67,1,51.63
2025-07-17T12:15:00+02:00,1438,4383,12,8,76,4383.33,1,-2939,1,1034.67,1,54.53
2025-07-17T12:30:00+02:00,285,1995,0,0,76,1995,1,-1710.67,1,25,1,55.4
2025-07-17T12:45:00+02:00,339,4449,46,0,76,4449.33,1,-4073.33,1,25,1,55.2
2025-07-17T13:00:00+02:00,243,2381,2,0,76,2380.67,1,-2141.67,1,25,1,54.73
2025-07-17T13:15:00+02:00,182,6719,64,0,77,6719,1,-6484.67,1,25,1,54.4
2025-07-17T13:30:00+02:00,193,3921,20,0,77,3920.67,1,-3770.67,1,25,1,54.13
2025-07-17T13:45:00+02:00,115,2189,0,0,77,2188.67,1,-2086.33,1,25,1,53.97
2025-07-17T14:00:00+02:00,348,4301,260,0,77,4301,1,-3705.67,1,25,1,53.83
2025-07-17T14:15:00+02:00,484,5447,216,0,78,5446.67,1,-4776,1,25,1,53.6
2025-07-17T14:30:00+02:00,551,3476,97,0,79,3476.33,1,-2836.33,1,25,1,53.4
2025-07-17T14:45:00+02:00,778,5359,74,106,80,5359,1,-4618.67,1,25,1,53.1
2025-07-17T15:00:00+02:00,1247,5467,63,40,81,5467,1,-4193.33,1,503,1,52.8
2025-07-17T15:15:00+02:00,1296,4734,159,14,81,4733.67,1,-3299,1,422,1,52
2025-07-17T15:30:00+02:00,1399,4267,84,0,82,4267.33,1,-2777.33,1,293.33,1,52.53
2025-07-17T15:45:00+02:00,1470,5025,84,0,83,5025.33,1,-3464.33,1,208.67,1,52.67
2025-07-17T16:00:00+02:00,1991,4212,87,0,84,4212,1,-2126,1,1062,1,52.97
2025-07-17T16:15:00+02:00,817,3859,76,0,85,3859.33,1,-2957.67,1,25,1,53.63
2025-07-17T16:30:00+02:00,793,3996,83,0,86,3996.33,1,-3113.67,1,25,1,53.53
2025-07-17T16:45:00+02:00,892,2641,79,0,87,2641.33,1,-1663,1,29.67,1,53.1
2025-07-17T17:00:00+02:00,803,1539,681,26,87,1539.33,1,-79.33,1,465,1,52.97
2025-07-17T17:15:00+02:00,1365,3232,1662,0,90,3232.33,1,-197.67,1,935.33,1,53.37
2025-07-17T17:30:00+02:00,417,1572,1141,0,93,1572,1,-8,1,25,1,53.9
2025-07-17T17:45:00+02:00,291,2433,2109,0,96,2432.67,1,-25.67,1,25,1,53.8
2025-07-17T18:00:00+02:00,211,2005,1783,0,99,2005,1,-5.33,1,25,1,53.37
2025-07-17T18:15:00+02:00,190,1764,1095,1,99,1764.33,1,-474.33,1,25,1,53
2025-07-17T18:30:00+02:00,220,1339,0,5,100,1338.67,1,-1124,1,25,1,52.83
2025-07-17T18:45:00+02:00,385,939,0,88,100,938.67,1,-643.33,1,203.33,1,52.63
2025-07-17T19:00:00+02:00,498,528,0,165,99,527.67,1,-197.33,1,305.67,1,52.3
2025-07-17T19:15:00+02:00,679,330,0,389,98,330.33,1,-43.67,1,451,1,52.47
2025-07-17T19:30:00+02:00,271,227,0,39,98,226.67,1,-1.33,1,25,1,52.47
2025-07-17T19:45:00+02:00,206,167,0,33,98,167,1,1.33,1,25,1,52
2025-07-17T20:00:00+02:00,211,135,0,68,98,135.33,1,1.67,1,25,1,51.6
2025-07-17T20:15:00+02:00,208,107,0,95,98,107.33,1,0.33,1,25,1,51.43
2025-07-17T20:30:00+02:00,201,86,0,108,98,86,1,-0.67,1,25,1,51.3
2025-07-17T20:45:00+02:00,187,74,0,79,98,74,1,27.67,1,25,1,51.2
2025-07-17T21:00:00+02:00,168,73,0,66,97,73.33,1,23,1,25,1,51
2025-07-17T21:15:00+02:00,149,49,0,63,97,48.67,1,31.33,1,25,1,50.7
2025-07-17T21:30:00+02:00,159,52,0,59,97,52.33,1,39.67,1,25,1,50.47
2025-07-17T21:45:00+02:00,169,57,0,65,96,56.67,1,42.33,1,25,1,50.27
2025-07-17T22:00:00+02:00,166,52,0,66,96,52.33,1,42.67,1,25,1,50.1
2025-07-17T22:15:00+02:00,147,23,0,68,96,23.33,1,49.33,1,25,1,49.93
2025-07-17T22:30:00+02:00,114,0,0,63,95,0,0,45,1,25,1,49.73
2025-07-17T22:45:00+02:00,102,0,0,58,95,0,0,37,1,25,1,49.57
2025-07-17T23:00:00+02:00,95,0,0,58,95,0,0,29.67,1,25,1,49.37
2025-07-17T23:15:00+02:00,83,0,0,55,94,0,0,23,1,25,1,49.17
2025-07-17T23:30:00+02:00,85,0,0,56,94,0,0,25.33,1,25,1,48.97
2025-07-17T23:45:00+02:00,85,0,0,53,94,0,0,27,1,25,1,48.8
2025-07-18T00:00:00+02:00,90,0,0,51,94,0,0,33,1,25,1,48.63
2025-07-18T00:15:00+02:00,102,0,0,56,94,0,0,38,1,25,1,48.43
2025-07-18T00:30:00+02:00,98,0,0,57,93,0,0,33.33,1,25,1,48.23
2025-07-18T00:45:00+02:00,87,0,0,54,93,0,0,27,1,25,1,48.07
2025-07-18T01:00:00+02:00,87,0,0,55,93,0,0,27,1,25,1,47.87
2025-07-18T01:15:00+02:00,87,0,0,55,93,0,0,25,1,25,1,47.73
2025-07-18T01:30:00+02:00,88,0,0,54,93,0,0,29.33,1,25,1,47.5
2025-07-18T01:45:00+02:00,92,0,0,54,93,0,0,32.67,1,25,1,47.27
2025-07-18T02:00:00+02:00,102,0,0,60,92,0,0,34.67,1,25,1,47.07
2025-07-18T02:15:00+02:00,97,0,0,54,92,0,0,35.67,1,25,1,46.9
2025-07-18T02:30:00+02:00,87,0,0,54,92,0,0,27.33,1,25,1,46.7
2025-07-18T02:45:00+02:00,88,0,0,54,92,0,0,29,1,25,1,46.53
2025-07-18T03:00:00+02:00,85,0,0,53,92,0,0,25.67,1,25,1,46.37
2025-07-18T03:15:00+02:00,86,0,0,54,91,0,0,27.67,1,25,1,46.2
2025-07-18T03:30:00+02:00,99,0,0,58,91,0,0,37,1,25,1,46.03
2025-07-18T03:45:00+02:00,102,0,0,60,91,0,0,36.67,1,25,1,45.87
2025-07-18T04:00:00+02:00,95,0,0,54,91,0,0,33.33,1,25,1,45.67
2025-07-18T04:15:00+02:00,85,0,0,55,91,0,0,25.67,1,25,1,45.53
2025-07-18T04:30:00+02:00,86,0,0,55,90,0,0,25.67,1,25,1,45.37
2025-07-18T04:45:00+02:00,93,8,0,53,90,8,1,25.67,1,25,1,45.2
2025-07-18T05:00:00+02:00,102,16,0,54,90,16.33,1,27.33,1,25,1,45.03
2025-07-18T05:15:00+02:00,132,32,0,57,90,32.33,1,35.67,1,25,1,44.87
2025-07-18T05:30:00+02:00,130,34,0,54,90,33.67,1,34,1,25,1,44.7
2025-07-18T05:45:00+02:00,110,23,0,55,90,23.33,1,27,1,25,1,44.53
2025-07-18T06:00:00+02:00,112,34,0,53,89,34,1,20.67,1,25,1,44.37
2025-07-18T06:15:00+02:00,140,102,0,46,89,102,1,-13.67,1,25,1,44.27
2025-07-18T06:30:00+02:00,181,207,0,48,89,207.33,1,-77.67,1,25,1,44.07
2025-07-18T06:45:00+02:00,1365,429,0,865,88,429.33,1,64,1,997,1,43.63
2025-07-18T07:00:00+02:00,2979,249,0,2761,84,249,1,-37.33,1,2795.33,1,45.63
2025-07-18T07:15:00+02:00,1916,180,0,1758,80,179.67,1,-28.33,1,1762.67,1,50.33
2025-07-18T07:30:00+02:00,136,188,0,8,79,188,1,-62.67,1,25,1,51.6
2025-07-18T07:45:00+02:00,533,255,0,342,79,255.33,1,-68,1,454.33,1,51.57
2025-07-18T08:00:00+02:00,413,466,0,201,78,466.33,1,-257,1,340.33,1,51.5
2025-07-18T08:15:00+02:00,369,675,0,143,78,675.33,1,-453.33,1,316,1,51.6
2025-07-18T08:30:00+02:00,418,914,0,117,77,914,1,-615.67,1,322.67,1,51.7
2025-07-18T08:45:00+02:00,590,1220,0,98,77,1220,1,-731,1,450.67,1,51.87
2025-07-18T09:00:00+02:00,621,965,0,141,77,965.33,1,-490.33,1,470.67,1,52
2025-07-18T09:15:00+02:00,543,882,0,194,76,881.67,1,-536.33,1,473.33,1,52.1
2025-07-18T09:30:00+02:00,626,1123,0,100,76,1123.33,1,-599.33,1,476.33,1,52.33
2025-07-18T09:45:00+02:00,1252,1284,0,289,75,1283.67,1,-325.33,1,478.33,1,52.57
2025-07-18T10:00:00+02:00,1089,1634,158,69,75,1634.33,1,-451.67,1,641.67,1,52.8
2025-07-18T10:15:00+02:00,1570,2174,162,0,76,2174,1,-435,1,862.33,1,53.7
2025-07-18T10:30:00+02:00,1774,2610,75,0,77,2610,1,-756.33,1,875,1,55.1
2025-07-18T10:45:00+02:00,1927,3027,77,0,78,3027,1,-1016.33,1,1086.67,1,56.5
2025-07-18T11:00:00+02:00,2416,4065,74,0,79,4065,1,-1569.33,1,1704,1,58.63
2025-07-18T11:15:00+02:00,1186,5079,68,0,80,5078.67,1,-3816.67,1,525.67,1,60.77
2025-07-18T11:30:00+02:00,711,5231,73,0,80,5231.33,1,-4440.33,1,25,1,60.97
2025-07-18T11:45:00+02:00,699,5659,74,0,81,5658.67,1,-4879.33,1,25,1,60.53
2025-07-18T12:00:00+02:00,775,5919,71,0,82,5918.67,1,-5067.33,1,25,1,59.93
2025-07-18T12:15:00+02:00,738,6124,68,0,83,6124.33,1,-5312.67,1,25,1,59.6
2025-07-18T12:30:00+02:00,701,6177,68,0,84,6177.33,1,-5402.33,1,25,1,59.33
2025-07-18T12:45:00+02:00,696,6266,67,0,84,6266,1,-5496,1,25,1,59.17
