Datum (MEZ),Consumption,Production,Battery Charging,Battery Discharging,"Battery 
Kostal G2 - SOC","Inverter 
Kostal PLENTICORE plus - currentPower","Inverter 
Kostal PLENTICORE plus - activeDevice","Smart Meter 
Smart-Meter - currentPower","Smart Meter 
Smart-Meter - activeDevice","Heatpump 
Buderus MX400 - currentPower","Heatpump 
Buderus MX400 - activeDevice","Heatpump 
Buderus MX400 - currentWaterTemp"
2025-07-29T16:45:00+02:00,2794,5741,2962,0,99,4356,1,-4567.67,1,25,1,54.53
2025-07-29T17:00:00+02:00,951,3813,24,4,100,3838.33,1,-3621,1,25,1,54.3
2025-07-29T17:15:00+02:00,183,3578,0,7,100,3576,1,-3396,1,25,1,54.03
2025-07-29T17:30:00+02:00,142,2962,0,7,100,2958.67,1,-2822,1,25,1,53.87
2025-07-29T17:45:00+02:00,114,2358,0,6,100,2358.33,1,-2254,1,25,1,53.63
2025-07-29T18:00:00+02:00,106,1948,0,6,100,1946.67,1,-1846,1,25,1,53.47
2025-07-29T18:15:00+02:00,100,1503,0,6,100,1502.33,1,-1409,1,25,1,53.27
2025-07-29T18:30:00+02:00,140,1160,0,6,100,1158.67,1,-1024.67,1,25,1,53.1
2025-07-29T18:45:00+02:00,561,817,0,168,99,826.67,1,-254,1,439.67,1,52.2
2025-07-29T19:00:00+02:00,559,544,0,279,99,531,1,29,1,458.33,1,51.17
2025-07-29T19:15:00+02:00,504,276,0,367,98,281.67,1,251,1,466.67,1,51.47
2025-07-29T19:30:00+02:00,115,187,0,7,98,186,1,-77.67,1,25,1,51.8
2025-07-29T19:45:00+02:00,108,147,0,7,98,146.67,1,-45.67,1,25,1,51.67
2025-07-29T20:00:00+02:00,108,89,0,13,98,89.67,1,-11,1,25,1,51.33
2025-07-29T20:15:00+02:00,146,67,0,81,97,72.33,1,84.67,1,25,1,51
2025-07-29T20:30:00+02:00,163,52,0,105,97,67.33,1,100,1,25,1,50.73
2025-07-29T20:45:00+02:00,126,46,0,72,97,54.33,1,52.33,1,25,1,50.53
2025-07-29T21:00:00+02:00,107,15,0,86,97,15.67,1,79.33,1,25,1,50.4
2025-07-29T21:15:00+02:00,130,3,0,120,97,0,0,117.33,1,25,1,50.27
2025-07-29T21:30:00+02:00,126,3,0,116,97,0,0,112,1,25,1,50.03
2025-07-29T21:45:00+02:00,150,4,0,138,96,1,1,134.33,1,25,1,49.83
2025-07-29T22:00:00+02:00,203,5,0,190,96,0.33,1,192,1,25,1,49.67
2025-07-29T22:15:00+02:00,187,0,0,180,96,0,0,182.67,1,25,1,49.5
2025-07-29T22:30:00+02:00,108,0,0,101,96,0,0,91.67,1,25,1,49.33
2025-07-29T22:45:00+02:00,110,0,0,102,95,0,0,97.67,1,25,1,49.17
2025-07-29T23:00:00+02:00,129,0,0,122,95,0,0,117.67,1,25,1,49
2025-07-29T23:15:00+02:00,119,0,0,111,95,0,0,111,1,25,1,48.83
2025-07-29T23:30:00+02:00,179,0,0,172,95,0,0,177,1,25,1,48.67
2025-07-29T23:45:00+02:00,838,0,0,789,93,0,0,1528.67,1,1357.33,1,48.33
2025-07-30T00:00:00+02:00,1205,0,0,944,90,0,0,1715.67,1,1668.33,1,50.43
2025-07-30T00:15:00+02:00,95,0,0,88,90,0,0,80,1,25,1,51.8
2025-07-30T00:30:00+02:00,108,0,0,100,90,0,0,91.67,1,25,1,51.67
2025-07-30T00:45:00+02:00,128,0,0,120,89,0,0,118,1,25,1,51.23
2025-07-30T01:00:00+02:00,126,0,0,118,89,0,0,114.33,1,25,1,50.87
2025-07-30T01:15:00+02:00,453,0,0,434,88,0,0,624.67,1,438.33,1,50.6
2025-07-30T01:30:00+02:00,207,0,0,200,88,0,0,202.33,1,25,1,50.53
2025-07-30T01:45:00+02:00,127,0,0,118,87,0,0,114,1,25,1,50.2
2025-07-30T02:00:00+02:00,93,0,0,87,87,0,0,80,1,25,1,49.97
2025-07-30T02:15:00+02:00,94,0,0,88,87,0,0,80,1,25,1,49.73
2025-07-30T02:30:00+02:00,125,0,0,116,87,0,0,113,1,25,1,49.57
2025-07-30T02:45:00+02:00,373,0,0,367,87,0,0,430,1,292.67,1,49.37
2025-07-30T03:00:00+02:00,1256,0,0,1238,84,0,0,1881,1,1772.67,1,50
2025-07-30T03:15:00+02:00,215,0,0,208,83,0,0,202.33,1,25,1,51.37
2025-07-30T03:30:00+02:00,95,0,0,87,83,0,0,82.33,1,25,1,51.3
2025-07-30T03:45:00+02:00,93,0,0,87,83,0,0,80.33,1,25,1,50.87
2025-07-30T04:00:00+02:00,94,0,0,86,83,0,0,79.67,1,25,1,50.43
2025-07-30T04:15:00+02:00,113,0,0,107,82,0,0,103.33,1,25,1,50.27
2025-07-30T04:30:00+02:00,219,0,0,212,82,0,0,222,1,25,1,50.13
2025-07-30T04:45:00+02:00,223,0,0,217,82,0,0,216.67,1,25,1,50
2025-07-30T05:00:00+02:00,174,7,0,160,81,0,0,157.33,1,25,1,49.83
2025-07-30T05:15:00+02:00,105,2,0,96,81,0,0,90.33,1,25,1,49.6
2025-07-30T05:30:00+02:00,96,2,0,87,81,0,0,81.33,1,25,1,49.37
2025-07-30T05:45:00+02:00,96,1,0,88,81,0,0,82.67,1,25,1,49.23
2025-07-30T06:00:00+02:00,117,3,0,105,81,0,0,102.33,1,25,1,49.03
2025-07-30T06:15:00+02:00,231,10,0,215,81,3.67,1,212,1,25,1,48.83
2025-07-30T06:30:00+02:00,201,23,0,172,80,29,1,168.67,1,25,1,48.73
2025-07-30T06:45:00+02:00,124,112,0,31,80,114,1,3.67,1,25,1,48.53
2025-07-30T07:00:00+02:00,115,162,0,10,80,163,1,-50,1,39,1,48.37
2025-07-30T07:15:00+02:00,1523,221,0,1312,78,200.33,1,1829.67,1,2025.33,1,48.27
2025-07-30T07:30:00+02:00,846,282,0,686,75,264.67,1,790.33,1,1093.33,1,51.07
2025-07-30T07:45:00+02:00,444,436,0,224,75,425.67,1,46,1,369,1,51.77
2025-07-30T08:00:00+02:00,467,554,0,187,75,557.67,1,-88.33,1,320.67,1,51.9
2025-07-30T08:15:00+02:00,457,648,0,180,74,677.33,1,-203,1,326.33,1,51.97
2025-07-30T08:30:00+02:00,482,883,0,181,74,895.33,1,-418.33,1,423.67,1,52.1
2025-07-30T08:45:00+02:00,440,1245,0,9,73,1248.33,1,-811.67,1,370.33,1,52.1
2025-07-30T09:00:00+02:00,377,1439,0,9,73,1440.33,1,-1079,1,321,1,52.07
2025-07-30T09:15:00+02:00,1049,1703,0,9,73,1703.67,1,-664.33,1,1025,1,52.6
2025-07-30T09:30:00+02:00,910,1406,0,9,73,1404,1,-503,1,769,1,53.73
2025-07-30T09:45:00+02:00,928,1644,0,9,73,1645.33,1,-723,1,791.33,1,54.93
2025-07-30T10:00:00+02:00,669,1713,512,0,74,1597.33,1,-1258,1,260.33,1,55.9
2025-07-30T10:15:00+02:00,448,1905,624,0,75,1780.67,1,-1710,1,25,1,55.97
2025-07-30T10:30:00+02:00,449,1810,638,0,77,1654.67,1,-1596.33,1,25,1,55.57
2025-07-30T10:45:00+02:00,458,1649,624,0,78,1494,1,-1439.67,1,25,1,55
2025-07-30T11:00:00+02:00,759,1689,128,0,79,1669.67,1,-1524,1,25,1,54.8
2025-07-30T11:15:00+02:00,857,2299,70,0,80,2306.33,1,-2077.33,1,25,1,54.67
2025-07-30T11:30:00+02:00,842,3649,68,0,81,3668.67,1,-3427.67,1,25,1,54.53
2025-07-30T11:45:00+02:00,783,2513,70,0,82,2516.67,1,-2370.33,1,25,1,54.37
2025-07-30T12:00:00+02:00,909,2423,71,0,82,2451.67,1,-2287.33,1,26.33,1,54.07
2025-07-30T12:15:00+02:00,885,3475,124,0,83,3476.67,1,-3265.67,1,25,1,53.8
2025-07-30T12:30:00+02:00,925,1596,70,0,84,1604,1,-1462.67,1,25,1,53.57
2025-07-30T12:45:00+02:00,824,1274,251,0,85,1228,1,-1060,1,25,1,53.37
2025-07-30T13:00:00+02:00,989,3460,95,0,86,3496,1,-3259.67,1,25,1,53.17
2025-07-30T13:15:00+02:00,1137,3575,73,0,87,3570,1,-3231,1,160.67,1,52.97
2025-07-30T13:30:00+02:00,1409,1846,254,0,88,1759,1,-889.67,1,778,1,52.17
2025-07-30T13:45:00+02:00,1673,2505,69,0,89,2514.33,1,-1629,1,765.33,1,52.93
2025-07-30T14:00:00+02:00,1399,2179,766,0,90,2100,1,-1097.67,1,965,1,54.23
2025-07-30T14:15:00+02:00,1960,3497,1631,0,94,3153.33,1,-2428.33,1,701.67,1,55.83
2025-07-30T14:30:00+02:00,579,1644,1085,0,96,1466.67,1,-1341.67,1,25,1,56.4
2025-07-30T14:45:00+02:00,464,1121,637,0,98,934.67,1,-844.67,1,25,1,56.1
2025-07-30T15:00:00+02:00,216,458,228,0,99,420,1,-337,1,25,1,55.57
2025-07-30T15:15:00+02:00,286,712,406,0,99,631,1,-598.33,1,25,1,55.17
2025-07-30T15:30:00+02:00,485,3169,462,2,100,3142.67,1,-3047.33,1,25,1,54.97
2025-07-30T15:45:00+02:00,130,3425,0,5,100,3428,1,-3330.67,1,25,1,54.83
2025-07-30T16:00:00+02:00,234,3365,0,6,100,3351.33,1,-3197.33,1,25,1,54.67
2025-07-30T16:15:00+02:00,215,1199,0,5,100,1196,1,-988,1,25,1,54.47
2025-07-30T16:30:00+02:00,184,549,0,5,100,548.33,1,-371.67,1,25,1,54.2
2025-07-30T16:45:00+02:00,78,1177,0,5,100,1180.33,1,-1107.67,1,25,1,53.9
2025-07-30T17:00:00+02:00,81,1110,0,5,100,1106,1,-1029,1,25,1,53.7
2025-07-30T17:15:00+02:00,97,534,0,5,100,534.33,1,-441,1,25,1,53.5
2025-07-30T17:30:00+02:00,115,638,0,4,100,639,1,-527.33,1,25,1,53.33
2025-07-30T17:45:00+02:00,196,748,0,6,100,751,1,-559.67,1,25,1,53.13
2025-07-30T18:00:00+02:00,606,879,0,137,100,906.33,1,-294.33,1,451,1,52.7
2025-07-30T18:15:00+02:00,315,865,0,43,99,861,1,-590,1,121,1,51.75
2025-07-30T18:30:00+02:00,634,531,0,194,98,531,1,-93.33,1,409.33,1,51.83
2025-07-30T18:45:00+02:00,714,722,0,214,98,722.33,1,-226.33,1,470,1,52.1
2025-07-30T19:00:00+02:00,640,769,0,127,98,769,1,-260.67,1,479,1,52.33
2025-07-30T19:15:00+02:00,772,652,0,221,97,651.67,1,-105,1,478.67,1,52.6
2025-07-30T19:30:00+02:00,1038,384,0,361,97,384.33,1,290.67,1,481,1,52.83
2025-07-30T19:45:00+02:00,181,225,17,8,96,225,1,-31.67,1,25,1,52.9
2025-07-30T20:00:00+02:00,126,162,9,0,96,162,1,-25.67,1,25,1,52.7
2025-07-30T20:15:00+02:00,61,90,7,1,96,90.33,1,-20,1,25,1,52.2
2025-07-30T20:30:00+02:00,71,56,0,17,96,56,1,-7.67,1,25,1,51.93
2025-07-30T20:45:00+02:00,88,30,0,45,96,30.33,1,8.33,1,25,1,51.77
2025-07-30T21:00:00+02:00,255,7,0,128,96,7,1,113.67,1,25,1,51.63
2025-07-30T21:15:00+02:00,456,2,0,220,96,2.33,1,225,1,25,1,51.5
2025-07-30T21:30:00+02:00,435,2,0,210,95,1.67,1,215,1,25,1,51.33
2025-07-30T21:45:00+02:00,248,0,0,121,95,0,0,119.67,1,25,1,51.1
2025-07-30T22:00:00+02:00,181,0,0,88,95,0,0,84.33,1,25,1,50.9
2025-07-30T22:15:00+02:00,168,0,0,83,95,0,0,77,1,25,1,50.63
2025-07-30T22:30:00+02:00,169,0,0,83,95,0,0,79,1,25,1,50.47
2025-07-30T22:45:00+02:00,1087,0,0,521,94,0,0,557.33,1,422.33,1,50.13
2025-07-30T23:00:00+02:00,1360,0,0,649,94,0,0,703,1,502.67,1,49.47
2025-07-30T23:15:00+02:00,2097,0,0,1012,91,0,0,1077.33,1,961.67,1,50.63
2025-07-30T23:30:00+02:00,226,0,0,109,91,0,0,110.33,1,25,1,51.2
2025-07-30T23:45:00+02:00,197,0,0,95,91,0,0,94.33,1,25,1,51.03
2025-07-31T00:00:00+02:00,161,0,0,78,91,0,0,75.67,1,25,1,50.53
2025-07-31T00:15:00+02:00,172,0,0,85,91,0,0,80.67,1,25,1,50.23
2025-07-31T00:30:00+02:00,381,0,0,185,90,0,0,187.67,1,25,1,50.07
2025-07-31T00:45:00+02:00,437,0,0,214,90,0,0,215,1,25,1,49.97
2025-07-31T01:00:00+02:00,316,0,0,154,90,0,0,154.33,1,25,1,49.83
2025-07-31T01:15:00+02:00,230,0,0,113,90,0,0,111,1,25,1,49.6
2025-07-31T01:30:00+02:00,225,0,0,108,89,0,0,108.33,1,25,1,49.4
2025-07-31T01:45:00+02:00,177,0,0,86,89,0,0,83,1,25,1,49.17
2025-07-31T02:00:00+02:00,250,0,0,122,89,0,0,120.67,1,25,1,49.03
2025-07-31T02:15:00+02:00,388,0,0,190,89,0,0,191,1,25,1,48.87
2025-07-31T02:30:00+02:00,393,0,0,191,88,0,0,194,1,25,1,48.73
2025-07-31T02:45:00+02:00,244,0,0,118,88,0,0,118.33,1,25,1,48.53
2025-07-31T03:00:00+02:00,236,0,0,114,88,0,0,114.67,1,25,1,48.4
2025-07-31T03:15:00+02:00,228,0,0,111,88,0,0,109.33,1,25,1,48.23
2025-07-31T03:30:00+02:00,200,0,0,98,87,0,0,94.67,1,25,1,48.07
2025-07-31T03:45:00+02:00,2133,0,0,1043,87,0,0,1081.67,1,951,1,47.63
2025-07-31T04:00:00+02:00,4885,0,0,2405,83,0,0,2471.67,1,2398.67,1,49.4
2025-07-31T04:15:00+02:00,343,0,0,168,81,0,0,168,1,66,1,51.73
2025-07-31T04:30:00+02:00,233,0,0,113,81,0,0,111.33,1,25,1,51.77
2025-07-31T04:45:00+02:00,242,0,0,118,81,0,0,117,1,25,1,51.43
2025-07-31T05:00:00+02:00,230,0,0,111,80,0,0,111.33,1,25,1,51
2025-07-31T05:15:00+02:00,254,0,0,125,80,0.33,1,121.67,1,27.67,1,50.7
2025-07-31T05:30:00+02:00,1199,18,0,575,79,17.67,1,598.33,1,434.67,1,50.5
2025-07-31T05:45:00+02:00,372,1,0,182,79,1,1,182.67,1,25,1,50.4
2025-07-31T06:00:00+02:00,208,0,0,103,79,0.33,1,98.67,1,25,1,50.03
2025-07-31T06:15:00+02:00,151,12,0,68,79,12,1,64.33,1,25,1,49.77
2025-07-31T06:30:00+02:00,169,42,0,61,78,42.33,1,57,1,25,1,49.57
2025-07-31T06:45:00+02:00,108,87,0,18,78,87,1,-3.67,1,25,1,49.43
2025-07-31T07:00:00+02:00,157,161,0,11,78,161,1,-20,1,25,1,49.27
2025-07-31T07:15:00+02:00,528,269,0,145,78,269.33,1,110.67,1,215.33,1,49.1
2025-07-31T07:30:00+02:00,3592,462,0,1539,76,462,1,1583.33,1,1993.33,1,49.47
2025-07-31T07:45:00+02:00,118,430,0,13,75,430.33,1,-327,1,68,1,51.33
2025-07-31T08:00:00+02:00,752,484,0,264,75,484,1,1.67,1,454,1,51.53
2025-07-31T08:15:00+02:00,810,518,0,284,74,518,1,3.67,1,461.33,1,51.7
2025-07-31T08:30:00+02:00,113,697,0,8,74,697.33,1,-592.33,1,25,1,51.73
2025-07-31T08:45:00+02:00,216,1210,0,9,74,1209.67,1,-1003.67,1,35,1,51.4
2025-07-31T09:00:00+02:00,750,1031,0,136,74,1030.67,1,-418.67,1,448,1,51.2
2025-07-31T09:15:00+02:00,640,1170,0,79,74,1170,1,-613,1,461,1,51.4
2025-07-31T09:30:00+02:00,604,1095,0,95,73,1095.33,1,-589,1,464,1,51.6
2025-07-31T09:45:00+02:00,895,1766,0,9,73,1765.67,1,-879.33,1,861.67,1,51.8
2025-07-31T10:00:00+02:00,486,1577,311,18,74,1576.67,1,-980.67,1,561.67,1,52.93
2025-07-31T10:15:00+02:00,440,965,383,57,74,964.67,1,-510,1,392.67,1,53.6
2025-07-31T10:30:00+02:00,0,899,560,0,76,899,1,-725,1,25,1,53.63
2025-07-31T10:45:00+02:00,0,1436,569,0,77,1436.33,1,-1280.67,1,25,1,53.3
2025-07-31T11:00:00+02:00,424,2253,619,0,78,2253,1,-1363,1,827,1,53
2025-07-31T11:15:00+02:00,220,2796,808,0,79,2795.67,1,-1768,1,968,1,54.17
2025-07-31T11:30:00+02:00,1257,5328,815,0,80,5328.33,1,-3257.33,1,2010.67,1,56.4
2025-07-31T11:45:00+02:00,179,3597,785,0,81,3597,1,-3110.67,1,470,1,58.9
2025-07-31T12:00:00+02:00,82,4246,755,0,82,4246,1,-4027.67,1,25,1,59.13
2025-07-31T12:15:00+02:00,67,4305,719,0,83,4305,1,-4037,1,25,1,58.8
2025-07-31T12:30:00+02:00,31,4102,726,0,83,4101.67,1,-3835,1,25,1,58.23
2025-07-31T12:45:00+02:00,4,3167,718,0,84,3166.67,1,-2999.33,1,25,1,57.9
2025-07-31T13:00:00+02:00,0,1570,628,0,85,1569.67,1,-1446.33,1,25,1,57.67
2025-07-31T13:15:00+02:00,0,1116,570,0,86,1116,1,-994.67,1,25,1,57.53
2025-07-31T13:30:00+02:00,0,1116,573,0,87,1116,1,-988,1,25,1,57.37
2025-07-31T13:45:00+02:00,0,1281,559,0,87,1281,1,-1064.67,1,25,1,57.07
2025-07-31T14:00:00+02:00,10,3176,572,0,88,3176.33,1,-2907.33,1,25,1,56.8
2025-07-31T14:15:00+02:00,0,1485,559,0,89,1485.33,1,-1290,1,25,1,56.5
2025-07-31T14:30:00+02:00,0,1301,568,0,90,1300.67,1,-1159.67,1,25,1,56.2
2025-07-31T14:45:00+02:00,0,1302,555,0,91,1301.67,1,-1187,1,1.67,1,56.1
2025-07-31T15:00:00+02:00,0,1470,995,0,92,1469.67,1,-1450,1,0,0,56.1
2025-07-31T15:15:00+02:00,0,3248,2696,0,95,3247.67,1,-3201.67,1,0,0,56.1
2025-07-31T15:30:00+02:00,0,5100,3542,0,99,5099.67,1,-4891.33,1,0,0,56.1
2025-07-31T15:45:00+02:00,113,4221,1244,2,100,4221.33,1,-4040.67,1,0,0,56.1
2025-07-31T16:00:00+02:00,128,5157,0,7,100,5157.33,1,-5035.33,1,0,0,56.1
2025-07-31T16:15:00+02:00,95,4804,0,7,100,4804.33,1,-4721.67,1,0,0,56.1
2025-07-31T16:30:00+02:00,129,4051,0,7,100,4050.67,1,-3989.33,1,0,0,56.1
2025-07-31T16:45:00+02:00,122,3444,0,7,100,3444.33,1,-3378,1,0,0,56.1
2025-07-31T17:00:00+02:00,135,3609,0,7,100,3608.67,1,-3486.33,1,0,0,56.1
2025-07-31T17:15:00+02:00,229,1543,0,6,100,1542.67,1,-1333,1,0,0,56.1
2025-07-31T17:30:00+02:00,199,1325,0,6,100,1325.33,1,-1134.67,1,0,0,56.1
2025-07-31T17:45:00+02:00,109,1227,0,6,100,1227,1,-1124.33,1,0,0,56.1
2025-07-31T18:00:00+02:00,106,1238,0,6,100,1238.33,1,-1138,1,0,0,56.1
2025-07-31T18:15:00+02:00,307,1413,0,32,100,1413.33,1,-1140.67,1,0,0,56.1
2025-07-31T18:30:00+02:00,439,900,0,87,99,900.33,1,-551.33,1,0,0,56.1
2025-07-31T18:45:00+02:00,654,1066,0,115,99,1066,1,-530.67,1,0,0,56.1
2025-07-31T19:00:00+02:00,767,842,0,160,98,841.67,1,-238.67,1,0,0,56.1
2025-07-31T19:15:00+02:00,910,428,0,303,98,428.33,1,173.67,1,0,0,56.1
2025-07-31T19:30:00+02:00,934,284,0,338,97,284,1,309,1,0,0,56.1
2025-07-31T19:45:00+02:00,109,162,0,7,97,161.67,1,-61,1,0,0,56.1
2025-07-31T20:00:00+02:00,893,214,5,350,97,214.33,1,329,1,0,0,56.1
2025-07-31T20:15:00+02:00,74,114,28,21,96,114.33,1,-29.33,1,0,0,56.1
2025-07-31T20:30:00+02:00,316,47,0,130,96,46.67,1,132.67,1,0,0,56.1
2025-07-31T20:45:00+02:00,333,20,0,151,96,20.33,1,155,1,0,0,56.1
2025-07-31T21:00:00+02:00,250,2,0,120,95,2.33,1,120.33,1,0,0,56.1
2025-07-31T21:15:00+02:00,238,1,0,114,95,0.67,1,116.33,1,0,0,56.1
2025-07-31T21:30:00+02:00,231,0,0,110,95,0,0,112.67,1,0,0,56.1
2025-07-31T21:45:00+02:00,222,1,0,107,95,0.67,1,107,1,0,0,56.1
2025-07-31T22:00:00+02:00,299,0,0,145,95,0.33,1,145.67,1,0,0,56.1
2025-07-31T22:15:00+02:00,378,0,0,184,94,0,0,187.33,1,0,0,56.1
2025-07-31T22:30:00+02:00,343,0,0,165,94,0,0,169.33,1,0,0,56.1
2025-07-31T22:45:00+02:00,188,0,0,90,94,0,0,89,1,0,0,56.1
2025-07-31T23:00:00+02:00,241,0,0,117,94,0,0,117.33,1,0,0,56.1
2025-07-31T23:15:00+02:00,237,0,0,114,93,0,0,116,1,0,0,56.1
2025-07-31T23:30:00+02:00,227,0,0,108,93,0,0,111.67,1,0,0,56.1
2025-07-31T23:45:00+02:00,395,0,0,190,93,0,0,197,1,0,0,56.1
2025-08-01T00:00:00+02:00,1164,0,0,553,92,0,0,603.33,1,0,0,56.1
2025-08-01T00:15:00+02:00,3523,0,0,1720,89,0,0,1795.67,1,0,0,56.1
2025-08-01T00:30:00+02:00,171,0,0,83,88,0,0,79.67,1,0,0,56.1
2025-08-01T00:45:00+02:00,223,0,0,106,88,0,0,108.33,1,0,0,56.1
2025-08-01T01:00:00+02:00,239,0,0,114,88,0,0,117,1,0,0,56.1
2025-08-01T01:15:00+02:00,286,0,0,140,88,0,0,138,1,0,0,56.1
2025-08-01T01:30:00+02:00,805,0,0,390,87,0,0,407,1,0,0,56.1
2025-08-01T01:45:00+02:00,801,0,0,389,86,0,0,404.67,1,0,0,56.1
2025-08-01T02:00:00+02:00,201,0,0,98,86,0,0,95.67,1,0,0,56.1
2025-08-01T02:15:00+02:00,171,0,0,84,86,0,0,79.33,1,0,0,56.1
2025-08-01T02:30:00+02:00,188,0,0,90,86,0,0,89,1,0,0,56.1
2025-08-01T02:45:00+02:00,241,0,0,116,86,0,0,117.33,1,0,0,56.1
2025-08-01T03:00:00+02:00,1326,0,0,642,85,0,0,676.67,1,0,0,56.1
2025-08-01T03:15:00+02:00,3338,0,0,1628,82,0,0,1703.33,1,0,0,56.1
2025-08-01T03:30:00+02:00,382,0,0,184,81,0,0,189.33,1,0,0,56.1
2025-08-01T03:45:00+02:00,171,0,0,82,81,0,0,81,1,0,0,56.1
2025-08-01T04:00:00+02:00,171,0,0,82,81,0,0,81.67,1,0,0,56.1
2025-08-01T04:15:00+02:00,174,0,0,84,81,0,0,82.33,1,0,0,56.1
2025-08-01T04:30:00+02:00,238,0,0,115,81,0,0,115.33,1,0,0,56.1
2025-08-01T04:45:00+02:00,1206,0,0,587,80,0,0,611.67,1,0,0,56.1
2025-08-01T05:00:00+02:00,428,2,0,207,79,2,1,212.67,1,0,0,56.1
2025-08-01T05:15:00+02:00,324,2,0,155,79,1.67,1,159,1,0,0,56.1
2025-08-01T05:30:00+02:00,171,0,0,82,79,0,0,81.67,1,0,0,56.1
2025-08-01T05:45:00+02:00,170,0,0,82,79,0,0,80.67,1,0,0,56.1
2025-08-01T06:00:00+02:00,170,0,0,83,79,0,0,79.67,1,0,0,56.1
2025-08-01T06:15:00+02:00,236,2,0,112,79,2.33,1,113.33,1,0,0,56.1
2025-08-01T06:30:00+02:00,448,6,0,215,78,6,1,219,1,0,0,56.1
2025-08-01T06:45:00+02:00,410,14,0,192,78,14,1,195.67,1,0,0,56.1
2025-08-01T07:00:00+02:00,166,109,0,44,78,109,1,8.33,1,0,0,56.1
2025-08-01T07:15:00+02:00,2587,331,0,1106,77,330.67,1,1143.67,1,0,0,56.1
2025-08-01T07:30:00+02:00,2473,304,0,1099,74,304.33,1,1065,1,0,0,56.1
2025-08-01T07:45:00+02:00,92,487,0,7,74,487,1,-402.67,1,0,0,56.1
2025-08-01T08:00:00+02:00,866,383,0,304,73,383.33,1,176,1,0,0,56.1
2025-08-01T08:15:00+02:00,978,555,0,324,72,555,1,94.67,1,0,0,56.1
2025-08-01T08:30:00+02:00,848,849,0,195,72,849,1,-201,1,0,0,56.1
2025-08-01T08:45:00+02:00,118,1022,0,8,72,1022.33,1,-913,1,0,0,56.1
2025-08-01T09:00:00+02:00,551,1378,0,36,72,1377.67,1,-866.33,1,0,0,56.1
2025-08-01T09:15:00+02:00,538,1193,0,27,72,1193,1,-686.33,1,0,0,56.1
2025-08-01T09:30:00+02:00,958,1394,0,11,72,1394.33,1,-449.33,1,0,0,56.1
2025-08-01T09:45:00+02:00,956,1699,0,9,72,1699.33,1,-752.33,1,0,0,56.1
2025-08-01T10:00:00+02:00,258,2146,393,3,72,2145.67,1,-1789.33,1,0,0,56.1
2025-08-01T10:15:00+02:00,1,3105,643,0,73,3105.33,1,-2997.67,1,0,0,56.1
2025-08-01T10:30:00+02:00,0,3361,648,0,75,3361,1,-3334.67,1,0,0,56.1
2025-08-01T10:45:00+02:00,0,1883,652,0,76,1883.33,1,-1835.33,1,0,0,56.1
2025-08-01T11:00:00+02:00,0,775,503,0,77,774.67,1,-730,1,0,0,56.1
2025-08-01T11:15:00+02:00,100,108,32,29,78,107.67,1,-21.67,1,0,0,56.1
2025-08-01T11:30:00+02:00,262,103,2,79,77,103.33,1,76,1,0,0,56.1
2025-08-01T11:45:00+02:00,11,739,379,0,78,739.33,1,-579.33,1,0,0,56.1
2025-08-01T12:00:00+02:00,25,1817,749,0,79,1817.33,1,-1706,1,0,0,56.1
2025-08-01T12:15:00+02:00,0,474,318,0,79,473.67,1,-405.33,1,0,0,56.1
2025-08-01T12:30:00+02:00,0,1204,1006,0,81,1204,1,-1221.33,1,0,0,56.1
2025-08-01T12:45:00+02:00,6,850,696,1,83,849.67,1,-870.33,1,0,0,56.1
2025-08-01T13:00:00+02:00,817,396,195,356,82,395.67,1,142.67,1,0,0,56.1
2025-08-01T13:15:00+02:00,12,1953,708,0,83,1953,1,-1761.33,1,0,0,56.1
2025-08-01T13:30:00+02:00,0,1902,746,0,84,1902.33,1,-1697,1,0,0,56.1
2025-08-01T13:45:00+02:00,19,2158,743,0,85,2158.33,1,-1986.67,1,0,0,56.1
2025-08-01T14:00:00+02:00,353,6630,3203,0,87,6629.67,1,-5626.33,1,0,0,56.1
2025-08-01T14:15:00+02:00,0,5771,4275,0,93,5771,1,-5286,1,0,0,56.1
2025-08-01T14:30:00+02:00,0,4152,3256,0,97,4152,1,-3860.67,1,0,0,56.1
2025-08-01T14:45:00+02:00,66,3037,1929,0,99,3037.33,1,-2895.33,1,0,0,56.1
2025-08-01T15:00:00+02:00,656,1538,0,6,100,1537.67,1,-890.33,1,0,0,56.1
2025-08-01T15:15:00+02:00,684,1272,0,55,100,1272,1,-647,1,0,0,56.1
2025-08-01T15:30:00+02:00,1160,2053,0,7,100,2052.67,1,-899,1,0,0,56.1
2025-08-01T15:45:00+02:00,1293,2601,0,7,100,2601.33,1,-1315.67,1,0,0,56.1
2025-08-01T16:00:00+02:00,253,1041,0,6,100,1041.33,1,-794.67,1,0,0,56.1
2025-08-01T16:15:00+02:00,159,426,0,6,100,426.33,1,-273.33,1,0,0,56.1
2025-08-01T16:30:00+02:00,250,588,0,20,100,588,1,-359.67,1,0,0,56.1
2025-08-01T16:45:00+02:00,234,1928,0,7,100,1927.67,1,-1726,1,0,0,56.1
2025-08-01T17:00:00+02:00,187,3387,0,7,100,3386.67,1,-3248.33,1,0,0,56.1
2025-08-01T17:15:00+02:00,173,1781,0,7,100,1781,1,-1620.33,1,0,0,56.1
2025-08-01T17:30:00+02:00,173,404,0,8,99,403.67,1,-241,1,0,0,56.1
